索引id	武将等级	兵种ID	品质	基础攻击	基础血量	基础怒气	基础武防	基础魔防	基础命中率万分比	基础闪避率万分比	基础暴击率万分比	基础韧性率万分比	伤害加成	伤害减免	无视护甲万分比	无视技防万分比	治疗加成	怒气回复加成	负面抗性	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	突破等级	技能等级
1310943	309	6	0	808337	12127586	5423	504140	504140	6831	6831	6831	6831	6831	6831	1901	1901	1901	1901	1901	4184	0	2282	5325	10	7
1310944	309	6	0	808385	12128310	5423	504171	504171	6831	6831	6831	6831	6831	6831	1901	1901	1901	1901	1901	4184	0	2282	5325	10	7
1310945	309	6	0	809149	12139756	5425	504645	504645	6835	6835	6835	6835	6835	6835	1902	1902	1902	1902	1902	4186	0	2283	5328	10	7
1310950	309	6	0	849657	12747504	5425	529909	529909	6835	6835	6835	6835	6835	6835	1902	1902	1902	1902	1902	4186	0	2283	5328	10	7
1310951	309	6	0	809245	12141204	5425	504706	504706	6835	6835	6835	6835	6835	6835	1902	1902	1902	1902	1902	4186	0	2283	5328	10	7
1310952	309	6	0	810009	12152652	5427	505181	505181	6839	6839	6839	6839	6839	6839	1904	1904	1904	1904	1904	4188	0	2284	5331	10	7
1310953	309	6	0	810057	12153377	5427	505211	505211	6839	6839	6839	6839	6839	6839	1904	1904	1904	1904	1904	4188	0	2284	5331	10	7
1310954	309	6	0	810821	12164827	5429	505686	505686	6843	6843	6843	6843	6843	6843	1905	1905	1905	1905	1905	4191	0	2286	5334	10	7
1310955	309	6	0	810870	12165553	5429	505716	505716	6843	6843	6843	6843	6843	6843	1905	1905	1905	1905	1905	4191	0	2286	5334	10	7
1310960	309	6	0	852215	12785855	5431	531501	531501	6847	6847	6847	6847	6847	6847	1906	1906	1906	1906	1906	4193	0	2287	5337	10	7
1310961	309	6	0	811682	12177731	5431	506221	506221	6847	6847	6847	6847	6847	6847	1906	1906	1906	1906	1906	4193	0	2287	5337	10	7
1310962	309	6	0	811730	12178457	5431	506252	506252	6847	6847	6847	6847	6847	6847	1906	1906	1906	1906	1906	4193	0	2287	5337	10	7
1310963	309	6	0	812494	12189912	5433	506727	506727	6851	6851	6851	6851	6851	6851	1907	1907	1907	1907	1907	4196	0	2288	5340	10	7
1310964	309	6	0	812543	12190638	5433	506757	506757	6851	6851	6851	6851	6851	6851	1907	1907	1907	1907	1907	4196	0	2288	5340	10	7
1310965	310	6	0	813307	12202095	5435	507232	507232	6855	6855	6855	6855	6855	6855	1908	1908	1908	1908	1908	4198	0	2290	5343	10	7
1310970	310	6	0	854023	12812964	5435	532626	532626	6855	6855	6855	6855	6855	6855	1908	1908	1908	1908	1908	4198	0	2290	5343	10	7
1310971	310	6	0	813404	12203550	5435	507293	507293	6855	6855	6855	6855	6855	6855	1908	1908	1908	1908	1908	4198	0	2290	5343	10	7
1310972	310	6	0	814171	12215044	5437	507770	507770	6859	6859	6859	6859	6859	6859	1909	1909	1909	1909	1909	4201	0	2291	5346	10	7
1310973	310	6	0	814219	12215772	5437	507800	507800	6859	6859	6859	6859	6859	6859	1909	1909	1909	1909	1909	4201	0	2291	5346	10	7
1310974	310	6	0	814986	12227269	5439	508277	508277	6863	6863	6863	6863	6863	6863	1910	1910	1910	1910	1910	4203	0	2292	5350	10	7
1310975	310	6	0	815035	12227997	5439	508307	508307	6863	6863	6863	6863	6863	6863	1910	1910	1910	1910	1910	4203	0	2292	5350	10	7
1310980	310	6	0	856592	12851470	5441	534224	534224	6867	6867	6867	6867	6867	6867	1911	1911	1911	1911	1911	4206	0	2294	5353	10	7
1310981	310	6	0	815850	12240225	5441	508815	508815	6867	6867	6867	6867	6867	6867	1911	1911	1911	1911	1911	4206	0	2294	5353	10	7
1310982	310	6	0	815899	12240954	5441	508845	508845	6867	6867	6867	6867	6867	6867	1911	1911	1911	1911	1911	4206	0	2294	5353	10	7
1310983	310	6	0	816666	12252455	5443	509322	509322	6871	6871	6871	6871	6871	6871	1912	1912	1912	1912	1912	4208	0	2295	5356	10	7
1310984	310	6	0	816715	12253185	5443	509353	509353	6871	6871	6871	6871	6871	6871	1912	1912	1912	1912	1912	4208	0	2295	5356	10	7
1310985	310	6	0	817482	12264688	5445	509830	509830	6875	6875	6875	6875	6875	6875	1914	1914	1914	1914	1914	4210	0	2296	5359	10	7
1310990	310	6	0	858407	12878689	5445	535353	535353	6875	6875	6875	6875	6875	6875	1914	1914	1914	1914	1914	4210	0	2296	5359	10	7
1310991	310	6	0	817580	12266149	5445	509891	509891	6875	6875	6875	6875	6875	6875	1914	1914	1914	1914	1914	4210	0	2296	5359	10	7
1310992	310	6	0	818347	12277654	5447	510368	510368	6879	6879	6879	6879	6879	6879	1915	1915	1915	1915	1915	4213	0	2298	5362	10	7
1310993	310	6	0	818396	12278385	5447	510398	510398	6879	6879	6879	6879	6879	6879	1915	1915	1915	1915	1915	4213	0	2298	5362	10	7
1310994	310	6	0	819163	12289893	5449	510876	510876	6883	6883	6883	6883	6883	6883	1916	1916	1916	1916	1916	4215	0	2299	5365	10	7
1310995	310	6	0	819212	12290625	5449	510906	510906	6883	6883	6883	6883	6883	6883	1916	1916	1916	1916	1916	4215	0	2299	5365	10	7
1311000	310	6	0	860979	12917240	5451	536953	536953	6887	6887	6887	6887	6887	6887	1917	1917	1917	1917	1917	4218	0	2300	5368	10	7
1311001	310	6	0	820029	12302866	5451	511414	511414	6887	6887	6887	6887	6887	6887	1917	1917	1917	1917	1917	4218	0	2300	5368	10	7
1311002	310	6	0	820078	12303599	5451	511445	511445	6887	6887	6887	6887	6887	6887	1917	1917	1917	1917	1917	4218	0	2300	5368	10	7
1311003	310	6	0	820845	12315110	5453	511922	511922	6891	6891	6891	6891	6891	6891	1918	1918	1918	1918	1918	4220	0	2302	5371	10	7
1311004	310	6	0	820894	12315844	5453	511953	511953	6891	6891	6891	6891	6891	6891	1918	1918	1918	1918	1918	4220	0	2302	5371	10	7
1311005	311	6	0	821662	12327357	5455	512431	512431	6895	6895	6895	6895	6895	6895	1919	1919	1919	1919	1919	4223	0	2303	5375	10	7
1410010	311	6	0	862797	12944496	5455	538084	538084	6895	6895	6895	6895	6895	6895	1919	1919	1919	1919	1919	4223	0	2303	5375	10	7
1410011	311	6	0	821760	12328825	5455	512492	512492	6895	6895	6895	6895	6895	6895	1919	1919	1919	1919	1919	4223	0	2303	5375	10	7
1410012	311	6	0	822555	12340755	5457	512986	512986	6899	6899	6899	6899	6899	6899	1920	1920	1920	1920	1920	4225	0	2304	5378	10	7
1410013	311	6	0	822604	12341489	5457	513017	513017	6899	6899	6899	6899	6899	6899	1920	1920	1920	1920	1920	4225	0	2304	5378	10	7
1410014	311	6	0	823400	12353421	5459	513511	513511	6903	6903	6903	6903	6903	6903	1921	1921	1921	1921	1921	4228	0	2306	5381	10	7
1410015	311	6	0	823449	12354157	5459	513542	513542	6903	6903	6903	6903	6903	6903	1921	1921	1921	1921	1921	4228	0	2306	5381	10	7
1410020	311	6	0	865456	12984395	5461	539738	539738	6907	6907	6907	6907	6907	6907	1922	1922	1922	1922	1922	4230	0	2307	5384	10	7
1410021	311	6	0	824293	12366826	5461	514067	514067	6907	6907	6907	6907	6907	6907	1922	1922	1922	1922	1922	4230	0	2307	5384	10	7
1410022	311	6	0	824342	12367562	5461	514097	514097	6907	6907	6907	6907	6907	6907	1922	1922	1922	1922	1922	4230	0	2307	5384	10	7
1410023	311	6	0	825138	12379499	5463	514592	514592	6911	6911	6911	6911	6911	6911	1924	1924	1924	1924	1924	4233	0	2308	5387	10	7
1410024	311	6	0	825187	12380235	5463	514623	514623	6911	6911	6911	6911	6911	6911	1924	1924	1924	1924	1924	4233	0	2308	5387	10	7
1410025	311	6	0	825983	12392174	5465	515118	515118	6915	6915	6915	6915	6915	6915	1925	1925	1925	1925	1925	4235	0	2310	5390	10	7
1410030	311	6	0	867333	13012557	5465	540906	540906	6915	6915	6915	6915	6915	6915	1925	1925	1925	1925	1925	4235	0	2310	5390	10	7
1410031	311	6	0	826081	12393648	5465	515179	515179	6915	6915	6915	6915	6915	6915	1925	1925	1925	1925	1925	4235	0	2310	5390	10	7
1410032	311	6	0	826877	12405590	5467	515674	515674	6919	6919	6919	6919	6919	6919	1926	1926	1926	1926	1926	4237	0	2311	5393	10	7
1410033	311	6	0	826926	12406327	5467	515704	515704	6919	6919	6919	6919	6919	6919	1926	1926	1926	1926	1926	4237	0	2311	5393	10	7
1410034	311	6	0	827722	12418271	5469	516199	516199	6923	6923	6923	6923	6923	6923	1927	1927	1927	1927	1927	4240	0	2312	5396	10	7
1410035	311	6	0	827771	12419009	5469	516230	516230	6923	6923	6923	6923	6923	6923	1927	1927	1927	1927	1927	4240	0	2312	5396	10	7
1410040	311	6	0	869996	13052502	5471	542561	542561	6927	6927	6927	6927	6927	6927	1928	1928	1928	1928	1928	4242	0	2314	5400	10	7
1410041	311	6	0	828617	12431694	5471	516756	516756	6927	6927	6927	6927	6927	6927	1928	1928	1928	1928	1928	4242	0	2314	5400	10	7
1410042	311	6	0	828666	12432433	5471	516787	516787	6927	6927	6927	6927	6927	6927	1928	1928	1928	1928	1928	4242	0	2314	5400	10	7
1410043	311	6	0	829462	12444381	5473	517282	517282	6931	6931	6931	6931	6931	6931	1929	1929	1929	1929	1929	4245	0	2315	5403	10	7
1410044	311	6	0	829512	12445121	5473	517313	517313	6931	6931	6931	6931	6931	6931	1929	1929	1929	1929	1929	4245	0	2315	5403	10	7
1410045	312	6	0	830308	12457071	5475	517808	517808	6935	6935	6935	6935	6935	6935	1930	1930	1930	1930	1930	4247	0	2316	5406	10	7
1410050	312	6	0	871875	13080702	5475	543731	543731	6935	6935	6935	6935	6935	6935	1930	1930	1930	1930	1930	4247	0	2316	5406	10	7
1410051	312	6	0	830407	12458552	5475	517869	517869	6935	6935	6935	6935	6935	6935	1930	1930	1930	1930	1930	4247	0	2316	5406	10	7
1410052	312	6	0	831243	12471109	5477	518389	518389	6939	6939	6939	6939	6939	6939	1931	1931	1931	1931	1931	4250	0	2318	5409	10	7
1410053	312	6	0	831292	12471850	5477	518420	518420	6939	6939	6939	6939	6939	6939	1931	1931	1931	1931	1931	4250	0	2318	5409	10	7
1410054	312	6	0	832129	12484410	5479	518940	518940	6943	6943	6943	6943	6943	6943	1933	1933	1933	1933	1933	4252	0	2319	5412	10	7
1410055	312	6	0	832178	12485152	5479	518970	518970	6943	6943	6943	6943	6943	6943	1933	1933	1933	1933	1933	4252	0	2319	5412	10	7
1410060	312	6	0	874665	13122599	5481	545465	545465	6947	6947	6947	6947	6947	6947	1934	1934	1934	1934	1934	4255	0	2320	5415	10	7
1410061	312	6	0	833064	12498456	5481	519521	519521	6947	6947	6947	6947	6947	6947	1934	1934	1934	1934	1934	4255	0	2320	5415	10	7
1410062	312	6	0	833113	12499198	5481	519552	519552	6947	6947	6947	6947	6947	6947	1934	1934	1934	1934	1934	4255	0	2320	5415	10	7
1410063	312	6	0	833950	12511763	5483	520072	520072	6951	6951	6951	6951	6951	6951	1935	1935	1935	1935	1935	4257	0	2322	5418	10	7
1410064	312	6	0	833999	12512506	5483	520103	520103	6951	6951	6951	6951	6951	6951	1935	1935	1935	1935	1935	4257	0	2322	5418	10	7
1410065	312	6	0	834836	12525073	5485	520623	520623	6955	6955	6955	6955	6955	6955	1936	1936	1936	1936	1936	4260	0	2323	5421	10	7
1410070	312	6	0	876630	13152108	5485	546686	546686	6955	6955	6955	6955	6955	6955	1936	1936	1936	1936	1936	4260	0	2323	5421	10	7
1410071	312	6	0	834935	12526561	5485	520685	520685	6955	6955	6955	6955	6955	6955	1936	1936	1936	1936	1936	4260	0	2323	5421	10	7
1410072	312	6	0	835772	12539130	5487	521205	521205	6959	6959	6959	6959	6959	6959	1937	1937	1937	1937	1937	4262	0	2325	5425	10	7
1410073	312	6	0	835822	12539875	5487	521236	521236	6959	6959	6959	6959	6959	6959	1937	1937	1937	1937	1937	4262	0	2325	5425	10	7
1410074	312	6	0	836659	12552446	5489	521756	521756	6963	6963	6963	6963	6963	6963	1938	1938	1938	1938	1938	4265	0	2326	5428	10	7
1410075	312	6	0	836708	12553192	5489	521787	521787	6963	6963	6963	6963	6963	6963	1938	1938	1938	1938	1938	4265	0	2326	5428	10	7
1410080	312	6	0	879423	13194054	5491	548422	548422	6967	6967	6967	6967	6967	6967	1939	1939	1939	1939	1939	4267	0	2327	5431	10	7
1410081	312	6	0	837595	12566512	5491	522338	522338	6967	6967	6967	6967	6967	6967	1939	1939	1939	1939	1939	4267	0	2327	5431	10	7
1410082	312	6	0	837645	12567258	5491	522369	522369	6967	6967	6967	6967	6967	6967	1939	1939	1939	1939	1939	4267	0	2327	5431	10	7
1410083	312	6	0	838482	12579834	5493	522890	522890	6971	6971	6971	6971	6971	6971	1940	1940	1940	1940	1940	4269	0	2329	5434	10	7
1410084	312	6	0	838532	12580581	5493	522921	522921	6971	6971	6971	6971	6971	6971	1940	1940	1940	1940	1940	4269	0	2329	5434	10	7
1410085	313	6	0	839369	12593159	5495	523441	523441	6975	6975	6975	6975	6975	6975	1941	1941	1941	1941	1941	4272	0	2330	5437	10	7
1410090	313	6	0	881390	13223602	5495	549646	549646	6975	6975	6975	6975	6975	6975	1941	1941	1941	1941	1941	4272	0	2330	5437	10	7
1410091	313	6	0	839469	12594654	5495	523503	523503	6975	6975	6975	6975	6975	6975	1941	1941	1941	1941	1941	4272	0	2330	5437	10	7
1410092	313	6	0	840309	12607269	5497	524025	524025	6979	6979	6979	6979	6979	6979	1943	1943	1943	1943	1943	4274	0	2331	5440	10	7
1410093	313	6	0	840359	12608018	5497	524056	524056	6979	6979	6979	6979	6979	6979	1943	1943	1943	1943	1943	4274	0	2331	5440	10	7
1410094	313	6	0	841199	12620635	5499	524578	524578	6983	6983	6983	6983	6983	6983	1944	1944	1944	1944	1944	4277	0	2333	5443	10	7
1410095	313	6	0	841249	12621384	5499	524610	524610	6983	6983	6983	6983	6983	6983	1944	1944	1944	1944	1944	4277	0	2333	5443	10	7
1410100	313	6	0	884193	13265703	5501	551388	551388	6987	6987	6987	6987	6987	6987	1945	1945	1945	1945	1945	4279	0	2334	5447	10	7
1410101	313	6	0	842139	12634752	5501	525163	525163	6987	6987	6987	6987	6987	6987	1945	1945	1945	1945	1945	4279	0	2334	5447	10	7
1410102	313	6	0	842189	12635502	5501	525194	525194	6987	6987	6987	6987	6987	6987	1945	1945	1945	1945	1945	4279	0	2334	5447	10	7
1410103	313	6	0	843029	12648124	5503	525716	525716	6991	6991	6991	6991	6991	6991	1946	1946	1946	1946	1946	4282	0	2335	5450	10	7
1410104	313	6	0	843079	12648874	5503	525747	525747	6991	6991	6991	6991	6991	6991	1946	1946	1946	1946	1946	4282	0	2335	5450	10	7
1410105	313	6	0	843920	12661499	5505	526270	526270	6995	6995	6995	6995	6995	6995	1947	1947	1947	1947	1947	4284	0	2337	5453	10	7
1410110	313	6	0	886168	13295362	5505	552616	552616	6995	6995	6995	6995	6995	6995	1947	1947	1947	1947	1947	4284	0	2337	5453	10	7
1410111	313	6	0	844020	12663001	5505	526332	526332	6995	6995	6995	6995	6995	6995	1947	1947	1947	1947	1947	4284	0	2337	5453	10	7
1410112	313	6	0	844861	12675628	5507	526855	526855	6999	6999	6999	6999	6999	6999	1948	1948	1948	1948	1948	4287	0	2338	5456	10	7
1410113	313	6	0	844911	12676379	5507	526886	526886	6999	6999	6999	6999	6999	6999	1948	1948	1948	1948	1948	4287	0	2338	5456	10	7
1410114	313	6	0	845751	12689008	5509	527409	527409	7003	7003	7003	7003	7003	7003	1949	1949	1949	1949	1949	4289	0	2339	5459	10	7
1410115	313	6	0	845802	12689761	5509	527440	527440	7003	7003	7003	7003	7003	7003	1949	1949	1949	1949	1949	4289	0	2339	5459	10	7
1410120	313	6	0	888975	13337512	5511	554361	554361	7007	7007	7007	7007	7007	7007	1950	1950	1950	1950	1950	4292	0	2341	5462	10	7
1410121	313	6	0	846693	12703145	5511	527994	527994	7007	7007	7007	7007	7007	7007	1950	1950	1950	1950	1950	4292	0	2341	5462	10	7
1410122	313	6	0	846743	12703898	5511	528025	528025	7007	7007	7007	7007	7007	7007	1950	1950	1950	1950	1950	4292	0	2341	5462	10	7
1410123	313	6	0	847584	12716532	5513	528548	528548	7011	7011	7011	7011	7011	7011	1952	1952	1952	1952	1952	4294	0	2342	5465	10	7
1410124	313	6	0	847634	12717286	5513	528579	528579	7011	7011	7011	7011	7011	7011	1952	1952	1952	1952	1952	4294	0	2342	5465	10	7
1410125	314	6	0	848476	12729922	5515	529102	529102	7015	7015	7015	7015	7015	7015	1953	1953	1953	1953	1953	4297	0	2343	5468	10	7
1410130	314	6	0	890952	13367211	5515	555590	555590	7015	7015	7015	7015	7015	7015	1953	1953	1953	1953	1953	4297	0	2343	5468	10	7
1410131	314	6	0	848576	12731431	5515	529165	529165	7015	7015	7015	7015	7015	7015	1953	1953	1953	1953	1953	4297	0	2343	5468	10	7
1410132	314	6	0	849420	12744108	5517	529689	529689	7019	7019	7019	7019	7019	7019	1954	1954	1954	1954	1954	4299	0	2345	5472	10	7
1410133	314	6	0	849471	12744863	5517	529721	529721	7019	7019	7019	7019	7019	7019	1954	1954	1954	1954	1954	4299	0	2345	5472	10	7
1410134	314	6	0	850315	12757542	5519	530245	530245	7024	7024	7024	7024	7024	7024	1955	1955	1955	1955	1955	4302	0	2346	5475	10	7
1410135	314	6	0	850365	12758298	5519	530277	530277	7024	7024	7024	7024	7024	7024	1955	1955	1955	1955	1955	4302	0	2346	5475	10	7
1410140	314	6	0	893770	13409528	5521	557342	557342	7028	7028	7028	7028	7028	7028	1956	1956	1956	1956	1956	4304	0	2347	5478	10	7
1410141	314	6	0	851260	12771736	5521	530833	530833	7028	7028	7028	7028	7028	7028	1956	1956	1956	1956	1956	4304	0	2347	5478	10	7
1410142	314	6	0	851310	12772492	5521	530864	530864	7028	7028	7028	7028	7028	7028	1956	1956	1956	1956	1956	4304	0	2347	5478	10	7
1410143	314	6	0	852155	12785176	5523	531389	531389	7032	7032	7032	7032	7032	7032	1957	1957	1957	1957	1957	4306	0	2349	5481	10	7
1410144	314	6	0	852205	12785933	5523	531421	531421	7032	7032	7032	7032	7032	7032	1957	1957	1957	1957	1957	4306	0	2349	5481	10	7
1410145	314	6	0	853050	12798619	5525	531946	531946	7036	7036	7036	7036	7036	7036	1958	1958	1958	1958	1958	4309	0	2350	5484	10	7
1410150	314	6	0	895755	13439346	5525	558576	558576	7036	7036	7036	7036	7036	7036	1958	1958	1958	1958	1958	4309	0	2350	5484	10	7
1410151	314	6	0	853151	12800135	5525	532009	532009	7036	7036	7036	7036	7036	7036	1958	1958	1958	1958	1958	4309	0	2350	5484	10	7
1410152	314	6	0	853996	12812824	5527	532534	532534	7040	7040	7040	7040	7040	7040	1959	1959	1959	1959	1959	4311	0	2351	5487	10	7
1410153	314	6	0	854046	12813583	5527	532565	532565	7040	7040	7040	7040	7040	7040	1959	1959	1959	1959	1959	4311	0	2351	5487	10	7
1410154	314	6	0	854891	12826274	5529	533090	533090	7044	7044	7044	7044	7044	7044	1961	1961	1961	1961	1961	4314	0	2353	5491	10	7
1410155	314	6	0	854942	12827033	5529	533122	533122	7044	7044	7044	7044	7044	7044	1961	1961	1961	1961	1961	4314	0	2353	5491	10	7
1410160	314	6	0	898576	13481712	5531	560330	560330	7048	7048	7048	7048	7048	7048	1962	1962	1962	1962	1962	4316	0	2354	5494	10	7
1410161	314	6	0	855837	12840486	5531	533679	533679	7048	7048	7048	7048	7048	7048	1962	1962	1962	1962	1962	4316	0	2354	5494	10	7
1410162	314	6	0	855888	12841246	5531	533710	533710	7048	7048	7048	7048	7048	7048	1962	1962	1962	1962	1962	4316	0	2354	5494	10	7
1410163	314	6	0	856733	12853942	5534	534236	534236	7052	7052	7052	7052	7052	7052	1963	1963	1963	1963	1963	4319	0	2356	5497	10	7
1410164	314	6	0	856784	12854703	5534	534267	534267	7052	7052	7052	7052	7052	7052	1963	1963	1963	1963	1963	4319	0	2356	5497	10	7
1410165	315	6	0	857629	12867401	5536	534793	534793	7056	7056	7056	7056	7056	7056	1964	1964	1964	1964	1964	4321	0	2357	5500	10	7
1410170	315	6	0	900564	13511571	5536	561566	561566	7056	7056	7056	7056	7056	7056	1964	1964	1964	1964	1964	4321	0	2357	5500	10	7
1410171	315	6	0	857731	12868924	5536	534856	534856	7056	7056	7056	7056	7056	7056	1964	1964	1964	1964	1964	4321	0	2357	5500	10	7
1410172	315	6	0	858579	12881662	5538	535383	535383	7060	7060	7060	7060	7060	7060	1965	1965	1965	1965	1965	4324	0	2358	5503	10	7
1410173	315	6	0	858630	12882424	5538	535415	535415	7060	7060	7060	7060	7060	7060	1965	1965	1965	1965	1965	4324	0	2358	5503	10	7
1410174	315	6	0	859478	12895164	5540	535942	535942	7064	7064	7064	7064	7064	7064	1966	1966	1966	1966	1966	4326	0	2360	5506	10	7
1410175	315	6	0	859529	12895927	5540	535974	535974	7064	7064	7064	7064	7064	7064	1966	1966	1966	1966	1966	4326	0	2360	5506	10	7
1410180	315	6	0	903396	13554103	5542	563326	563326	7068	7068	7068	7068	7068	7068	1967	1967	1967	1967	1967	4329	0	2361	5509	10	7
1410181	315	6	0	860428	12909433	5542	536533	536533	7068	7068	7068	7068	7068	7068	1967	1967	1967	1967	1967	4329	0	2361	5509	10	7
1410182	315	6	0	860479	12910197	5542	536564	536564	7068	7068	7068	7068	7068	7068	1967	1967	1967	1967	1967	4329	0	2361	5509	10	7
1410183	315	6	0	861328	12922942	5544	537092	537092	7072	7072	7072	7072	7072	7072	1968	1968	1968	1968	1968	4331	0	2362	5513	10	7
1410184	315	6	0	861378	12923706	5544	537124	537124	7072	7072	7072	7072	7072	7072	1968	1968	1968	1968	1968	4331	0	2362	5513	10	7
1410185	315	6	0	862227	12936453	5546	537651	537651	7076	7076	7076	7076	7076	7076	1970	1970	1970	1970	1970	4334	0	2364	5516	10	7
1410190	315	6	0	905392	13584079	5546	564567	564567	7076	7076	7076	7076	7076	7076	1970	1970	1970	1970	1970	4334	0	2364	5516	10	7
1410191	315	6	0	862329	12937984	5546	537715	537715	7076	7076	7076	7076	7076	7076	1970	1970	1970	1970	1970	4334	0	2364	5516	10	7
1410192	315	6	0	863178	12950734	5548	538242	538242	7080	7080	7080	7080	7080	7080	1971	1971	1971	1971	1971	4336	0	2365	5519	10	7
1410193	315	6	0	863229	12951499	5548	538274	538274	7080	7080	7080	7080	7080	7080	1971	1971	1971	1971	1971	4336	0	2365	5519	10	7
1410194	315	6	0	864078	12964252	5550	538802	538802	7084	7084	7084	7084	7084	7084	1972	1972	1972	1972	1972	4339	0	2366	5522	10	7
1410195	315	6	0	864129	12965018	5550	538834	538834	7084	7084	7084	7084	7084	7084	1972	1972	1972	1972	1972	4339	0	2366	5522	10	7
1410200	315	6	0	908227	13626661	5552	566329	566329	7088	7088	7088	7088	7088	7088	1973	1973	1973	1973	1973	4341	0	2368	5525	10	7
1410201	315	6	0	865029	12978539	5552	539393	539393	7088	7088	7088	7088	7088	7088	1973	1973	1973	1973	1973	4341	0	2368	5525	10	7
1410202	315	6	0	865081	12979307	5552	539425	539425	7088	7088	7088	7088	7088	7088	1973	1973	1973	1973	1973	4341	0	2368	5525	10	7
1410203	315	6	0	865930	12992064	5554	539953	539953	7092	7092	7092	7092	7092	7092	1974	1974	1974	1974	1974	4344	0	2369	5528	10	7
1410204	315	6	0	865981	12992832	5554	539985	539985	7092	7092	7092	7092	7092	7092	1974	1974	1974	1974	1974	4344	0	2369	5528	10	7
1410205	316	6	0	866831	13005591	5556	540513	540513	7096	7096	7096	7096	7096	7096	1975	1975	1975	1975	1975	4346	0	2370	5532	10	7
1410210	316	6	0	910226	13656678	5556	567572	567572	7096	7096	7096	7096	7096	7096	1975	1975	1975	1975	1975	4346	0	2370	5532	10	7
1410211	316	6	0	866933	13007128	5556	540577	540577	7096	7096	7096	7096	7096	7096	1975	1975	1975	1975	1975	4346	0	2370	5532	10	7
1410212	316	6	0	867785	13019931	5558	541107	541107	7100	7100	7100	7100	7100	7100	1976	1976	1976	1976	1976	4349	0	2372	5535	10	7
1410213	316	6	0	867837	13020701	5558	541138	541138	7100	7100	7100	7100	7100	7100	1976	1976	1976	1976	1976	4349	0	2372	5535	10	7
1410214	316	6	0	868689	13033506	5560	541668	541668	7104	7104	7104	7104	7104	7104	1977	1977	1977	1977	1977	4351	0	2373	5538	10	7
1410215	316	6	0	868741	13034276	5560	541700	541700	7104	7104	7104	7104	7104	7104	1977	1977	1977	1977	1977	4351	0	2373	5538	10	7
1410220	316	6	0	913073	13699438	5562	569342	569342	7109	7109	7109	7109	7109	7109	1979	1979	1979	1979	1979	4354	0	2374	5541	10	7
1410221	316	6	0	869645	13047854	5562	542262	542262	7109	7109	7109	7109	7109	7109	1979	1979	1979	1979	1979	4354	0	2374	5541	10	7
1410222	316	6	0	869696	13048625	5562	542294	542294	7109	7109	7109	7109	7109	7109	1979	1979	1979	1979	1979	4354	0	2374	5541	10	7
1410223	316	6	0	870549	13061435	5564	542824	542824	7113	7113	7113	7113	7113	7113	1980	1980	1980	1980	1980	4356	0	2376	5544	10	7
1410224	316	6	0	870600	13062207	5564	542857	542857	7113	7113	7113	7113	7113	7113	1980	1980	1980	1980	1980	4356	0	2376	5544	10	7
1410225	316	6	0	871453	13075019	5566	543387	543387	7117	7117	7117	7117	7117	7117	1981	1981	1981	1981	1981	4359	0	2377	5547	10	7
1410230	316	6	0	915080	13729581	5566	570590	570590	7117	7117	7117	7117	7117	7117	1981	1981	1981	1981	1981	4359	0	2377	5547	10	7
1410231	316	6	0	871556	13076564	5566	543451	543451	7117	7117	7117	7117	7117	7117	1981	1981	1981	1981	1981	4359	0	2377	5547	10	7
1410232	316	6	0	872409	13089379	5568	543981	543981	7121	7121	7121	7121	7121	7121	1982	1982	1982	1982	1982	4361	0	2379	5551	10	7
1410233	316	6	0	872461	13090152	5568	544013	544013	7121	7121	7121	7121	7121	7121	1982	1982	1982	1982	1982	4361	0	2379	5551	10	7
1410234	316	6	0	873314	13102969	5570	544544	544544	7125	7125	7125	7125	7125	7125	1983	1983	1983	1983	1983	4364	0	2380	5554	10	7
1410235	316	6	0	873366	13103743	5570	544576	544576	7125	7125	7125	7125	7125	7125	1983	1983	1983	1983	1983	4364	0	2380	5554	10	7
1410240	316	6	0	917930	13772390	5572	572362	572362	7129	7129	7129	7129	7129	7129	1984	1984	1984	1984	1984	4366	0	2381	5557	10	7
1410241	316	6	0	874271	13117336	5572	545138	545138	7129	7129	7129	7129	7129	7129	1984	1984	1984	1984	1984	4366	0	2381	5557	10	7
1410242	316	6	0	874323	13118111	5572	545171	545171	7129	7129	7129	7129	7129	7129	1984	1984	1984	1984	1984	4366	0	2381	5557	10	7
1410243	316	6	0	875176	13130933	5574	545701	545701	7133	7133	7133	7133	7133	7133	1985	1985	1985	1985	1985	4369	0	2383	5560	10	7
1410244	316	6	0	875228	13131708	5574	545733	545733	7133	7133	7133	7133	7133	7133	1985	1985	1985	1985	1985	4369	0	2383	5560	10	7
1410245	317	6	0	876082	13144533	5576	546264	546264	7137	7137	7137	7137	7137	7137	1987	1987	1987	1987	1987	4371	0	2384	5563	10	7
1410250	317	6	0	919940	13802574	5576	573611	573611	7137	7137	7137	7137	7137	7137	1987	1987	1987	1987	1987	4371	0	2384	5563	10	7
1410251	317	6	0	876185	13146084	5576	546329	546329	7137	7137	7137	7137	7137	7137	1987	1987	1987	1987	1987	4371	0	2384	5563	10	7
1410252	317	6	0	877042	13158949	5578	546861	546861	7141	7141	7141	7141	7141	7141	1988	1988	1988	1988	1988	4373	0	2385	5566	10	7
