编号	主怪	战斗力	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	位置9	英雄模板ID1	英雄模板ID2	英雄模板ID3	英雄模板ID4	英雄模板ID5	英雄模板ID6	英雄模板ID7	英雄模板ID8	英雄模板ID9
1400271	2	60308376	0	1410271	1400271	0	1400271	1400271	1400271	1400271	1400271	0	10006	6027	0	10018	10016	10026	10013	6002
1400272	2	60362946	1400272	1410272	1400272	0	1400272	1400272	0	1400272	1400272	10017	10025	6004	0	10024	10016	0	10014	6027
1400273	2	60365314	0	1410273	1400273	1400273	0	1400273	1400273	1400273	1400273	0	10025	10006	10008	0	6022	10004	10013	6005
1400274	2	60419660	0	1410274	1400274	1400274	1400274	1400274	1400274	0	1400274	0	10015	6019	6025	10027	10014	10026	0	10007
1400275	2	60422026	1400275	1410275	1400275	1400275	0	1400275	0	1400275	1400275	6011	10007	6019	10024	0	10027	0	10026	10013
1400280	2	62479506	1400280	1410280	1400280	1400280	0	1400280	1400280	1400280	0	10026	10018	10005	6008	0	10023	10003	6020	0
1400281	2	60480651	1400281	1410281	1400281	1400281	1400281	0	1400281	1400281	0	10007	10017	10016	10022	6001	0	6006	10028	0
1400282	2	60483005	1400282	1410282	1400282	1400282	1400282	0	1400282	1400282	0	6007	10006	10005	10010	10028	0	10004	6018	0
1400283	2	60537594	1400283	1410283	0	1400283	1400283	1400283	0	1400283	1400283	10020	10012	0	6006	10004	10017	0	6010	10003
1400284	2	60539962	1400284	1410284	1400284	0	1400284	1400284	1400284	1400284	0	6007	10021	10012	0	10006	10017	10026	6016	0
1400285	2	60594606	1400285	1410285	1400285	1400285	1400285	1400285	1400285	0	0	6009	10014	6021	10028	10010	10006	10013	0	0
1400290	2	62602525	1400290	1410290	1400290	1400290	0	1400290	1400290	0	1400290	10018	10015	10004	6002	0	6013	10008	0	10007
1400291	2	60599323	1400291	1410291	1400291	1400291	1400291	1400291	0	1400291	0	6006	10018	10009	10011	10013	6008	0	10028	0
1400292	2	60653838	0	1410292	1400292	1400292	0	1400292	1400292	1400292	1400292	0	10008	10005	6020	0	6019	10015	10026	10009
1400293	2	60656192	1400293	1410293	1400293	0	1400293	1400293	1400293	0	1400293	10028	10003	6015	0	10007	10011	10026	0	6021
1400294	2	60710921	0	1410294	1400294	1400294	0	1400294	1400294	1400294	1400294	0	10026	10025	6015	0	10008	6001	10021	10005
1400295	2	60713290	1400295	1410295	0	1400295	1400295	1400295	0	1400295	1400295	6020	10001	0	10003	10010	10022	0	10009	6012
1400300	2	62779637	1400300	1410300	0	1400300	0	1400300	1400300	1400300	1400300	6014	10003	0	10002	0	6025	10007	10010	10027
1400301	2	60770234	1400301	1410301	0	0	1400301	1400301	1400301	1400301	1400301	6024	10021	0	0	6023	10010	10012	10022	10015
1400302	2	60772601	1400302	1410302	1400302	1400302	0	1400302	1400302	0	1400302	6001	10013	10002	10020	0	6003	10028	0	10026
1400303	2	60827391	1400303	1410303	0	1400303	1400303	1400303	1400303	0	1400303	10011	10021	0	6023	10017	10012	6002	0	10019
1400304	2	60829745	1400304	1410304	1400304	1400304	0	1400304	0	1400304	1400304	10007	10008	6027	6012	0	10004	0	10013	10010
1400305	2	60885296	1400305	1410305	0	1400305	1400305	1400305	0	1400305	1400305	10002	10011	0	6008	10009	10021	0	6020	10017
1400310	2	62903807	1400310	1410310	0	1400310	1400310	1400310	1400310	1400310	0	10017	10009	0	10002	6019	6027	10010	10001	0
1400311	2	60890032	1400311	1410311	1400311	1400311	1400311	1400311	0	0	1400311	10022	10001	6024	6023	10013	10028	0	0	10019
1400312	2	60944836	1400312	1410312	1400312	1400312	1400312	1400312	1400312	0	0	6017	10021	10007	10013	6005	10009	10004	0	0
1400313	2	60947214	0	1410313	1400313	1400313	1400313	1400313	1400313	0	1400313	0	10011	10010	6023	10006	10028	6025	0	10021
1400314	2	61001761	1400314	1410314	1400314	0	1400314	1400314	1400314	0	1400314	6025	10003	10007	0	10023	10012	6024	0	10008
1400315	2	61004139	0	1410315	1400315	1400315	1400315	1400315	1400315	1400315	0	0	10008	10014	6009	10004	6020	10006	10024	0
1400320	2	63081253	0	1410320	1400320	1400320	1400320	0	1400320	1400320	1400320	0	10028	10026	10010	10013	0	6005	6022	10011
1400321	2	61061296	1400321	1410321	1400321	1400321	1400321	1400321	0	1400321	0	10020	10005	6022	10025	10006	10012	0	6007	0
1400322	2	61063675	1400322	1410322	0	1400322	1400322	1400322	0	1400322	1400322	6020	10017	0	6012	10008	10010	0	10023	10019
1400323	2	61118340	1400323	1410323	1400323	1400323	1400323	1400323	0	0	1400323	10024	10014	6007	10004	6023	10018	0	0	10027
1400324	2	61120722	1400324	1410324	1400324	1400324	1400324	1400324	0	1400324	0	10016	10019	10004	10008	10015	6005	0	6002	0
1400325	2	61175508	1400325	1410325	1400325	0	1400325	1400325	1400325	1400325	0	6024	10019	10020	0	6015	10028	10002	10005	0
1400330	2	63204625	0	1410330	1400330	1400330	1400330	0	1400330	1400330	1400330	0	10022	6009	10007	10023	0	10005	6027	10025
1400331	2	61180268	1400331	1410331	1400331	0	1400331	1400331	1400331	0	1400331	10015	10006	6023	0	10020	10008	6004	0	10010
1400332	2	61278877	1400332	1410332	1400332	0	0	1400332	1400332	1400332	1400332	10010	10013	6002	0	0	10028	10027	10026	6008
1400333	2	61281259	1400333	1410333	1400333	1400333	0	0	1400333	1400333	1400333	6021	10027	10017	6002	0	0	10009	10015	10026
1400334	2	61380402	1400334	1410334	1400334	1400334	1400334	1400334	1400334	0	0	10001	10010	6005	10025	10021	10007	6019	0	0
1400335	2	61382781	1400335	1410335	1400335	1400335	1400335	1400335	1400335	0	0	10011	10017	10007	10020	6009	6022	10019	0	0
1400340	2	63513698	1400340	1410340	1400340	1400340	0	0	1400340	1400340	1400340	10018	10020	10006	6007	0	0	10012	10010	6021
1400341	2	61483134	0	1410341	1400341	1400341	1400341	1400341	0	1400341	1400341	0	10007	6012	10006	6009	10011	0	10008	10026
1400342	2	61485531	1400342	1410342	1400342	1400342	0	1400342	1400342	1400342	0	10020	10004	6013	10006	0	10008	10021	6010	0
1400343	2	61583805	1400343	1410343	1400343	1400343	0	1400343	1400343	0	1400343	6017	10005	6011	10025	0	10019	10007	0	10009
1400344	2	61586191	1400344	1410344	1400344	0	1400344	1400344	0	1400344	1400344	6013	10019	10003	0	6006	10008	0	10018	10010
1400345	2	61684168	1400345	1410345	1400345	1400345	1400345	1400345	1400345	0	0	10015	10003	10005	6026	10013	10006	6017	0	0
1400350	2	63723930	1400350	1410350	0	0	1400350	1400350	1400350	1400350	1400350	6018	10021	0	0	10016	6006	10010	10002	10017
1400351	2	61688969	1400351	1410351	0	1400351	1400351	1400351	1400351	1400351	0	10015	10025	0	6013	10002	6010	10018	10008	0
1400352	2	61787153	0	1410352	1400352	1400352	1400352	1400352	1400352	1400352	0	0	10008	10017	6013	6019	10018	10007	10020	0
1400353	2	61789538	0	1410353	1400353	1400353	1400353	1400353	0	1400353	1400353	0	10023	10022	10009	6027	10025	0	6011	10013
1400354	2	61887604	0	1410354	1400354	1400354	1400354	1400354	0	1400354	1400354	0	10016	10025	10008	10017	6010	0	6011	10026
1400355	2	61889990	1400355	1410355	0	1400355	1400355	1400355	1400355	0	1400355	10016	10005	0	10002	10021	6026	10010	0	6019
1400360	2	64031797	1400360	1410360	1400360	0	1400360	0	1400360	1400360	1400360	6004	10016	6015	0	10027	0	10017	10020	10026
1400361	2	61990598	0	1410361	1400361	0	1400361	1400361	1400361	1400361	1400361	0	10005	6007	0	10019	6001	10023	10027	10013
1400362	2	61992984	0	1410362	1400362	0	1400362	1400362	1400362	1400362	1400362	0	10026	10025	0	10007	6017	6027	10016	10012
1400363	2	62091007	0	1410363	1400363	0	1400363	1400363	1400363	1400363	1400363	0	10017	10018	0	10014	6009	6019	10022	10007
1400364	2	62093396	1400364	1410364	0	1400364	0	1400364	1400364	1400364	1400364	6023	10010	0	10006	0	10011	6016	10013	10017
1400365	2	62192911	1400365	1410365	1400365	1400365	1400365	1400365	1400365	0	0	6027	10012	10011	10002	10004	6024	10023	0	0
1400370	2	64243302	0	1410370	1400370	0	1400370	1400370	1400370	1400370	1400370	0	10019	6025	0	10022	10008	6021	10003	10010
1400371	2	62197724	1400371	1410371	1400371	1400371	0	1400371	0	1400371	1400371	6018	10027	10016	10028	0	10005	0	10017	6020
1400372	2	62254749	1400372	1410372	1400372	1400372	0	1400372	1400372	1400372	0	10002	10006	10020	10007	0	10015	6001	6004	0
1400373	2	62257147	0	1410373	1400373	1400373	1400373	1400373	0	1400373	1400373	0	10014	10015	6010	6008	10022	0	10018	10013
1400374	2	62315017	1400374	1410374	1400374	1400374	1400374	1400374	0	1400374	0	10014	10007	6012	6017	10028	10013	0	10016	0
1400375	2	62317439	1400375	1410375	1400375	1400375	0	0	1400375	1400375	1400375	10018	10012	10023	10008	0	0	6022	10019	6021
1400380	2	64429117	0	1410380	0	1400380	1400380	1400380	1400380	1400380	1400380	0	10023	0	10006	10004	10008	6025	6018	10015
1400381	2	62377073	0	1410381	1400381	1400381	0	1400381	1400381	1400381	1400381	0	10008	10022	10010	0	6009	6014	10028	10019
1400382	2	62379498	1400382	1410382	0	1400382	1400382	1400382	1400382	0	1400382	6020	10002	0	10001	10014	10004	6013	0	10024
1400383	2	62436544	1400383	1410383	1400383	1400383	1400383	0	0	1400383	1400383	10021	10001	6013	10020	6008	0	0	10010	10027
1400384	2	62438954	0	1410384	0	1400384	1400384	1400384	1400384	1400384	1400384	0	10022	0	10012	6003	10005	6027	10024	10014
1400385	2	62496301	1400385	1410385	1400385	1400385	1400385	0	0	1400385	1400385	10012	10001	6017	6027	10018	0	0	10006	10021
1400390	2	64557721	1400390	1410390	1400390	0	0	1400390	1400390	1400390	1400390	10010	10006	10009	0	0	6015	6012	10005	10028
1400391	2	62501139	1400391	1410391	1400391	1400391	0	1400391	0	1400391	1400391	10014	10027	6008	10023	0	10019	0	6013	10021
1400392	2	62558191	1400392	1410392	1400392	1400392	1400392	0	1400392	0	1400392	10014	10027	10026	10005	10002	0	6020	0	6021
1400393	2	62560622	0	1410393	1400393	0	1400393	1400393	1400393	1400393	1400393	0	10019	10002	0	6003	10011	6001	10016	10013
1400394	2	62618865	1400394	1410394	1400394	1400394	0	1400394	0	1400394	1400394	10025	10017	10005	10028	0	10001	0	6018	6013
1400395	2	62621299	1400395	1410395	1400395	0	0	1400395	1400395	1400395	1400395	10025	10011	10010	0	0	6003	6021	10009	10013
1400400	2	64743854	1400400	1410400	0	1400400	1400400	1400400	1400400	0	1400400	6024	10001	0	10018	10017	6009	10010	0	10003
1400401	2	62680836	0	1410401	1400401	1400401	1400401	1400401	0	1400401	1400401	0	10022	10023	6017	10007	6024	0	10014	10006
1400402	2	62683259	1400402	1410402	1400402	1400402	1400402	0	0	1400402	1400402	10024	10015	10005	10010	10017	0	0	6002	6006
1400403	2	62740544	1400403	1410403	0	0	1400403	1400403	1400403	1400403	1400403	10022	10018	0	0	6024	10027	10016	6013	10001
1400404	2	62742973	1400404	1410404	1400404	1400404	1400404	0	1400404	1400404	0	10024	10023	10015	10003	10027	0	6025	6012	0
1400405	2	62800155	1400405	1410405	1400405	1400405	1400405	0	1400405	1400405	0	6020	10003	6013	10005	10014	0	10025	10011	0
1400410	2	64872599	1400410	1410410	1400410	1400410	1400410	1400410	0	0	1400410	10017	10008	6013	10007	10006	10016	0	0	6014
1400411	2	62805018	1400411	1410411	1400411	1400411	0	1400411	0	1400411	1400411	10006	10025	10014	10004	0	6018	0	6001	10005
1400412	2	62862992	1400412	1410412	1400412	1400412	0	1400412	1400412	0	1400412	10007	10001	10015	10026	0	6025	10006	0	6009
1400413	2	62865444	1400413	1410413	1400413	0	1400413	1400413	1400413	1400413	0	10028	10019	10025	0	10021	6002	10015	6004	0
1400414	2	62922644	1400414	1410414	1400414	0	1400414	1400414	1400414	1400414	0	10028	10016	10020	0	10007	6025	6014	10018	0
1400415	2	62925079	1400415	1410415	0	1400415	1400415	0	1400415	1400415	1400415	10017	10022	0	10014	6023	0	10001	10019	6005
1400420	2	65059025	0	1410420	0	1400420	1400420	1400420	1400420	1400420	1400420	0	10004	0	6020	6010	10024	10013	10002	10015
1400421	2	62984983	0	1410421	1400421	1400421	1400421	0	1400421	1400421	1400421	0	10009	6004	10020	10002	0	10003	6012	10027
1400422	2	62987418	1400422	1410422	1400422	1400422	1400422	1400422	0	0	1400422	6008	10027	10016	10002	10011	10023	0	0	6012
1400423	2	63045630	1400423	1410423	0	1400423	1400423	1400423	1400423	0	1400423	10010	10004	0	6002	10008	10015	10001	0	6023
1400424	2	63048071	0	1410424	1400424	1400424	0	1400424	1400424	1400424	1400424	0	10017	10016	10014	0	6021	6002	10028	10025
1400425	2	63105547	1400425	1410425	0	1400425	1400425	1400425	1400425	1400425	0	10020	10009	0	6013	6027	10006	10026	10001	0
1400430	2	65189025	1400430	1410430	0	1400430	1400430	1400430	1400430	0	1400430	10010	10022	0	6008	6001	10007	10006	0	10017
1400431	2	63110420	1400431	1410431	1400431	1400431	0	0	1400431	1400431	1400431	10010	10007	10017	6002	0	0	10008	10003	6026
1400432	2	63167700	0	1410432	1400432	1400432	1400432	1400432	0	1400432	1400432	0	10014	10020	6017	10028	10005	0	10023	6010
1400433	2	63170153	0	1410433	0	1400433	1400433	1400433	1400433	1400433	1400433	0	10008	0	6024	10026	10027	6007	10003	10013
1400434	2	63227801	1400434	1410434	0	1400434	1400434	0	1400434	1400434	1400434	10022	10006	0	10012	6016	0	10025	10020	6024
1400435	2	63230240	0	1410435	0	1400435	1400435	1400435	1400435	1400435	1400435	0	10018	0	10020	10007	6006	10028	6005	10008
1400440	2	65375073	1400440	1410440	1400440	1400440	1400440	0	1400440	0	1400440	10024	10023	6004	10027	10010	0	10021	0	6012
1400441	2	63289986	1400441	1410441	1400441	0	0	1400441	1400441	1400441	1400441	10013	10027	6015	0	0	6004	10021	10019	10010
1400442	2	63292457	1400442	1410442	1400442	1400442	0	1400442	1400442	0	1400442	6006	10026	10028	10027	0	10008	10018	0	6022
1400443	2	63349897	1400443	1410443	1400443	0	0	1400443	1400443	1400443	1400443	10021	10010	10002	0	0	10006	10005	6013	6026
1400444	2	63352353	1400444	1410444	1400444	1400444	0	1400444	1400444	0	1400444	10007	10001	10005	10024	0	6009	6010	0	10013
1400445	2	63410254	0	1410445	1400445	1400445	0	1400445	1400445	1400445	1400445	0	10005	10025	10022	0	10020	6021	6008	10026
1400450	2	65504817	0	1410450	1400450	1400450	1400450	0	1400450	1400450	1400450	0	10021	6019	10006	10024	0	6013	10004	10010
1400451	2	63415155	1400451	1410451	1400451	0	1400451	0	1400451	1400451	1400451	10009	10012	6001	0	6002	0	10014	10019	10015
1400452	2	63473812	1400452	1410452	1400452	1400452	0	1400452	0	1400452	1400452	10020	10025	10024	6011	0	6004	0	10022	10002
1400453	2	63476251	1400453	1410453	1400453	0	1400453	1400453	1400453	1400453	0	10008	10024	10015	0	6012	10011	6003	10023	0
1400454	2	63533660	0	1410454	1400454	0	1400454	1400454	1400454	1400454	1400454	0	10018	10008	0	10017	10025	6004	6007	10012
1400455	2	63536117	1400455	1410455	1400455	0	1400455	1400455	0	1400455	1400455	10022	10013	10011	0	6023	6002	0	10015	10020
1400460	2	65692355	1400460	1410460	0	1400460	1400460	1400460	1400460	0	1400460	6009	10012	0	10025	10003	6022	10027	0	10005
1400461	2	63596188	1400461	1410461	1400461	1400461	1400461	1400461	0	0	1400461	6007	10005	6016	10024	10006	10002	0	0	10019
1400462	2	63598645	1400462	1410462	1400462	0	1400462	0	1400462	1400462	1400462	10017	10008	10003	0	10004	0	6012	10011	6023
1400463	2	63656152	1400463	1410463	1400463	0	1400463	1400463	1400463	0	1400463	10026	10013	10011	0	6022	6010	10024	0	10008
1400464	2	63658618	0	1410464	1400464	1400464	1400464	1400464	1400464	0	1400464	0	10014	10027	6012	10025	10005	10019	0	6017
1400465	2	63716240	0	1410465	1400465	0	1400465	1400465	1400465	1400465	1400465	0	10011	10020	0	10013	6016	10012	10009	6015
1400470	2	65821921	1400470	1410470	1400470	1400470	1400470	0	1400470	1400470	0	10009	10019	6006	10010	10023	0	10003	6001	0
1400471	2	63721187	0	1410471	1400471	0	1400471	1400471	1400471	1400471	1400471	0	10004	6026	0	10012	6007	10009	10006	10003
1400472	2	63778652	1400472	1410472	1400472	0	1400472	1400472	0	1400472	1400472	10017	10013	10015	0	6001	6011	0	10026	10021
1400473	2	63781133	1400473	1410473	0	1400473	1400473	1400473	1400473	0	1400473	10028	10006	0	6002	10009	10004	10013	0	6024
1400474	2	63839754	1400474	1410474	1400474	1400474	1400474	0	1400474	1400474	0	10005	10019	10021	6017	6007	0	10011	10001	0
1400475	2	63842224	1400475	1410475	1400475	1400475	0	1400475	1400475	1400475	0	6005	10010	10027	10008	0	6013	10022	10016	0
1400480	2	66009387	1400480	1410480	1400480	0	1400480	0	1400480	1400480	1400480	10027	10009	6002	0	10018	0	6022	10011	10026
1400481	2	63902128	1400481	1410481	1400481	1400481	0	1400481	1400481	0	1400481	10021	10019	10006	10020	0	6028	6023	0	10001
1400482	2	63904606	1400482	1410482	1400482	1400482	1400482	0	1400482	1400482	0	10015	10022	6028	10010	6008	0	10013	10011	0
1400483	2	63962963	1400483	1410483	1400483	1400483	0	0	1400483	1400483	1400483	10015	10022	10002	10016	0	0	6003	6018	10026
1400484	2	63965427	1400484	1410484	1400484	1400484	1400484	0	0	1400484	1400484	10020	10022	10021	6002	10014	0	0	10009	6018
1400485	2	64023110	1400485	1410485	1400485	1400485	1400485	1400485	0	0	1400485	6026	10002	6023	10028	10025	10008	0	0	10020
1400490	2	66139884	1400490	1410490	0	1400490	0	1400490	1400490	1400490	1400490	10026	10003	0	10015	0	10002	10001	6027	6007
1400491	2	64028040	1400491	1410491	1400491	1400491	0	0	1400491	1400491	1400491	10001	10021	6014	6020	0	0	10015	10006	10018
1400492	2	64092245	1400492	1410492	0	1400492	1400492	1400492	0	1400492	1400492	10017	10021	0	10025	10013	6012	0	6015	10016
1400493	2	64094721	1400493	1410493	1400493	0	1400493	0	1400493	1400493	1400493	6018	10026	6015	0	10019	0	10022	10008	10011
1400494	2	64159189	1400494	1410494	1400494	0	1400494	1400494	1400494	0	1400494	10001	10028	6025	0	6019	10020	10022	0	10013
1400495	2	64161665	1400495	1410495	0	1400495	1400495	1400495	1400495	0	1400495	10013	10006	0	10027	10009	6024	10008	0	6007
1400500	2	66347710	1400500	1410500	1400500	1400500	0	1400500	1400500	0	1400500	6010	10008	10028	10021	0	10014	10005	0	6009
1400501	2	64228560	1400501	1410501	1400501	1400501	1400501	1400501	1400501	0	0	10018	10011	6024	10020	10022	6001	10019	0	0
1400502	2	64231045	1400502	1410502	0	0	1400502	1400502	1400502	1400502	1400502	10013	10016	0	0	10008	10010	10028	6002	6009
1400503	2	64296566	1400503	1410503	1400503	1400503	1400503	1400503	0	0	1400503	6027	10016	10014	10001	10019	10009	0	0	6006
1400504	2	64299036	1400504	1410504	0	0	1400504	1400504	1400504	1400504	1400504	10022	10011	0	0	6024	6015	10019	10003	10016
1400505	2	64363293	1400505	1410505	1400505	1400505	0	1400505	1400505	0	1400505	10022	10021	6011	10019	0	6020	10016	0	10028
1400510	2	66492496	1400510	1410510	1400510	1400510	1400510	1400510	1400510	0	0	10007	10025	10003	6027	6016	10006	10004	0	0
1400511	2	64368257	1400511	1410511	1400511	1400511	1400511	0	1400511	1400511	0	10001	10003	6011	10012	6007	0	10015	10023	0
1400512	2	64433288	0	1410512	1400512	1400512	1400512	0	1400512	1400512	1400512	0	10002	10016	10008	6028	0	10025	10024	6012
1400513	2	64435794	0	1410513	1400513	1400513	1400513	1400513	1400513	1400513	0	0	10016	10013	6014	10001	6004	10007	10020	0
1400514	2	64500089	0	1410514	1400514	1400514	1400514	1400514	1400514	0	1400514	0	10026	10022	6017	10027	10002	10010	0	6016
1400515	2	64502598	1400515	1410515	1400515	1400515	1400515	1400515	1400515	0	0	10020	10016	6028	10004	10014	6013	10003	0	0
1400520	2	66701146	1400520	1410520	1400520	0	1400520	1400520	0	1400520	1400520	10001	10014	10019	0	10002	10025	0	6023	6022
1400521	2	64569599	1400521	1410521	0	1400521	1400521	1400521	0	1400521	1400521	6014	10022	0	10003	10018	10006	0	10002	6020
1400522	2	64572078	0	1410522	1400522	1400522	1400522	1400522	1400522	1400522	0	0	10025	10010	6009	10011	6028	10019	10013	0
1400523	2	64636361	1400523	1410523	0	1400523	1400523	1400523	1400523	0	1400523	10007	10001	0	6005	10016	10024	10027	0	6014
1400524	2	64638858	0	1410524	1400524	1400524	0	1400524	1400524	1400524	1400524	0	10005	10012	10019	0	6011	10002	6009	10001
1400525	2	64703396	1400525	1410525	1400525	0	0	1400525	1400525	1400525	1400525	6013	10015	10024	0	0	6012	10026	10016	10008
1400530	2	66845049	1400530	1410530	1400530	1400530	1400530	0	1400530	1400530	0	6014	10005	10018	10027	10028	0	6002	10008	0
1400531	2	64708382	1400531	1410531	0	1400531	1400531	1400531	0	1400531	1400531	10007	10024	0	10008	6020	6006	0	10018	10021
1400532	2	64767324	0	1410532	1400532	1400532	1400532	0	1400532	1400532	1400532	0	10013	10005	6018	6022	0	10009	10021	10028
1400533	2	64769843	0	1410533	1400533	1400533	1400533	0	1400533	1400533	1400533	0	10005	10004	10002	6006	0	10025	6018	10028
1400534	2	64828049	1400534	1410534	1400534	1400534	1400534	1400534	1400534	0	0	10012	10026	10019	10020	10017	6006	6027	0	0
1400535	2	64830541	1400535	1410535	1400535	1400535	0	1400535	1400535	1400535	0	10003	10025	6006	6009	0	10019	10018	10023	0
1400540	2	67034305	1400540	1410540	1400540	1400540	0	1400540	0	1400540	1400540	10001	10026	6024	10006	0	10014	0	10020	6002
1400541	2	64891071	1400541	1410541	0	1400541	1400541	1400541	0	1400541	1400541	10014	10011	0	10013	10026	6012	0	6023	10001
1400542	2	64893587	0	1410542	1400542	1400542	1400542	1400542	0	1400542	1400542	0	10020	10021	6027	10008	10003	0	10017	6026
1400543	2	64952361	1400543	1410543	1400543	0	1400543	1400543	0	1400543	1400543	6024	10011	6022	0	10017	10008	0	10007	10023
1400544	2	64954858	1400544	1410544	0	1400544	1400544	0	1400544	1400544	1400544	10011	10028	0	6003	10002	0	10007	10018	6015
1400545	2	65013090	1400545	1410545	1400545	0	1400545	1400545	1400545	0	1400545	10012	10020	10004	0	6014	10018	6010	0	10026
1400550	2	67165974	1400550	1410550	1400550	1400550	0	1400550	0	1400550	1400550	10010	10028	6005	6022	0	10013	0	10015	10011
1400551	2	65018107	0	1410551	1400551	1400551	1400551	1400551	1400551	0	1400551	0	10022	10027	10013	10007	6005	6006	0	10016
1400552	2	65076289	1400552	1410552	0	1400552	1400552	0	1400552	1400552	1400552	10026	10007	0	6015	10004	0	10012	10020	6001
1400553	2	65078812	0	1410553	1400553	1400553	1400553	1400553	1400553	1400553	0	0	10015	10011	10024	10027	10001	6028	6017	0
1400554	2	65138104	1400554	1410554	1400554	1400554	1400554	0	0	1400554	1400554	6007	10021	10004	6022	10003	0	0	10017	10012
1400555	2	65140626	1400555	1410555	1400555	1400555	1400555	1400555	1400555	0	0	10024	10021	10004	6023	10007	6005	10020	0	0
1400560	2	67355576	1400560	1410560	1400560	0	1400560	1400560	0	1400560	1400560	6027	10012	10003	0	10005	6022	0	10016	10008
1400561	2	65201139	1400561	1410561	0	1400561	1400561	0	1400561	1400561	1400561	6018	10008	0	10025	10022	0	10015	6026	10001
1400562	2	65203656	0	1410562	1400562	1400562	1400562	1400562	1400562	0	1400562	0	10018	10003	10005	6026	10011	10012	0	6007
1400563	2	65261884	1400563	1410563	0	1400563	1400563	1400563	1400563	1400563	0	6008	10006	0	6012	10019	10011	10007	10002	0
1400564	2	65264407	1400564	1410564	0	1400564	0	1400564	1400564	1400564	1400564	10007	10027	0	10006	0	6020	6001	10004	10009
1400565	2	65322476	1400565	1410565	1400565	0	1400565	0	1400565	1400565	1400565	10013	10016	10004	0	10001	0	10014	6008	6005
1400570	2	67486594	0	1410570	1400570	1400570	0	1400570	1400570	1400570	1400570	0	10012	10007	10020	0	6024	10004	10005	6017
1400571	2	65327515	1400571	1410571	1400571	1400571	0	1400571	1400571	1400571	0	6009	10019	10020	10021	0	10026	10002	6004	0
1400572	2	65386432	1400572	1410572	1400572	1400572	0	1400572	1400572	0	1400572	10011	10026	10004	6003	0	6013	10024	0	10006
1400573	2	65388957	1400573	1410573	1400573	1400573	0	0	1400573	1400573	1400573	10020	10004	6010	10012	0	0	10015	6007	10025
1400574	2	65447031	0	1410574	1400574	1400574	1400574	0	1400574	1400574	1400574	0	10003	6021	10015	10025	0	10007	6001	10028
1400575	2	65449556	0	1410575	1400575	1400575	1400575	1400575	1400575	1400575	0	0	10023	10011	10018	10006	10003	6017	6004	0
1400580	2	67676117	0	1410580	1400580	1400580	0	1400580	1400580	1400580	1400580	0	10020	6005	10025	0	10017	10028	10009	6010
1400581	2	65510422	0	1410581	1400581	1400581	1400581	1400581	1400581	1400581	0	0	10018	10019	10004	6022	10016	10010	6001	0
1400582	2	65512945	0	1410582	1400582	0	1400582	1400582	1400582	1400582	1400582	0	10015	10022	0	10017	6002	10011	10021	6009
1400583	2	65572025	1400583	1410583	1400583	1400583	1400583	1400583	0	1400583	0	6003	10023	10004	10012	10021	10013	0	6019	0
1400584	2	65574581	1400584	1410584	1400584	0	1400584	0	1400584	1400584	1400584	10004	10011	6006	0	10005	0	10022	6027	10026
1400585	2	65632916	0	1410585	1400585	1400585	0	1400585	1400585	1400585	1400585	0	10005	10017	10012	0	6025	6007	10014	10020
1400590	2	67808326	1400590	1410590	1400590	1400590	0	1400590	0	1400590	1400590	10001	10017	10023	6013	0	6007	0	10020	10005
1400591	2	65637986	0	1410591	1400591	1400591	1400591	1400591	1400591	1400591	0	0	10012	10023	10024	6013	10022	10009	6025	0
1400592	2	65696142	0	1410592	1400592	1400592	1400592	0	1400592	1400592	1400592	0	10018	10019	6001	10007	0	10011	10023	6015
1400593	2	65698668	1400593	1410593	1400593	1400593	1400593	0	1400593	1400593	0	10026	10005	10007	6028	10001	0	10013	6015	0
1400594	2	65757586	0	1410594	1400594	0	1400594	1400594	1400594	1400594	1400594	0	10019	6015	0	10001	10009	10003	6008	10010
1400595	2	65760136	0	1410595	1400595	1400595	1400595	1400595	1400595	0	1400595	0	10025	10005	10016	10007	10006	6013	0	6021
1400600	2	67998002	1400600	1410600	1400600	0	1400600	0	1400600	1400600	1400600	6022	10012	10024	0	6015	0	10019	10004	10028
1400601	2	65821040	0	1410601	1400601	0	1400601	1400601	1400601	1400601	1400601	0	10020	10005	0	10009	10010	6016	10017	6018
1400602	2	65823566	1400602	1410602	1400602	1400602	0	1400602	0	1400602	1400602	10020	10008	6001	10017	0	10023	0	10027	6022
1400603	2	65881901	1400603	1410603	1400603	0	1400603	1400603	1400603	1400603	0	10021	10001	10002	0	10027	10020	6023	6024	0
1400604	2	65884464	1400604	1410604	0	1400604	1400604	1400604	0	1400604	1400604	10016	10024	0	10015	6009	10010	0	10008	6023
1400605	2	65943891	1400605	1410605	1400605	1400605	1400605	0	1400605	0	1400605	6006	10003	10024	10005	10018	0	6022	0	10009
1400610	2	68130595	1400610	1410610	1400610	1400610	1400610	0	0	1400610	1400610	6020	10023	6018	10010	10016	0	0	10002	10024
1400611	2	65948970	0	1410611	1400611	1400611	1400611	0	1400611	1400611	1400611	0	10008	10009	6028	10014	0	10018	6015	10007
1400612	2	66007302	1400612	1410612	1400612	1400612	0	0	1400612	1400612	1400612	6027	10024	6022	10018	0	0	10002	10020	10017
1400613	2	66009852	1400613	1410613	0	1400613	1400613	1400613	1400613	0	1400613	10012	10028	0	10026	10008	6005	6020	0	10023
