技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
50200211	text_skill_5020_name_2	亡者剧变11级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	50200211	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50200212	text_skill_5020_name_2	亡者剧变12级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1633	0	0	0	0	0	0	0	0	50200212	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50200213	text_skill_5020_name_2	亡者剧变13级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1676	0	0	0	0	0	0	0	0	50200213	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50200214	text_skill_5020_name_2	亡者剧变14级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	50200214	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50200215	text_skill_5020_name_2	亡者剧变15级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1762	0	0	0	0	0	0	0	0	50200215	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201101	text_skill_5020_name_1	亡灵波1级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201102	text_skill_5020_name_1	亡灵波2级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201103	text_skill_5020_name_1	亡灵波3级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	3899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201104	text_skill_5020_name_1	亡灵波4级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	4147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201105	text_skill_5020_name_1	亡灵波5级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201106	text_skill_5020_name_1	亡灵波6级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201107	text_skill_5020_name_1	亡灵波7级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201108	text_skill_5020_name_1	亡灵波8级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201109	text_skill_5020_name_1	亡灵波9级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201110	text_skill_5020_name_1	亡灵波10级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201111	text_skill_5020_name_1	亡灵波11级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201112	text_skill_5020_name_1	亡灵波12级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201113	text_skill_5020_name_1	亡灵波13级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201114	text_skill_5020_name_1	亡灵波14级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201115	text_skill_5020_name_1	亡灵波15级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50201201	text_skill_5020_name_2	亡者剧变1级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1160	0	0	0	0	0	0	0	0	50201201	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201202	text_skill_5020_name_2	亡者剧变2级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1203	0	0	0	0	0	0	0	0	50201202	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201203	text_skill_5020_name_2	亡者剧变3级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1246	0	0	0	0	0	0	0	0	50201203	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201204	text_skill_5020_name_2	亡者剧变4级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1289	0	0	0	0	0	0	0	0	50201204	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201205	text_skill_5020_name_2	亡者剧变5级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1332	0	0	0	0	0	0	0	0	50201205	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201206	text_skill_5020_name_2	亡者剧变6级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1375	0	0	0	0	0	0	0	0	50201206	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201207	text_skill_5020_name_2	亡者剧变7级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1418	0	0	0	0	0	0	0	0	50201207	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201208	text_skill_5020_name_2	亡者剧变8级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1461	0	0	0	0	0	0	0	0	50201208	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201209	text_skill_5020_name_2	亡者剧变9级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1504	0	0	0	0	0	0	0	0	50201209	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201210	text_skill_5020_name_2	亡者剧变10级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1547	0	0	0	0	0	0	0	0	50201210	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201211	text_skill_5020_name_2	亡者剧变11级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1590	0	0	0	0	0	0	0	0	50201211	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201212	text_skill_5020_name_2	亡者剧变12级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1633	0	0	0	0	0	0	0	0	50201212	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201213	text_skill_5020_name_2	亡者剧变13级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1676	0	0	0	0	0	0	0	0	50201213	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201214	text_skill_5020_name_2	亡者剧变14级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1719	0	0	0	0	0	0	0	0	50201214	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50201215	text_skill_5020_name_2	亡者剧变15级	守墓人	1	0	2	2	0	1	3	0	1	999	0	0	-150	150	-100	100	skill2	0	0	0	0	2	0	0	0	0	50200201	0	0	0	0	20	20	0	1000	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	300	60	1762	0	0	0	0	0	0	0	0	50201215	10000	1000	0	0	0	0	0	0	0	0	skill_shoumuren_02.png	text_skill_5020_desc_2_0|text_skill_5020_desc_2_1|text_skill_5020_desc_2_2|text_skill_5020_desc_2_3|text_skill_5020_desc_2_4	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%|b.attributePercent.1./.100.%|s.effectTimes.1.0.0.s	0
50202101	text_skill_5020_name_1	亡灵波1级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202102	text_skill_5020_name_1	亡灵波2级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202103	text_skill_5020_name_1	亡灵波3级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202104	text_skill_5020_name_1	亡灵波4级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202105	text_skill_5020_name_1	亡灵波5级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202106	text_skill_5020_name_1	亡灵波6级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	6965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202107	text_skill_5020_name_1	亡灵波7级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	7337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
50202108	text_skill_5020_name_1	亡灵波8级	守墓人	1	0	2	1	160	1	0	0	0	4	0	0	0	0	0	0	skill1	50200100	0	1	0	3	0	0	0	0	0	0	hit_shoumuren01	2	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	7709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_shoumuren_01.png	text_skill_5020_desc_1_0|text_skill_5020_desc_1_1|text_skill_5020_desc_1_2	s.coefficient.1./.100.%|s.targetMaxNum.1.0.0.0	0
