索引ID	出现商店类型（1-神将，2-商店，3-竞技场，4-爬塔，5-弃用黑市，6-国家商店, 7-跨服战商店,8-荣誉商店,9-军团商店	获得物品	组id	组权重（0为必出）	最低刷出等级	最高刷出等级	物品刷新权重	将魂消耗	货币权重	元宝消耗	货币权重1	金币消耗	货币权重2	军功消耗	货币权重3	军团币消耗	货币权重4	令牌消耗	货币权重5	军团战功消耗	货币权重6	千层塔币消耗	货币权重7	试练代币消耗	货币权重8	国战货币消耗	货币权重9	俸禄消耗	货币权重10
335	1	fragment.4301:10	335	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	1	fragment.4302:10	336	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	1	fragment.4303:10	337	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	1	fragment.4304:10	338	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	1	fragment.4305:10	339	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	1	fragment.4306:10	340	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	1	fragment.4307:10	341	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	1	fragment.4308:10	342	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	1	fragment.4309:10	343	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	1	fragment.4401:10	344	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	1	fragment.4402:10	345	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	1	fragment.4403:10	346	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	1	fragment.4404:10	347	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	1	fragment.4405:10	348	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349	1	fragment.4406:10	349	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	1	fragment.4407:10	350	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	1	fragment.4408:10	351	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	1	fragment.4409:10	352	1512	81	90	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	1	fragment.4110:5	353	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	1	fragment.4102:5	354	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	1	fragment.4103:5	355	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	1	fragment.4104:5	356	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	1	fragment.4105:5	357	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	1	fragment.4106:5	358	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
359	1	fragment.4107:5	359	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	1	fragment.4108:5	360	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	1	fragment.4109:5	361	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	1	fragment.4201:5	362	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	1	fragment.4202:5	363	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	1	fragment.4203:5	364	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365	1	fragment.4204:5	365	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	1	fragment.4205:5	366	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	1	fragment.4206:5	367	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	1	fragment.4207:5	368	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	1	fragment.4208:5	369	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	1	fragment.4209:5	370	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	1	fragment.4301:5	371	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	1	fragment.4302:5	372	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	1	fragment.4303:5	373	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	1	fragment.4304:5	374	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	1	fragment.4305:5	375	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	1	fragment.4306:5	376	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377	1	fragment.4307:5	377	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	1	fragment.4308:5	378	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	1	fragment.4309:5	379	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	1	fragment.4401:5	380	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	1	fragment.4402:5	381	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	1	fragment.4403:5	382	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	1	fragment.4404:5	383	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	1	fragment.4405:5	384	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	1	fragment.4406:5	385	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	1	fragment.4407:5	386	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	1	fragment.4408:5	387	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	1	fragment.4409:5	388	1512	91	100	25	user.soul:-75	80	user.cash:-75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	1	fragment.4110:10	389	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	1	fragment.4102:10	390	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	1	fragment.4103:10	391	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	1	fragment.4104:10	392	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	1	fragment.4105:10	393	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	1	fragment.4106:10	394	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	1	fragment.4107:10	395	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	1	fragment.4108:10	396	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	1	fragment.4109:10	397	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	1	fragment.4201:10	398	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	1	fragment.4202:10	399	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	1	fragment.4203:10	400	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	1	fragment.4204:10	401	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	1	fragment.4205:10	402	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	1	fragment.4206:10	403	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	1	fragment.4207:10	404	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	1	fragment.4208:10	405	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	1	fragment.4209:10	406	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	1	fragment.4301:10	407	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	1	fragment.4302:10	408	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	1	fragment.4303:10	409	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	1	fragment.4304:10	410	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	1	fragment.4305:10	411	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	1	fragment.4306:10	412	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	1	fragment.4307:10	413	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	1	fragment.4308:10	414	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	1	fragment.4309:10	415	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	1	fragment.4401:10	416	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	1	fragment.4402:10	417	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	1	fragment.4403:10	418	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	1	fragment.4404:10	419	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	1	fragment.4405:10	420	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	1	fragment.4406:10	421	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	1	fragment.4407:10	422	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	1	fragment.4408:10	423	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	1	fragment.4409:10	424	1512	91	100	25	user.soul:-150	80	user.cash:-150	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	1	fragment.5101:5	425	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	1	fragment.5102:5	426	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	1	fragment.5201:5	427	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	1	fragment.5202:5	428	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	1	fragment.5301:5	429	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	1	fragment.5302:5	430	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	1	fragment.5401:5	431	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	1	fragment.5402:5	432	94	0	40	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	1	fragment.5101:10	433	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	1	fragment.5102:10	434	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	1	fragment.5201:10	435	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	1	fragment.5202:10	436	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	1	fragment.5301:10	437	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	1	fragment.5302:10	438	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	1	fragment.5401:10	439	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	1	fragment.5402:10	440	94	0	40	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	1	fragment.5101:5	441	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	1	fragment.5102:5	442	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	1	fragment.5201:5	443	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	1	fragment.5202:5	444	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	1	fragment.5301:5	445	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	1	fragment.5302:5	446	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	1	fragment.5401:5	447	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	1	fragment.5402:5	448	94	41	60	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	1	fragment.5101:10	449	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	1	fragment.5102:10	450	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	1	fragment.5201:10	451	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	1	fragment.5202:10	452	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	1	fragment.5301:10	453	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	1	fragment.5302:10	454	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	1	fragment.5401:10	455	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	1	fragment.5402:10	456	94	41	60	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
457	1	fragment.5101:5	457	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	1	fragment.5102:5	458	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	1	fragment.5201:5	459	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	1	fragment.5202:5	460	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	1	fragment.5301:5	461	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	1	fragment.5302:5	462	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	1	fragment.5401:5	463	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	1	fragment.5402:5	464	94	61	80	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	1	fragment.5101:10	465	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	1	fragment.5102:10	466	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	1	fragment.5201:10	467	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	1	fragment.5202:10	468	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	1	fragment.5301:10	469	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	1	fragment.5302:10	470	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	1	fragment.5401:10	471	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	1	fragment.5402:10	472	94	61	80	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	1	fragment.5101:5	473	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	1	fragment.5102:5	474	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	1	fragment.5201:5	475	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	1	fragment.5202:5	476	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
477	1	fragment.5301:5	477	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	1	fragment.5302:5	478	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	1	fragment.5401:5	479	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	1	fragment.5402:5	480	94	81	90	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	1	fragment.5101:10	481	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	1	fragment.5102:10	482	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	1	fragment.5201:10	483	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	1	fragment.5202:10	484	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	1	fragment.5301:10	485	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	1	fragment.5302:10	486	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	1	fragment.5401:10	487	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	1	fragment.5402:10	488	94	81	90	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489	1	fragment.5101:5	489	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	1	fragment.5102:5	490	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	1	fragment.5201:5	491	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	1	fragment.5202:5	492	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	1	fragment.5301:5	493	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	1	fragment.5302:5	494	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	1	fragment.5401:5	495	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	1	fragment.5402:5	496	94	91	100	1	user.soul:-150	30	user.cash:-150	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	1	fragment.5101:10	497	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	1	fragment.5102:10	498	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	1	fragment.5201:10	499	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	1	fragment.5202:10	500	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	1	fragment.5301:10	501	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	1	fragment.5302:10	502	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	1	fragment.5401:10	503	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	1	fragment.5402:10	504	94	91	100	1	user.soul:-300	30	user.cash:-300	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1	card.4102:1	505	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506	1	card.4103:1	506	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
