关卡类型	关卡id	场景展示资源	经验展现	金币展现	英雄经验展现	挂机掉落经验	挂机掉落金币	挂机掉落英雄经验	挑战限制	限制参数	功能开启	功能开启界面是否显示	新手引导标示	是否可退出/暂停	是否展示BOSS信息	冒险送钻石	首通奖励	奖励展示	掉落解锁	战斗ID
3	54	npc_explore_3	80	106	181	565	745	1272	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2400,user.gold:27000,user.hero_exp:45400	user.bindcash:15		1000354
3	55	npc_explore_3	81	106	182	568	748	1277	level	1	0	0	0	1	0	6	user.xp:2400,user.gold:27000,user.hero_exp:45400			1000355
3	56	npc_explore_3	81	107	183	570	750	1282	level	1	0	0	0	1	0	6	user.xp:2400,user.gold:27000,user.hero_exp:45400			1000356
3	57	npc_explore_3	81	107	183	572	752	1287	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2400,user.gold:27000,user.hero_exp:46500	user.bindcash:15		1000357
3	58	npc_explore_3	82	107	184	574	754	1292	level	1	0	0	0	1	0	6	user.xp:2400,user.gold:27000,user.hero_exp:46500			1000358
3	59	npc_explore_3	82	108	185	576	756	1297	level	1	0	0	0	1	0	6	user.xp:2400,user.gold:27000,user.hero_exp:46500			1000359
3	60	npc_explore_3	82	108	186	578	758	1302	level	1	0	0	0	1	0	6	user.wand:10,user.bindcash:15,user.xp:2500,user.gold:28000,user.hero_exp:47600	user.wand:10		1000360
3	61	npc_explore_3	82	108	186	580	760	1307	level	1	0	0	0	1	0	6	user.xp:2500,user.gold:28000,user.hero_exp:47600			1000361
3	62	npc_explore_3	83	108	187	582	762	1312	level	1	0	0	0	1	0	6	user.xp:2500,user.gold:28000,user.hero_exp:47600			1000362
3	63	npc_explore_3	83	109	188	584	764	1318	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2500,user.gold:28000,user.hero_exp:47600	user.bindcash:15		1000363
3	64	npc_explore_3	83	109	189	586	766	1323	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:29000,user.hero_exp:48800			1000364
3	65	npc_explore_3	84	109	189	588	768	1328	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:29000,user.hero_exp:48800			1000365
3	66	npc_explore_3	84	110	190	590	770	1333	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2600,user.gold:29000,user.hero_exp:48800	user.bindcash:15		1000366
3	67	npc_explore_3	84	110	191	593	773	1338	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:29000,user.hero_exp:48800			1000367
3	68	npc_explore_3	85	110	192	595	775	1344	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:30000,user.hero_exp:50000			1000368
3	69	npc_explore_3	85	111	192	597	777	1349	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2600,user.gold:30000,user.hero_exp:50000	user.bindcash:15		1000369
3	70	npc_explore_3	85	111	193	599	779	1354	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:30000,user.hero_exp:50000			1000370
3	71	npc_explore_3	85	111	194	601	781	1359	level	1	0	0	0	1	0	6	user.xp:2600,user.gold:30000,user.hero_exp:50000			1000371
3	72	npc_explore_3	86	111	194	603	783	1364	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2700,user.gold:30000,user.hero_exp:51300	user.bindcash:15		1000372
3	73	npc_explore_3	86	112	195	605	785	1370	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:30000,user.hero_exp:51300			1000373
3	74	npc_explore_3	86	112	196	607	787	1375	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:30000,user.hero_exp:51300			1000374
3	75	npc_explore_3	87	112	197	610	790	1380	level	75	0	0	0	1	0	6	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:51700	user.bindcash:15	equip.30501.0:1	1000375
3	76	npc_explore_3	87	113	197	612	792	1385	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:31000,user.hero_exp:51700			1000376
3	77	npc_explore_3	87	113	198	614	794	1391	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:31000,user.hero_exp:51700			1000377
3	78	npc_explore_3	88	113	199	616	796	1396	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:51700	user.bindcash:15		1000378
3	79	npc_explore_3	88	114	200	618	798	1401	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:31000,user.hero_exp:52200			1000379
3	80	npc_explore_3	88	114	201	620	800	1407	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:31000,user.hero_exp:52200			1000380
3	81	npc_explore_3	88	114	201	622	802	1412	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:52200	user.bindcash:15		1000381
3	82	npc_explore_3	89	115	202	625	805	1417	level	1	0	0	0	1	0	6	user.xp:2700,user.gold:31000,user.hero_exp:52200			1000382
3	83	npc_explore_3	89	115	203	627	807	1423	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:31000,user.hero_exp:52700			1000383
3	84	npc_explore_3	89	115	204	629	809	1428	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2800,user.gold:31000,user.hero_exp:52700	user.bindcash:15		1000384
3	85	npc_explore_3	90	115	204	631	811	1433	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:31000,user.hero_exp:52700			1000385
3	86	npc_explore_3	90	116	205	633	813	1439	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:31000,user.hero_exp:52700			1000386
3	87	npc_explore_3	90	116	206	635	815	1444	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2800,user.gold:31000,user.hero_exp:53300	user.bindcash:15		1000387
3	88	npc_explore_3	91	116	207	638	818	1449	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:31000,user.hero_exp:53300			1000388
3	89	npc_explore_3	91	117	207	640	820	1455	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:31000,user.hero_exp:53300			1000389
3	90	npc_explore_3	91	117	208	642	822	1460	level	1	0	0	0	1	0	6	material.101703:1,user.bindcash:15,user.xp:2800,user.gold:32000,user.hero_exp:53900	material.101703:1		1000390
3	91	npc_explore_3	92	117	209	644	824	1465	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:32000,user.hero_exp:53900			1000391
3	92	npc_explore_3	92	118	210	646	826	1471	level	1	0	0	0	1	0	6	user.xp:2800,user.gold:32000,user.hero_exp:53900			1000392
3	93	npc_explore_3	92	118	210	648	828	1476	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2800,user.gold:32000,user.hero_exp:53900	user.bindcash:15		1000393
3	94	npc_explore_3	93	118	211	651	831	1482	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:32000,user.hero_exp:54600			1000394
3	95	npc_explore_3	93	119	212	653	833	1487	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:32000,user.hero_exp:54600			1000395
3	96	npc_explore_3	93	119	213	655	835	1493	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2900,user.gold:32000,user.hero_exp:54600	user.bindcash:15		1000396
3	97	npc_explore_3	93	119	214	657	837	1498	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:32000,user.hero_exp:54600			1000397
3	98	npc_explore_3	94	120	214	660	840	1504	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:33000,user.hero_exp:55300			1000398
3	99	npc_explore_3	94	120	215	662	842	1509	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2900,user.gold:33000,user.hero_exp:55300	user.bindcash:15		1000399
3	100	npc_explore_3	94	120	216	664	844	1514	level	80	0	0	0	1	0	6	user.xp:2900,user.gold:33000,user.hero_exp:55300		equip.40501.0:1	1000400
3	101	npc_explore_3	95	120	217	666	846	1520	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:33000,user.hero_exp:55300			1000401
3	102	npc_explore_3	95	121	217	668	848	1525	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:2900,user.gold:33000,user.hero_exp:56100	user.bindcash:15		1000402
3	103	npc_explore_3	95	121	218	671	851	1531	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:33000,user.hero_exp:56100			1000403
3	104	npc_explore_3	96	121	219	673	853	1536	level	1	0	0	0	1	0	6	user.xp:2900,user.gold:33000,user.hero_exp:56100			1000404
3	105	npc_explore_3	96	122	220	675	855	1542	level	1	0	0	0	1	0	6	material.950:30,user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:56800	material.950:30		1000405
3	106	npc_explore_3	96	122	221	677	857	1548	level	1	0	0	0	1	0	6	user.xp:3000,user.gold:34000,user.hero_exp:56800			1000406
3	107	npc_explore_3	97	122	221	680	860	1553	level	1	0	0	0	1	0	6	user.xp:3000,user.gold:34000,user.hero_exp:56800			1000407
3	108	npc_explore_3	97	123	222	682	862	1559	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:56800	user.bindcash:15		1000408
3	109	npc_explore_3	97	123	223	684	864	1564	level	1	0	0	0	1	0	6	user.xp:3000,user.gold:34000,user.hero_exp:57700			1000409
3	110	npc_explore_3	98	123	224	686	866	1570	level	1	0	0	0	1	0	6	user.xp:3000,user.gold:34000,user.hero_exp:57700			1000410
3	111	npc_explore_3	98	124	225	689	869	1575	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:57700	user.bindcash:15		1000411
3	112	npc_explore_3	98	124	225	691	871	1581	level	1	0	0	0	1	0	6	user.xp:3000,user.gold:34000,user.hero_exp:57700			1000412
3	113	npc_explore_3	99	124	226	693	873	1586	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:34000,user.hero_exp:58500			1000413
3	114	npc_explore_3	99	125	227	695	875	1592	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3100,user.gold:34000,user.hero_exp:58500	user.bindcash:15		1000414
3	115	npc_explore_3	99	125	228	698	878	1598	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:34000,user.hero_exp:58500			1000415
3	116	npc_explore_3	100	125	229	700	880	1603	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:34000,user.hero_exp:58500			1000416
3	117	npc_explore_3	100	126	229	702	882	1609	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3100,user.gold:35000,user.hero_exp:59500	user.bindcash:15		1000417
3	118	npc_explore_3	100	126	230	705	885	1615	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:35000,user.hero_exp:59500			1000418
3	119	npc_explore_3	101	126	231	707	887	1620	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:35000,user.hero_exp:59500			1000419
3	120	npc_explore_3	101	127	232	709	889	1626	level	1	0	0	0	1	0	6	material.101703:1,user.bindcash:15,user.xp:3100,user.gold:36000,user.hero_exp:60400	material.101703:1		1000420
3	121	npc_explore_3	101	127	233	711	891	1632	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:36000,user.hero_exp:60400			1000421
3	122	npc_explore_3	102	127	233	714	894	1637	level	1	0	0	0	1	0	6	user.xp:3100,user.gold:36000,user.hero_exp:60400			1000422
3	123	npc_explore_3	102	128	234	716	896	1643	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3100,user.gold:36000,user.hero_exp:60400	user.bindcash:15		1000423
3	124	npc_explore_3	102	128	235	718	898	1649	level	1	0	0	0	1	0	6	user.xp:3200,user.gold:36000,user.hero_exp:61400			1000424
3	125	npc_explore_3	103	128	236	721	901	1654	level	85	0	0	0	1	0	6	user.xp:3200,user.gold:36000,user.hero_exp:61400		equip.50501.0:1	1000425
3	126	npc_explore_3	103	129	237	723	903	1660	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3200,user.gold:36000,user.hero_exp:61400	user.bindcash:15		1000426
3	127	npc_explore_3	103	129	238	725	905	1666	level	1	0	0	0	1	0	6	user.xp:3200,user.gold:36000,user.hero_exp:61400			1000427
3	128	npc_explore_3	104	129	238	728	908	1671	level	1	0	0	0	1	0	6	user.xp:3300,user.gold:37000,user.hero_exp:62500			1000428
3	129	npc_explore_3	104	130	239	730	910	1677	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3300,user.gold:37000,user.hero_exp:62500	user.bindcash:15		1000429
3	130	npc_explore_3	104	130	240	732	912	1683	level	1	0	0	0	1	0	6	user.xp:3300,user.gold:37000,user.hero_exp:62500			1000430
3	131	npc_explore_3	105	130	241	735	915	1689	level	1	0	0	0	1	0	6	user.xp:3300,user.gold:37000,user.hero_exp:62500			1000431
3	132	npc_explore_3	105	131	242	737	917	1694	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3300,user.gold:37000,user.hero_exp:63600	user.bindcash:15		1000432
3	133	npc_explore_3	105	131	242	739	919	1700	level	1	0	0	0	1	0	6	user.xp:3300,user.gold:37000,user.hero_exp:63600			1000433
3	134	npc_explore_3	106	131	243	742	922	1706	level	1	0	0	0	1	0	6	user.xp:3300,user.gold:37000,user.hero_exp:63600			1000434
3	135	npc_explore_3	106	132	244	744	924	1712	level	1	0	0	0	1	0	6	rune.1004:1,user.bindcash:15,user.xp:3400,user.gold:38000,user.hero_exp:64700	rune.1004:1		1000435
3	136	npc_explore_3	106	132	245	746	926	1717	level	1	0	0	0	1	0	6	user.xp:3400,user.gold:38000,user.hero_exp:64700			1000436
3	137	npc_explore_3	107	132	246	749	929	1723	level	1	0	0	0	1	0	6	user.xp:3400,user.gold:38000,user.hero_exp:64700			1000437
3	138	npc_explore_3	107	133	247	751	931	1729	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3400,user.gold:38000,user.hero_exp:64700	user.bindcash:15		1000438
3	139	npc_explore_3	107	133	247	753	933	1735	level	1	0	0	0	1	0	6	user.xp:3400,user.gold:39000,user.hero_exp:65900			1000439
3	140	npc_explore_3	108	133	248	756	936	1741	level	1	0	0	0	1	0	6	user.xp:3400,user.gold:39000,user.hero_exp:65900			1000440
3	141	npc_explore_3	108	134	249	758	938	1747	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3400,user.gold:39000,user.hero_exp:65900	user.bindcash:15		1000441
3	142	npc_explore_3	108	134	250	760	940	1752	level	1	0	0	0	1	0	6	user.xp:3400,user.gold:39000,user.hero_exp:65900			1000442
3	143	npc_explore_3	109	134	251	763	943	1758	level	1	0	0	0	1	0	6	user.xp:3500,user.gold:39000,user.hero_exp:67100			1000443
3	144	npc_explore_3	109	135	252	765	945	1764	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3500,user.gold:39000,user.hero_exp:67100	user.bindcash:15		1000444
3	145	npc_explore_3	109	135	252	768	948	1770	level	1	0	0	0	1	0	6	user.xp:3500,user.gold:39000,user.hero_exp:67100			1000445
3	146	npc_explore_3	110	135	253	770	950	1776	level	1	0	0	0	1	0	6	user.xp:3500,user.gold:39000,user.hero_exp:67100			1000446
3	147	npc_explore_3	110	136	254	772	952	1782	level	1	0	0	0	1	0	6	user.bindcash:15,user.xp:3600,user.gold:40000,user.hero_exp:68300	user.bindcash:15		1000447
3	148	npc_explore_3	110	136	255	775	955	1788	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:40000,user.hero_exp:68300			1000448
3	149	npc_explore_3	111	136	256	777	957	1794	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:40000,user.hero_exp:68300			1000449
3	150	npc_explore_3	111	137	257	780	960	1800	level	90	0	0	0	1	0	6	user.bindcash:15,user.xp:3600,user.gold:40000,user.hero_exp:68800	user.bindcash:15	equip.60501.0:1	1000450
4	1	npc_explore_4	111	137	257	780	960	1801	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:40000,user.hero_exp:68800			1000451
4	2	npc_explore_4	111	137	257	781	961	1803	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:40000,user.hero_exp:68800			1000452
4	3	npc_explore_4	111	137	257	782	962	1804	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3600,user.gold:41000,user.hero_exp:69300	user.bindcash:20		1000453
4	4	npc_explore_4	111	137	258	782	963	1806	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:41000,user.hero_exp:69300			1000454
4	5	npc_explore_4	111	137	258	783	964	1807	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:41000,user.hero_exp:69800			1000455
4	6	npc_explore_4	112	137	258	784	964	1809	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3600,user.gold:41000,user.hero_exp:69800	user.bindcash:20		1000456
4	7	npc_explore_4	112	137	258	785	965	1810	level	1	0	0	0	1	0	6	user.xp:3600,user.gold:41000,user.hero_exp:69800			1000457
4	8	npc_explore_4	112	138	258	785	966	1812	level	1	0	0	0	1	0	6	user.xp:3700,user.gold:41000,user.hero_exp:70400			1000458
4	9	npc_explore_4	112	138	259	786	967	1813	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3700,user.gold:41000,user.hero_exp:70400	user.bindcash:20		1000459
4	10	npc_explore_4	112	138	259	787	968	1815	level	1	0	0	0	1	0	6	user.xp:3700,user.gold:42000,user.hero_exp:71000			1000460
4	11	npc_explore_4	112	138	259	787	969	1817	level	1	0	0	0	1	0	6	user.xp:3700,user.gold:42000,user.hero_exp:71000			1000461
4	12	npc_explore_4	112	138	259	788	969	1818	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3700,user.gold:42000,user.hero_exp:71000	user.bindcash:20		1000462
4	13	npc_explore_4	112	138	260	789	970	1820	level	1	0	0	0	1	0	6	user.xp:3700,user.gold:42000,user.hero_exp:71700			1000463
4	14	npc_explore_4	112	138	260	790	971	1821	level	1	0	0	0	1	0	6	user.xp:3700,user.gold:42000,user.hero_exp:71700			1000464
4	15	npc_explore_4	113	138	260	791	972	1823	level	1	0	0	0	1	0	6	material.101704:1,user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:72400	material.101704:1		1000465
4	16	npc_explore_4	113	139	260	791	973	1825	level	1	0	0	0	1	0	6	user.xp:3800,user.gold:43000,user.hero_exp:72400			1000466
4	17	npc_explore_4	113	139	260	792	974	1826	level	1	0	0	0	1	0	6	user.xp:3800,user.gold:43000,user.hero_exp:72400			1000467
4	18	npc_explore_4	113	139	261	793	975	1828	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:73100	user.bindcash:20		1000468
4	19	npc_explore_4	113	139	261	794	976	1830	level	1	0	0	0	1	0	6	user.xp:3800,user.gold:43000,user.hero_exp:73100			1000469
4	20	npc_explore_4	113	139	261	794	977	1832	level	1	0	0	0	1	0	6	user.xp:3800,user.gold:43000,user.hero_exp:73900			1000470
4	21	npc_explore_4	113	139	261	795	977	1833	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3800,user.gold:43000,user.hero_exp:73900	user.bindcash:20		1000471
4	22	npc_explore_4	113	139	262	796	978	1835	level	1	0	0	0	1	0	6	user.xp:3800,user.gold:43000,user.hero_exp:73900			1000472
4	23	npc_explore_4	113	139	262	797	979	1837	level	1	0	0	0	1	0	6	user.xp:3900,user.gold:44000,user.hero_exp:74800			1000473
4	24	npc_explore_4	114	140	262	798	980	1838	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3900,user.gold:44000,user.hero_exp:74800	user.bindcash:20		1000474
4	25	npc_explore_4	114	140	262	798	981	1840	level	95	0	0	0	1	0	6	user.xp:3900,user.gold:44000,user.hero_exp:75600		equip.10601.0:1	1000475
4	26	npc_explore_4	114	140	263	799	982	1842	level	1	0	0	0	1	0	6	user.xp:3900,user.gold:44000,user.hero_exp:75600			1000476
4	27	npc_explore_4	114	140	263	800	983	1844	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:3900,user.gold:44000,user.hero_exp:75600	user.bindcash:20		1000477
4	28	npc_explore_4	114	140	263	801	984	1845	level	1	0	0	0	1	0	6	user.xp:4000,user.gold:45000,user.hero_exp:76500			1000478
4	29	npc_explore_4	114	140	263	802	985	1847	level	1	0	0	0	1	0	6	user.xp:4000,user.gold:45000,user.hero_exp:76500			1000479
4	30	npc_explore_4	114	140	264	803	986	1849	level	1	0	0	0	1	0	6	user.htoken:6,user.bindcash:20,user.xp:4000,user.gold:46000,user.hero_exp:77500	user.htoken:6		1000480
4	31	npc_explore_4	114	141	264	803	987	1851	level	1	0	0	0	1	0	6	user.xp:4000,user.gold:46000,user.hero_exp:77500			1000481
4	32	npc_explore_4	114	141	264	804	988	1853	level	1	0	0	0	1	0	6	user.xp:4000,user.gold:46000,user.hero_exp:77500			1000482
4	33	npc_explore_4	115	141	264	805	989	1854	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4100,user.gold:46000,user.hero_exp:78500	user.bindcash:20		1000483
4	34	npc_explore_4	115	141	265	806	990	1856	level	1	0	0	0	1	0	6	user.xp:4100,user.gold:46000,user.hero_exp:78500			1000484
4	35	npc_explore_4	115	141	265	807	991	1858	level	1	0	0	0	1	0	6	user.xp:4100,user.gold:47000,user.hero_exp:79500			1000485
4	36	npc_explore_4	115	141	265	808	992	1860	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4100,user.gold:47000,user.hero_exp:79500	user.bindcash:20		1000486
4	37	npc_explore_4	115	141	266	809	993	1862	level	1	0	0	0	1	0	6	user.xp:4100,user.gold:47000,user.hero_exp:79500			1000487
4	38	npc_explore_4	115	142	266	809	994	1864	level	1	0	0	0	1	0	6	user.xp:4200,user.gold:47000,user.hero_exp:80600			1000488
4	39	npc_explore_4	115	142	266	810	995	1866	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4200,user.gold:47000,user.hero_exp:80600	user.bindcash:20		1000489
4	40	npc_explore_4	115	142	266	811	996	1868	level	1	0	0	0	1	0	6	user.xp:4200,user.gold:48000,user.hero_exp:81800			1000490
4	41	npc_explore_4	116	142	267	812	997	1869	level	1	0	0	0	1	0	6	user.xp:4200,user.gold:48000,user.hero_exp:81800			1000491
4	42	npc_explore_4	116	142	267	813	998	1871	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4200,user.gold:48000,user.hero_exp:81800	user.bindcash:20		1000492
4	43	npc_explore_4	116	142	267	814	999	1873	level	1	0	0	0	1	0	6	user.xp:4300,user.gold:49000,user.hero_exp:82900			1000493
4	44	npc_explore_4	116	142	267	815	1000	1875	level	1	0	0	0	1	0	6	user.xp:4300,user.gold:49000,user.hero_exp:82900			1000494
4	45	npc_explore_4	116	143	268	816	1001	1877	level	1	0	0	0	1	0	6	material.101704:1,user.bindcash:20,user.xp:4400,user.gold:49000,user.hero_exp:84200	material.101704:1		1000495
4	46	npc_explore_4	116	143	268	817	1002	1879	level	1	0	0	0	1	0	6	user.xp:4400,user.gold:49000,user.hero_exp:84200			1000496
4	47	npc_explore_4	116	143	268	818	1003	1881	level	1	0	0	0	1	0	6	user.xp:4400,user.gold:49000,user.hero_exp:84200			1000497
4	48	npc_explore_4	116	143	269	818	1004	1883	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4400,user.gold:50000,user.hero_exp:85400	user.bindcash:20		1000498
4	49	npc_explore_4	117	143	269	819	1005	1885	level	1	0	0	0	1	0	6	user.xp:4400,user.gold:50000,user.hero_exp:85400			1000499
4	50	npc_explore_4	117	143	269	820	1006	1887	level	100	0	0	0	1	0	6	user.xp:4500,user.gold:50000,user.hero_exp:85900		equip.20601.0:1	1000500
4	51	npc_explore_4	117	143	269	821	1007	1889	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4500,user.gold:50000,user.hero_exp:85900	user.bindcash:20		1000501
4	52	npc_explore_4	117	144	270	822	1008	1891	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:50000,user.hero_exp:85900			1000502
4	53	npc_explore_4	117	144	270	823	1009	1893	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:51000,user.hero_exp:86400			1000503
4	54	npc_explore_4	117	144	270	824	1010	1895	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4500,user.gold:51000,user.hero_exp:86400	user.bindcash:20		1000504
4	55	npc_explore_4	117	144	271	825	1012	1897	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:51000,user.hero_exp:86900			1000505
4	56	npc_explore_4	118	144	271	826	1013	1899	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:51000,user.hero_exp:86900			1000506
4	57	npc_explore_4	118	144	271	827	1014	1901	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4500,user.gold:51000,user.hero_exp:86900	user.bindcash:20		1000507
4	58	npc_explore_4	118	145	271	828	1015	1903	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:51000,user.hero_exp:87500			1000508
4	59	npc_explore_4	118	145	272	829	1016	1905	level	1	0	0	0	1	0	6	user.xp:4500,user.gold:51000,user.hero_exp:87500			1000509
4	60	npc_explore_4	118	145	272	830	1017	1908	level	1	0	0	0	1	0	6	rune.1004:1,user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:88100	rune.1004:1		1000510
4	61	npc_explore_4	118	145	272	831	1018	1910	level	1	0	0	0	1	0	6	user.xp:4600,user.gold:52000,user.hero_exp:88100			1000511
4	62	npc_explore_4	118	145	273	832	1019	1912	level	1	0	0	0	1	0	6	user.xp:4600,user.gold:52000,user.hero_exp:88100			1000512
4	63	npc_explore_4	119	145	273	833	1020	1914	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:88800	user.bindcash:20		1000513
4	64	npc_explore_4	119	146	273	834	1022	1916	level	1	0	0	0	1	0	6	user.xp:4600,user.gold:52000,user.hero_exp:88800			1000514
4	65	npc_explore_4	119	146	274	835	1023	1918	level	1	0	0	0	1	0	6	user.xp:4600,user.gold:52000,user.hero_exp:89500			1000515
4	66	npc_explore_4	119	146	274	836	1024	1920	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4600,user.gold:52000,user.hero_exp:89500	user.bindcash:20		1000516
4	67	npc_explore_4	119	146	274	837	1025	1922	level	1	0	0	0	1	0	6	user.xp:4600,user.gold:52000,user.hero_exp:89500			1000517
4	68	npc_explore_4	119	146	275	838	1026	1925	level	1	0	0	0	1	0	6	user.xp:4700,user.gold:53000,user.hero_exp:90200			1000518
4	69	npc_explore_4	119	146	275	839	1027	1927	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4700,user.gold:53000,user.hero_exp:90200	user.bindcash:20		1000519
4	70	npc_explore_4	120	147	275	840	1029	1929	level	1	0	0	0	1	0	6	user.xp:4700,user.gold:53000,user.hero_exp:91000			1000520
4	71	npc_explore_4	120	147	275	841	1030	1931	level	1	0	0	0	1	0	6	user.xp:4700,user.gold:53000,user.hero_exp:91000			1000521
4	72	npc_explore_4	120	147	276	842	1031	1933	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4700,user.gold:53000,user.hero_exp:91000	user.bindcash:20		1000522
4	73	npc_explore_4	120	147	276	843	1032	1936	level	1	0	0	0	1	0	6	user.xp:4800,user.gold:54000,user.hero_exp:91800			1000523
4	74	npc_explore_4	120	147	276	844	1033	1938	level	1	0	0	0	1	0	6	user.xp:4800,user.gold:54000,user.hero_exp:91800			1000524
4	75	npc_explore_4	120	147	277	845	1035	1940	level	105	0	0	0	1	0	6	user.bindcash:20,user.xp:4800,user.gold:54000,user.hero_exp:92700	user.bindcash:20	equip.30601.0:1	1000525
4	76	npc_explore_4	120	148	277	846	1036	1942	level	1	0	0	0	1	0	6	user.xp:4800,user.gold:54000,user.hero_exp:92700			1000526
4	77	npc_explore_4	121	148	277	847	1037	1945	level	1	0	0	0	1	0	6	user.xp:4800,user.gold:54000,user.hero_exp:92700			1000527
4	78	npc_explore_4	121	148	278	848	1038	1947	level	1	0	0	0	1	0	6	user.bindcash:20,user.xp:4900,user.gold:55000,user.hero_exp:93600	user.bindcash:20		1000528
