关卡ID	战斗ID	挑战限制	限制参数	首通奖励
305102	1300512	level	198	user.gold:490000,user.hero_exp:670000,material.1:50
305103	1300513	level	198	user.gold:510000,user.hero_exp:700000,material.1:50
305104	1300514	level	198	user.gold:530000,user.hero_exp:720000,material.1:50
305105	1300515	level	198	user.gold:550000,user.hero_exp:750000,material.1:50
305200	1300520	level	198	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
305201	1300521	level	198	user.gold:560000,user.hero_exp:770000,material.1:50
305202	1300522	level	198	user.gold:580000,user.hero_exp:790000,material.1:50
305203	1300523	level	198	user.gold:600000,user.hero_exp:820000,material.1:50
305204	1300524	level	198	user.gold:620000,user.hero_exp:840000,material.1:50
305205	1300525	level	198	user.gold:630000,user.hero_exp:870000,material.1:50
305300	1300530	level	199	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
305301	1300531	level	199	user.gold:300000,user.hero_exp:410000,material.1:50
305302	1300532	level	199	user.gold:320000,user.hero_exp:440000,material.1:50
305303	1300533	level	199	user.gold:340000,user.hero_exp:460000,material.1:50
305304	1300534	level	199	user.gold:350000,user.hero_exp:480000,material.1:50
305305	1300535	level	199	user.gold:370000,user.hero_exp:510000,material.1:50
305400	1300540	level	199	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
305401	1300541	level	199	user.gold:390000,user.hero_exp:530000,material.1:50
305402	1300542	level	199	user.gold:410000,user.hero_exp:550000,material.1:50
305403	1300543	level	199	user.gold:420000,user.hero_exp:580000,material.1:50
305404	1300544	level	199	user.gold:440000,user.hero_exp:600000,material.1:50
305405	1300545	level	199	user.gold:460000,user.hero_exp:630000,material.1:50
305500	1300550	level	199	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
305501	1300551	level	199	user.gold:480000,user.hero_exp:650000,material.1:50
305502	1300552	level	199	user.gold:490000,user.hero_exp:670000,material.1:50
305503	1300553	level	199	user.gold:510000,user.hero_exp:700000,material.1:50
305504	1300554	level	199	user.gold:530000,user.hero_exp:720000,material.1:50
305505	1300555	level	199	user.gold:550000,user.hero_exp:750000,material.1:50
305600	1300560	level	199	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
305601	1300561	level	199	user.gold:560000,user.hero_exp:770000,material.1:50
305602	1300562	level	199	user.gold:580000,user.hero_exp:790000,material.1:50
305603	1300563	level	199	user.gold:600000,user.hero_exp:820000,material.1:50
305604	1300564	level	199	user.gold:620000,user.hero_exp:840000,material.1:50
305605	1300565	level	199	user.gold:630000,user.hero_exp:870000,material.1:50
305700	1300570	level	200	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
305701	1300571	level	200	user.gold:300000,user.hero_exp:410000,material.1:50
305702	1300572	level	200	user.gold:320000,user.hero_exp:440000,material.1:50
305703	1300573	level	200	user.gold:340000,user.hero_exp:460000,material.1:50
305704	1300574	level	200	user.gold:360000,user.hero_exp:490000,material.1:50
305705	1300575	level	200	user.gold:370000,user.hero_exp:510000,material.1:50
305800	1300580	level	200	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
305801	1300581	level	200	user.gold:390000,user.hero_exp:530000,material.1:50
305802	1300582	level	200	user.gold:410000,user.hero_exp:560000,material.1:50
305803	1300583	level	200	user.gold:430000,user.hero_exp:580000,material.1:50
305804	1300584	level	200	user.gold:440000,user.hero_exp:610000,material.1:50
305805	1300585	level	200	user.gold:460000,user.hero_exp:630000,material.1:50
305900	1300590	level	200	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
305901	1300591	level	200	user.gold:480000,user.hero_exp:650000,material.1:50
305902	1300592	level	200	user.gold:500000,user.hero_exp:680000,material.1:50
305903	1300593	level	200	user.gold:510000,user.hero_exp:700000,material.1:50
305904	1300594	level	200	user.gold:530000,user.hero_exp:730000,material.1:50
305905	1300595	level	200	user.gold:550000,user.hero_exp:750000,material.1:50
306000	1300600	level	200	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
306001	1300601	level	200	user.gold:570000,user.hero_exp:770000,material.1:50
306002	1300602	level	200	user.gold:580000,user.hero_exp:800000,material.1:50
306003	1300603	level	200	user.gold:600000,user.hero_exp:820000,material.1:50
306004	1300604	level	200	user.gold:620000,user.hero_exp:850000,material.1:50
306005	1300605	level	200	user.gold:640000,user.hero_exp:870000,material.1:50
306100	1300610	level	201	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
306101	1300611	level	201	user.gold:300000,user.hero_exp:410000,material.1:50
306102	1300612	level	201	user.gold:320000,user.hero_exp:440000,material.1:50
306103	1300613	level	201	user.gold:340000,user.hero_exp:460000,material.1:50
306104	1300614	level	201	user.gold:360000,user.hero_exp:490000,material.1:50
306105	1300615	level	201	user.gold:370000,user.hero_exp:510000,material.1:50
306200	1300620	level	201	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
306201	1300621	level	201	user.gold:390000,user.hero_exp:530000,material.1:50
306202	1300622	level	201	user.gold:410000,user.hero_exp:560000,material.1:50
306203	1300623	level	201	user.gold:430000,user.hero_exp:580000,material.1:50
306204	1300624	level	201	user.gold:440000,user.hero_exp:610000,material.1:50
306205	1300625	level	201	user.gold:460000,user.hero_exp:630000,material.1:50
306300	1300630	level	201	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
306301	1300631	level	201	user.gold:480000,user.hero_exp:650000,material.1:50
306302	1300632	level	201	user.gold:500000,user.hero_exp:680000,material.1:50
306303	1300633	level	201	user.gold:510000,user.hero_exp:700000,material.1:50
306304	1300634	level	201	user.gold:530000,user.hero_exp:730000,material.1:50
306305	1300635	level	201	user.gold:550000,user.hero_exp:750000,material.1:50
306400	1300640	level	201	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
306401	1300641	level	201	user.gold:570000,user.hero_exp:770000,material.1:50
306402	1300642	level	201	user.gold:580000,user.hero_exp:800000,material.1:50
306403	1300643	level	201	user.gold:600000,user.hero_exp:820000,material.1:50
306404	1300644	level	201	user.gold:620000,user.hero_exp:850000,material.1:50
306405	1300645	level	201	user.gold:640000,user.hero_exp:870000,material.1:50
306500	1300650	level	202	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
306501	1300651	level	202	user.gold:300000,user.hero_exp:410000,material.1:50
306502	1300652	level	202	user.gold:320000,user.hero_exp:440000,material.1:50
306503	1300653	level	202	user.gold:340000,user.hero_exp:460000,material.1:50
306504	1300654	level	202	user.gold:360000,user.hero_exp:490000,material.1:50
306505	1300655	level	202	user.gold:370000,user.hero_exp:510000,material.1:50
306600	1300660	level	202	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
306601	1300661	level	202	user.gold:390000,user.hero_exp:530000,material.1:50
306602	1300662	level	202	user.gold:410000,user.hero_exp:560000,material.1:50
306603	1300663	level	202	user.gold:430000,user.hero_exp:580000,material.1:50
306604	1300664	level	202	user.gold:440000,user.hero_exp:610000,material.1:50
306605	1300665	level	202	user.gold:460000,user.hero_exp:630000,material.1:50
306700	1300670	level	202	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
306701	1300671	level	202	user.gold:480000,user.hero_exp:650000,material.1:50
306702	1300672	level	202	user.gold:500000,user.hero_exp:680000,material.1:50
306703	1300673	level	202	user.gold:510000,user.hero_exp:700000,material.1:50
306704	1300674	level	202	user.gold:530000,user.hero_exp:730000,material.1:50
306705	1300675	level	202	user.gold:550000,user.hero_exp:750000,material.1:50
306800	1300680	level	202	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
306801	1300681	level	202	user.gold:570000,user.hero_exp:770000,material.1:50
306802	1300682	level	202	user.gold:580000,user.hero_exp:800000,material.1:50
306803	1300683	level	202	user.gold:600000,user.hero_exp:820000,material.1:50
306804	1300684	level	202	user.gold:620000,user.hero_exp:850000,material.1:50
306805	1300685	level	202	user.gold:640000,user.hero_exp:870000,material.1:50
306900	1300690	level	203	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
306901	1300691	level	203	user.gold:300000,user.hero_exp:410000,material.1:50
306902	1300692	level	203	user.gold:320000,user.hero_exp:440000,material.1:50
306903	1300693	level	203	user.gold:340000,user.hero_exp:460000,material.1:50
306904	1300694	level	203	user.gold:360000,user.hero_exp:490000,material.1:50
306905	1300695	level	203	user.gold:370000,user.hero_exp:510000,material.1:50
307000	1300700	level	203	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
307001	1300701	level	203	user.gold:390000,user.hero_exp:530000,material.1:50
307002	1300702	level	203	user.gold:410000,user.hero_exp:560000,material.1:50
307003	1300703	level	203	user.gold:430000,user.hero_exp:580000,material.1:50
307004	1300704	level	203	user.gold:440000,user.hero_exp:610000,material.1:50
307005	1300705	level	203	user.gold:460000,user.hero_exp:630000,material.1:50
307100	1300710	level	203	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
307101	1300711	level	203	user.gold:480000,user.hero_exp:650000,material.1:50
307102	1300712	level	203	user.gold:500000,user.hero_exp:680000,material.1:50
307103	1300713	level	203	user.gold:510000,user.hero_exp:700000,material.1:50
307104	1300714	level	203	user.gold:530000,user.hero_exp:730000,material.1:50
307105	1300715	level	203	user.gold:550000,user.hero_exp:750000,material.1:50
307200	1300720	level	203	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
307201	1300721	level	203	user.gold:570000,user.hero_exp:770000,material.1:50
307202	1300722	level	203	user.gold:580000,user.hero_exp:800000,material.1:50
307203	1300723	level	203	user.gold:600000,user.hero_exp:820000,material.1:50
307204	1300724	level	203	user.gold:620000,user.hero_exp:850000,material.1:50
307205	1300725	level	203	user.gold:640000,user.hero_exp:870000,material.1:50
307300	1300730	level	204	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
307301	1300731	level	204	user.gold:300000,user.hero_exp:410000,material.1:50
307302	1300732	level	204	user.gold:320000,user.hero_exp:440000,material.1:50
307303	1300733	level	204	user.gold:340000,user.hero_exp:460000,material.1:50
307304	1300734	level	204	user.gold:360000,user.hero_exp:490000,material.1:50
307305	1300735	level	204	user.gold:370000,user.hero_exp:510000,material.1:50
307400	1300740	level	204	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
307401	1300741	level	204	user.gold:390000,user.hero_exp:530000,material.1:50
307402	1300742	level	204	user.gold:410000,user.hero_exp:560000,material.1:50
307403	1300743	level	204	user.gold:430000,user.hero_exp:580000,material.1:50
307404	1300744	level	204	user.gold:440000,user.hero_exp:610000,material.1:50
307405	1300745	level	204	user.gold:460000,user.hero_exp:630000,material.1:50
307500	1300750	level	204	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
307501	1300751	level	204	user.gold:480000,user.hero_exp:650000,material.1:50
307502	1300752	level	204	user.gold:500000,user.hero_exp:680000,material.1:50
307503	1300753	level	204	user.gold:510000,user.hero_exp:700000,material.1:50
307504	1300754	level	204	user.gold:530000,user.hero_exp:730000,material.1:50
307505	1300755	level	204	user.gold:550000,user.hero_exp:750000,material.1:50
307600	1300760	level	204	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
307601	1300761	level	204	user.gold:570000,user.hero_exp:770000,material.1:50
307602	1300762	level	204	user.gold:580000,user.hero_exp:800000,material.1:50
307603	1300763	level	204	user.gold:600000,user.hero_exp:820000,material.1:50
307604	1300764	level	204	user.gold:620000,user.hero_exp:850000,material.1:50
307605	1300765	level	204	user.gold:640000,user.hero_exp:870000,material.1:50
307700	1300770	level	205	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
307701	1300771	level	205	user.gold:300000,user.hero_exp:410000,material.1:50
307702	1300772	level	205	user.gold:320000,user.hero_exp:440000,material.1:50
307703	1300773	level	205	user.gold:340000,user.hero_exp:460000,material.1:50
307704	1300774	level	205	user.gold:360000,user.hero_exp:490000,material.1:50
307705	1300775	level	205	user.gold:370000,user.hero_exp:510000,material.1:50
307800	1300780	level	205	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
307801	1300781	level	205	user.gold:390000,user.hero_exp:530000,material.1:50
307802	1300782	level	205	user.gold:410000,user.hero_exp:560000,material.1:50
307803	1300783	level	205	user.gold:430000,user.hero_exp:580000,material.1:50
307804	1300784	level	205	user.gold:440000,user.hero_exp:610000,material.1:50
307805	1300785	level	205	user.gold:460000,user.hero_exp:630000,material.1:50
307900	1300790	level	205	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
307901	1300791	level	205	user.gold:480000,user.hero_exp:650000,material.1:50
307902	1300792	level	205	user.gold:500000,user.hero_exp:680000,material.1:50
307903	1300793	level	205	user.gold:510000,user.hero_exp:700000,material.1:50
307904	1300794	level	205	user.gold:530000,user.hero_exp:730000,material.1:50
307905	1300795	level	205	user.gold:550000,user.hero_exp:750000,material.1:50
308000	1300800	level	205	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
308001	1300801	level	205	user.gold:570000,user.hero_exp:770000,material.1:50
308002	1300802	level	205	user.gold:580000,user.hero_exp:800000,material.1:50
308003	1300803	level	205	user.gold:600000,user.hero_exp:820000,material.1:50
308004	1300804	level	205	user.gold:620000,user.hero_exp:850000,material.1:50
308005	1300805	level	205	user.gold:640000,user.hero_exp:870000,material.1:50
308100	1300810	level	206	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
308101	1300811	level	206	user.gold:300000,user.hero_exp:410000,material.1:50
308102	1300812	level	206	user.gold:320000,user.hero_exp:440000,material.1:50
308103	1300813	level	206	user.gold:340000,user.hero_exp:460000,material.1:50
308104	1300814	level	206	user.gold:360000,user.hero_exp:490000,material.1:50
308105	1300815	level	206	user.gold:370000,user.hero_exp:510000,material.1:50
308200	1300820	level	206	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
308201	1300821	level	206	user.gold:390000,user.hero_exp:530000,material.1:50
308202	1300822	level	206	user.gold:410000,user.hero_exp:560000,material.1:50
308203	1300823	level	206	user.gold:430000,user.hero_exp:580000,material.1:50
308204	1300824	level	206	user.gold:440000,user.hero_exp:610000,material.1:50
308205	1300825	level	206	user.gold:460000,user.hero_exp:630000,material.1:50
308300	1300830	level	206	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
308301	1300831	level	206	user.gold:480000,user.hero_exp:650000,material.1:50
308302	1300832	level	206	user.gold:500000,user.hero_exp:680000,material.1:50
308303	1300833	level	206	user.gold:510000,user.hero_exp:700000,material.1:50
308304	1300834	level	206	user.gold:530000,user.hero_exp:730000,material.1:50
308305	1300835	level	206	user.gold:550000,user.hero_exp:750000,material.1:50
308400	1300840	level	206	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
308401	1300841	level	206	user.gold:570000,user.hero_exp:770000,material.1:50
308402	1300842	level	206	user.gold:580000,user.hero_exp:800000,material.1:50
308403	1300843	level	206	user.gold:600000,user.hero_exp:820000,material.1:50
308404	1300844	level	206	user.gold:620000,user.hero_exp:850000,material.1:50
308405	1300845	level	206	user.gold:640000,user.hero_exp:870000,material.1:50
308500	1300850	level	207	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
308501	1300851	level	207	user.gold:300000,user.hero_exp:410000,material.1:50
308502	1300852	level	207	user.gold:320000,user.hero_exp:440000,material.1:50
308503	1300853	level	207	user.gold:340000,user.hero_exp:460000,material.1:50
308504	1300854	level	207	user.gold:360000,user.hero_exp:490000,material.1:50
308505	1300855	level	207	user.gold:370000,user.hero_exp:510000,material.1:50
308600	1300860	level	207	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
308601	1300861	level	207	user.gold:390000,user.hero_exp:530000,material.1:50
308602	1300862	level	207	user.gold:410000,user.hero_exp:560000,material.1:50
308603	1300863	level	207	user.gold:430000,user.hero_exp:580000,material.1:50
308604	1300864	level	207	user.gold:440000,user.hero_exp:610000,material.1:50
308605	1300865	level	207	user.gold:460000,user.hero_exp:630000,material.1:50
308700	1300870	level	207	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
308701	1300871	level	207	user.gold:480000,user.hero_exp:650000,material.1:50
308702	1300872	level	207	user.gold:500000,user.hero_exp:680000,material.1:50
308703	1300873	level	207	user.gold:510000,user.hero_exp:700000,material.1:50
308704	1300874	level	207	user.gold:530000,user.hero_exp:730000,material.1:50
308705	1300875	level	207	user.gold:550000,user.hero_exp:750000,material.1:50
308800	1300880	level	207	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
308801	1300881	level	207	user.gold:570000,user.hero_exp:770000,material.1:50
308802	1300882	level	207	user.gold:580000,user.hero_exp:800000,material.1:50
308803	1300883	level	207	user.gold:600000,user.hero_exp:820000,material.1:50
308804	1300884	level	207	user.gold:620000,user.hero_exp:850000,material.1:50
308805	1300885	level	207	user.gold:640000,user.hero_exp:870000,material.1:50
308900	1300890	level	208	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
308901	1300891	level	208	user.gold:300000,user.hero_exp:410000,material.1:50
308902	1300892	level	208	user.gold:320000,user.hero_exp:440000,material.1:50
308903	1300893	level	208	user.gold:340000,user.hero_exp:460000,material.1:50
308904	1300894	level	208	user.gold:360000,user.hero_exp:490000,material.1:50
308905	1300895	level	208	user.gold:370000,user.hero_exp:510000,material.1:50
309000	1300900	level	208	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
309001	1300901	level	208	user.gold:390000,user.hero_exp:530000,material.1:50
309002	1300902	level	208	user.gold:410000,user.hero_exp:560000,material.1:50
309003	1300903	level	208	user.gold:430000,user.hero_exp:580000,material.1:50
309004	1300904	level	208	user.gold:440000,user.hero_exp:610000,material.1:50
309005	1300905	level	208	user.gold:460000,user.hero_exp:630000,material.1:50
309100	1300910	level	208	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
309101	1300911	level	208	user.gold:480000,user.hero_exp:650000,material.1:50
309102	1300912	level	208	user.gold:500000,user.hero_exp:680000,material.1:50
309103	1300913	level	208	user.gold:510000,user.hero_exp:700000,material.1:50
309104	1300914	level	208	user.gold:530000,user.hero_exp:730000,material.1:50
309105	1300915	level	208	user.gold:550000,user.hero_exp:750000,material.1:50
309200	1300920	level	208	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
309201	1300921	level	208	user.gold:570000,user.hero_exp:770000,material.1:50
309202	1300922	level	208	user.gold:580000,user.hero_exp:800000,material.1:50
309203	1300923	level	208	user.gold:600000,user.hero_exp:820000,material.1:50
309204	1300924	level	208	user.gold:620000,user.hero_exp:850000,material.1:50
309205	1300925	level	208	user.gold:640000,user.hero_exp:870000,material.1:50
309300	1300930	level	209	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
309301	1300931	level	209	user.gold:300000,user.hero_exp:410000,material.1:50
309302	1300932	level	209	user.gold:320000,user.hero_exp:440000,material.1:50
309303	1300933	level	209	user.gold:340000,user.hero_exp:460000,material.1:50
309304	1300934	level	209	user.gold:360000,user.hero_exp:490000,material.1:50
309305	1300935	level	209	user.gold:370000,user.hero_exp:510000,material.1:50
309400	1300940	level	209	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
309401	1300941	level	209	user.gold:390000,user.hero_exp:530000,material.1:50
309402	1300942	level	209	user.gold:410000,user.hero_exp:560000,material.1:50
309403	1300943	level	209	user.gold:430000,user.hero_exp:580000,material.1:50
309404	1300944	level	209	user.gold:440000,user.hero_exp:610000,material.1:50
309405	1300945	level	209	user.gold:460000,user.hero_exp:630000,material.1:50
309500	1300950	level	209	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
309501	1300951	level	209	user.gold:480000,user.hero_exp:650000,material.1:50
309502	1300952	level	209	user.gold:500000,user.hero_exp:680000,material.1:50
309503	1300953	level	209	user.gold:510000,user.hero_exp:700000,material.1:50
309504	1300954	level	209	user.gold:530000,user.hero_exp:730000,material.1:50
309505	1300955	level	209	user.gold:550000,user.hero_exp:750000,material.1:50
309600	1300960	level	209	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
309601	1300961	level	209	user.gold:570000,user.hero_exp:770000,material.1:50
309602	1300962	level	209	user.gold:580000,user.hero_exp:800000,material.1:50
309603	1300963	level	209	user.gold:600000,user.hero_exp:820000,material.1:50
309604	1300964	level	209	user.gold:620000,user.hero_exp:850000,material.1:50
309605	1300965	level	209	user.gold:640000,user.hero_exp:870000,material.1:50
309700	1300970	level	210	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
309701	1300971	level	210	user.gold:300000,user.hero_exp:410000,material.1:50
309702	1300972	level	210	user.gold:320000,user.hero_exp:440000,material.1:50
309703	1300973	level	210	user.gold:340000,user.hero_exp:460000,material.1:50
309704	1300974	level	210	user.gold:360000,user.hero_exp:490000,material.1:50
309705	1300975	level	210	user.gold:370000,user.hero_exp:510000,material.1:50
309800	1300980	level	210	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
309801	1300981	level	210	user.gold:390000,user.hero_exp:530000,material.1:50
309802	1300982	level	210	user.gold:410000,user.hero_exp:560000,material.1:50
309803	1300983	level	210	user.gold:430000,user.hero_exp:580000,material.1:50
309804	1300984	level	210	user.gold:440000,user.hero_exp:610000,material.1:50
309805	1300985	level	210	user.gold:460000,user.hero_exp:630000,material.1:50
309900	1300990	level	210	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
309901	1300991	level	210	user.gold:480000,user.hero_exp:650000,material.1:50
309902	1300992	level	210	user.gold:500000,user.hero_exp:680000,material.1:50
309903	1300993	level	210	user.gold:510000,user.hero_exp:700000,material.1:50
309904	1300994	level	210	user.gold:530000,user.hero_exp:730000,material.1:50
309905	1300995	level	210	user.gold:550000,user.hero_exp:750000,material.1:50
310000	1301000	level	210	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
310001	1301001	level	210	user.gold:570000,user.hero_exp:770000,material.1:50
310002	1301002	level	210	user.gold:580000,user.hero_exp:800000,material.1:50
310003	1301003	level	210	user.gold:600000,user.hero_exp:820000,material.1:50
310004	1301004	level	210	user.gold:620000,user.hero_exp:850000,material.1:50
310005	1301005	level	210	user.gold:640000,user.hero_exp:870000,material.1:50
400100	1400010	level	211	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
400101	1400011	level	211	user.gold:300000,user.hero_exp:410000,material.1:50
400102	1400012	level	211	user.gold:320000,user.hero_exp:440000,material.1:50
400103	1400013	level	211	user.gold:340000,user.hero_exp:460000,material.1:50
400104	1400014	level	211	user.gold:360000,user.hero_exp:490000,material.1:50
400105	1400015	level	211	user.gold:370000,user.hero_exp:510000,material.1:50
400200	1400020	level	211	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
400201	1400021	level	211	user.gold:390000,user.hero_exp:530000,material.1:50
400202	1400022	level	211	user.gold:410000,user.hero_exp:560000,material.1:50
400203	1400023	level	211	user.gold:430000,user.hero_exp:580000,material.1:50
400204	1400024	level	211	user.gold:440000,user.hero_exp:610000,material.1:50
400205	1400025	level	211	user.gold:460000,user.hero_exp:630000,material.1:50
400300	1400030	level	211	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
400301	1400031	level	211	user.gold:480000,user.hero_exp:650000,material.1:50
400302	1400032	level	211	user.gold:500000,user.hero_exp:680000,material.1:50
400303	1400033	level	211	user.gold:510000,user.hero_exp:700000,material.1:50
400304	1400034	level	211	user.gold:530000,user.hero_exp:730000,material.1:50
400305	1400035	level	211	user.gold:550000,user.hero_exp:750000,material.1:50
400400	1400040	level	211	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
400401	1400041	level	211	user.gold:570000,user.hero_exp:770000,material.1:50
400402	1400042	level	211	user.gold:580000,user.hero_exp:800000,material.1:50
400403	1400043	level	211	user.gold:600000,user.hero_exp:820000,material.1:50
400404	1400044	level	211	user.gold:620000,user.hero_exp:850000,material.1:50
400405	1400045	level	211	user.gold:640000,user.hero_exp:870000,material.1:50
400500	1400050	level	212	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
400501	1400051	level	212	user.gold:300000,user.hero_exp:410000,material.1:50
400502	1400052	level	212	user.gold:320000,user.hero_exp:440000,material.1:50
400503	1400053	level	212	user.gold:340000,user.hero_exp:460000,material.1:50
400504	1400054	level	212	user.gold:360000,user.hero_exp:490000,material.1:50
400505	1400055	level	212	user.gold:370000,user.hero_exp:510000,material.1:50
400600	1400060	level	212	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
400601	1400061	level	212	user.gold:390000,user.hero_exp:530000,material.1:50
400602	1400062	level	212	user.gold:410000,user.hero_exp:560000,material.1:50
400603	1400063	level	212	user.gold:430000,user.hero_exp:580000,material.1:50
400604	1400064	level	212	user.gold:440000,user.hero_exp:610000,material.1:50
400605	1400065	level	212	user.gold:460000,user.hero_exp:630000,material.1:50
400700	1400070	level	212	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
400701	1400071	level	212	user.gold:480000,user.hero_exp:650000,material.1:50
400702	1400072	level	212	user.gold:500000,user.hero_exp:680000,material.1:50
400703	1400073	level	212	user.gold:510000,user.hero_exp:700000,material.1:50
400704	1400074	level	212	user.gold:530000,user.hero_exp:730000,material.1:50
400705	1400075	level	212	user.gold:550000,user.hero_exp:750000,material.1:50
400800	1400080	level	212	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
400801	1400081	level	212	user.gold:570000,user.hero_exp:770000,material.1:50
400802	1400082	level	212	user.gold:580000,user.hero_exp:800000,material.1:50
400803	1400083	level	212	user.gold:600000,user.hero_exp:820000,material.1:50
400804	1400084	level	212	user.gold:620000,user.hero_exp:850000,material.1:50
400805	1400085	level	212	user.gold:640000,user.hero_exp:870000,material.1:50
400900	1400090	level	213	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
400901	1400091	level	213	user.gold:300000,user.hero_exp:410000,material.1:50
400902	1400092	level	213	user.gold:320000,user.hero_exp:440000,material.1:50
400903	1400093	level	213	user.gold:340000,user.hero_exp:460000,material.1:50
400904	1400094	level	213	user.gold:360000,user.hero_exp:490000,material.1:50
400905	1400095	level	213	user.gold:370000,user.hero_exp:510000,material.1:50
401000	1400100	level	213	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
401001	1400101	level	213	user.gold:390000,user.hero_exp:530000,material.1:50
401002	1400102	level	213	user.gold:410000,user.hero_exp:560000,material.1:50
401003	1400103	level	213	user.gold:430000,user.hero_exp:580000,material.1:50
401004	1400104	level	213	user.gold:440000,user.hero_exp:610000,material.1:50
401005	1400105	level	213	user.gold:460000,user.hero_exp:630000,material.1:50
401100	1400110	level	213	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
401101	1400111	level	213	user.gold:480000,user.hero_exp:650000,material.1:50
401102	1400112	level	213	user.gold:500000,user.hero_exp:680000,material.1:50
401103	1400113	level	213	user.gold:510000,user.hero_exp:700000,material.1:50
401104	1400114	level	213	user.gold:530000,user.hero_exp:730000,material.1:50
401105	1400115	level	213	user.gold:550000,user.hero_exp:750000,material.1:50
401200	1400120	level	213	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
