关键字	中文
STR_ATT1	攻擊
STR_ATT2	生命
STR_ATT3	物防
STR_ATT4	法防
STR_TIANMINGLV	天命       級
STR_TIANMINGINFO	注：天命養成可提升武將技能等級
STR_PUTON	穿戴
STR_NEEDTUPOLV	需要等級：%d/%d
STR_TUPOMAX	突破至頂級
STR_FIGHT_NORMAL_FIRST	請先挑戰普通副本
STR_NO_TIMES	沒有次數了
STR_NEED_THREE_STAR	3星可掃蕩
STR_NEED_NAME	請輸入姓名
STR_INPUT_PASSWORD	點擊輸入密碼
STR_INPUT_PAPER	點擊輸入身份證號
STR_INPUT_ONLY	只能輸入字母，數字，英文符號
STR_INPUT_LEN	帳號、密碼長度為6-16位
STR_INPUT_PAPER_ERROR	身份證不合法
STR_MAX_PROGRESS_CAN_EXPLORE	還差%d星可解鎖，通關普通關卡或精英關卡可獲得星星
STR_NEED_TIMES	掃蕩次數不能為0
STR_ACCELERATE_DESC	加速搜索可立刻獲得2小時收益，是否消耗%d
STR_CONSUME	消耗
STR_HAVE	已有
GETWAY_DESC1	暫未開啟！
GETWAY_EQUIP0	隨機0條附加屬性
GETWAY_EQUIP1	隨機1條附加屬性
GETWAY_EQUIP2	隨機2條附加屬性
GETWAY_EQUIP3	隨機3條附加屬性
GETWAY_EQUIP4	隨機4條附加屬性
GETWAY_GOD1	1條神器屬性 
GETWAY_GOD2	2條神器屬性 
STR_TIANMINGZHI	天命值
STR_UPPERCENT1	當前有 極小概率 升級
STR_UPPERCENT2	當前有 較小概率 升級
STR_UPPERCENT3	當前有 一定概率 升級
STR_UPPERCENT4	當前有 較高概率 升級
STR_UPPERCENT5	當前有 極高概率 升級
STR_UPPERCENT6	當前升級概率
STR_GEM	寶石
STR_GODEQUIP_STARNUM	%d星神器
STR_GOLD_NOTENOUGH	金幣不足
STR_ACTIVATE_GOD_REFINE_1	[部位精煉 +%d 激活  已激活】
STR_ACTIVATE_GOD_REFINE_2	[部位精煉 +%d 激活  未激活】
NEED_SELECT_EQUIP_FIRST	請先選擇一件裝備
EQUIP_NOTHAVE_GOD	這件裝備不是神器
INHERIT_SUCCESS	傳承成功！
STR_YU2	部位精煉：
STR_YU3	部位精煉
STR_GONGTONGSHANGZHENG	共同上陣
STR_TIGAO	提高
MAX_LV	已滿級
MEGRE_FAIL	合成失敗
MEGRE_SUCC	合成成功
LVUP_SUCC	升級成功，獲得%s
LVUP_FAIL	升級異常
LVUP_FAIL2	等級不能超過領主
LVUP_FAIL3	能量值+%d
STR_THE_FIGHTING	第%s戰
STR_NEED_LV	需達到%d級
STR_STAR_LV	需達到%d星
STR_NEED_OCCUPIED	需先佔領%s
STR_ATTFIGHT_DESC5	提高命中機率
STR_ATTFIGHT_DESC6	提高閃避機率
STR_ATTFIGHT_DESC7	提高暴擊機率
STR_ATTFIGHT_DESC8	提高抵抗暴擊機率
STR_PATROL_TIME	已巡邏%s小時%s分鐘
STR_NEED	消耗 %d 
STR_PATROL_TIMES	今日剩餘加速搜索次數：%d  次
STR_PATROL_MAXTIME	已達到搜索最大時間
STR_PATROL_MAX_TIMES	加速搜索次數已用完
STR_RESOLVE_ONE	單張分解可得
STR_XP	經驗
SOLDIERNUM	帶兵數量：
SOLDIERLV	等級:
SOLDIERDESC	（軍隊等級隨武將等級變化）
STR_MAIN_NAME	主公
HAVENO_HERO	暫未獲得武將
HAVENO_CHIP	暫未獲得武將碎片
SOIDIER_SKILLCANNT_LVUP	技能等級不能超過武將等級
EQUIP1	裝 備
ROLE_RESOLVE	武將分解
QUALITY_DESC	品質
CRAD	卡牌
GLOBALGET	共獲得
SOLDIERSKILL	軍 隊 強 化
SOLDIERINFO	兵 種 進 階
SOLDIERINFO_DESC1	當前兵種
SOLDIERINFO_DESC2	已解鎖
SOLDIERINFO_DESC3	階解鎖
SOLDIERINFO_DESC4	MAX
SOLDIERSKILLLIMIT	%d階解鎖
SOLDIERLVUP	進階
SOLDIERLVUP1	進 階
SOLDIERARM	穿裝
EXPDESC	點擊圖標可以直接使用，長按連續使用
GEMLIST	寶石列表
EQUIPLIST	裝備列表
GETWAY	獲得途徑
INFO	信息
INHERIT	傳承
INHERIT_1	傳  承
EXCHANGE	更換
DISCHRGE	卸下
REFINE	洗  練
REFINE_1	一鍵洗練
REFINE_SUCC	洗練成功
ROLESEL	武 將 選 擇
NUMS	數量
AUTOUNDRESS	一鍵卸下
UPGRADE	升級
UPGRADE1	升 級
UPGRADE2	升   級
STR_BUILD	建 造
STR_BUILD_1	建   造
GEMEQUIPINFO	點擊空槽可以進行寶石鑲嵌
GEMUPGRADE	寶石升級
GEMUPGERADE_DESC1	材料不足，無法合成此寶石
GEMUPGERADE_DESC2	能量值為所有寶石共享，攢滿能量可升級
GEMUPGERADE_NEED	升級消耗
GEMUPGERADE_DESC3	直接點擊圖標使用
GEMUPGERADE_VALUE	能量值
GEM_PAGE_1	攻擊石
GEM_PAGE_2	物防石
GEM_PAGE_3	法防石
GEM_PAGE_4	生命石
GEM_MERGE_DESC_1	可合成數量
GEM_MERGE_DESC_2	合成個數
GEM_MERGE_DESC_3	消耗道具
GEM_MERGE_DESC_4	寶石合成
NO_EQUIP_FOR_FUSION	沒有可熔煉的裝備
FUSION_DESC_1	用於提升武將品階
AUTO_FUSION	批量熔煉
FUSION	熔  煉
DISMANTLING	拆  解
DISMANTLING_DESC	遠古裝備可拆解為高等級遠古裝備碎片
DISMANTLING_DESC_1	未開放分解
COLOR_EQUIP_1	普通裝備
COLOR_EQUIP_2	傑出裝備
COLOR_EQUIP_3	稀有裝備
COLOR_EQUIP_4	史詩裝備
COLOR_EQUIP_5	神話裝備
FAST_FUSION_EQUIP	批量熔煉對應品質裝備
FAST_FUSION	一鍵熔煉
FORGE	打造
FORGE_1	打  造
FUSION_NUM	熔煉值：
FUSION_NUM1	熔煉值
BLACKSMITH	鐵 匠 鋪
NEED_FUSION	打造所需熔煉值：
FORGE_EQUIP	打 造 裝 備
HAD_FUSION	當前擁有熔煉值：
REFRESH_TIMES	今日免費刷新次數：%d
NEED_CASH2	是否花費%d鑽石更換暱稱？
NEED_CASH4	是否花費%d鑽石刷新熱點武將？
NEED_CASH3	是否花費%d鑽石替換玉璧？
HAD_NOT_ENOUGH_FUSION	您的熔煉值不足，請熔煉裝備獲得更多的熔煉值
FREE_TIMES	今日剩餘：
TAVERN	招募
TEN_TAVERN	十連抽至少獲得1名
YELLOW_CARD	橙將
NOR_TRVERN	普通奇遇
CASH_TRVERN	至尊奇遇
CASH_TEN_TRVERN	上古奇遇
TRVEN_DESC_1	後免費
TRVEN_DESC_2	再招
TRVEN_DESC_3	您的擁有的招募令不足1個
TRVEN_DESC_4	將花費%d進行一次至尊招將你確定要這麼做麼
TRVEN_DESC_5	本次招募必出橙將
TRVEN_DESC_6	次後出橙將
TRVEN_DESC_7	抽到已有的武將，可用於高級突破。
TRVEN_DESC_8	每日
TRVEN_DESC_9	點重置免費次數
TRVEN_DESC_10	5
TRVEN_DESC_11	本服出現
TRVEN_DESC_12	及以上玩家解鎖
TRVEN_DESC_13	名人招募
TRVEN_DESC_14	借助名人人品招募極品武將！
TRVEN_DESC_15	人品排名
TRVEN_DESC_16	自 己 抽
TRVEN_DESC_17	邀請抽卡
TRVEN_DESC_18	人品帝
TRVEN_DESC_19	神抽王
TRVEN_DESC_20	幸運星
CASH_NOT_ENOUGH	你的鑽石不足。再儲值%d鑽石您就可以達到VIP%d
RESCPINFO_DES1	開始挑戰
RESCPINFO_DES2	全服排行
TAVERN_YES	有錢任性
TAVERN_NO	不傳承
FREE_TIME	本次免費
FREE_NONE	免費次數用盡
GOLDMINE_LEVEL	金礦開采區：
GOLDMINE_PEOPLE_NUM	礦區人數：
GOLDMINE_FIGHT_TIMES	今天還可與他人戰鬥次數：
GOLDMINE_OCCUPY_TIMES	剩餘掠奪次數：
GOLDMINE_REMAIN_TIME	剩餘開采時間：
GOLDMINE_PROMPT_1	您處於免戰期間不能佔領其它金礦
GOLDMINE_PROMPT_2	您處於免戰期間不能掠奪其它玩家
GOLDMINE_PROMPT_3	您處於免戰期間不能撤退
GOLDMINE_PROMPT_4	對方處於免戰期間不能對其進行掠奪
GOLDMINE_PROMPT_5	您的佔領時間已經用完,請明天再來！
GOLDMINE_PROMPT_6	對方已撤軍，佔領金礦成功！
GOLDMINE_PROMPT_7	掠奪失敗時押金將收入金礦！
GOLDMINE_OCCUPY_SUCCESS	佔領成功！
GOLDMINE_OCCUPY_MSG_1	掠奪金礦需要當前已累積金幣的%s作為押金，您的金幣不足！
GOLDMINE_OCCUPY_MSG_2	撤退會將金礦中的所有金幣發送郵箱，您確定要撤退？
GOLDMINE_ERROR_1	此金礦已經被其他人佔領，請您稍後再試。
GOLDMINE_ERROR_2	您正在被其他人掠奪，請您稍後再試。
GOLDMINE_ERROR_3	對方處於免戰期間，請您稍後再試。
GOLDMINE_ERROR_4	對方處於結算期間，請您稍後再試。
GOLDMINE_ERROR_5	您處於免戰期間，請您稍後再試。
GOLDMINE_ERROR_6	您處於結算期間，請您稍後再試。
GOLDMINE_ERROR_7	對方已經撤離該礦，佔領成功。
GOLDMINE_ERROR_8	此金礦已經被其他人佔領，請刷新後再試。
GOLDMINE_NAME_1	王者金礦
GOLDMINE_NAME_2	富饒金礦
GOLDMINE_NAME_3	普通金礦
GOLDMINE_NAME_4	貧瘠金礦
GOLDMINE_NAME_5	枯竭金礦
GOLDMINE_COLLECT_TIME	開采時間：
GOLDMINE_EXTRA_GOLD	再開采：                 可額外獲得：
GOLDMINE_EXTRA_GOLD_1	再開采：                 可累計獲得：
GOLDMINE_REPORT_1	將
GOLDMINE_REPORT_11	從
GOLDMINE_REPORT_2	打的落荒而逃。
GOLDMINE_REPORT_3	打的落荒而逃獲得
GOLDMINE_REPORT_4	企圖將
GOLDMINE_REPORT_5	趕走，結果被吊打。
GOLDMINE_REPORT_6	趕走，結果被吊打並損失了
GOLDMINE_DESC_1	是否放棄當前金礦，佔領此礦？
GOLDMINE_DESC_2	金礦掠奪需要當前已累積金幣的%s作為押金
GOLDMINE_DESC_3	掠奪勝利，獲得金幣%d，放入自己金礦
GOLDMINE_DESC_4	挖礦體力不足
GOLDMINE_DESC_5	VIP1開啟礦鎬購買次數
GOLDMINE_DESC_6	需要主公等級達到%d級才能進入下一層
GOLDMINE_DESC_7	%d級解鎖下一層
FRIENDS_CHAT_DESC_1	消息長時間未閱讀會被清除
FRIENDS_DESC_22	攻 擊
FRIENDS_DESC_23	攻擊獎勵
FRIENDS_DESC_24	是否確定刪除該好友？
FRIENDS_DESC_25	結束後根據排名以郵件方式發放獎勵
FRIENDS_DESC_26	積 分
FRIENDS_DESC_27	添 加 好 友
FRIENDS_DESC_28	已 為 好 友
FRIENDS_DESC_29	搜 索
FRIENDS_DESC_30	立 即 搜 索
FRIENDS_DESC_31	助戰次數不足
FRIENDS_DESC_32	級開啟
FRIENDS_DESC_33	未上榜
FRIENDS_DESC_34	消耗
FRIENDS_DESC_35	積 分
FRIENDS_DESC_36	申請列表沒有申請可刪除
FRIENDS_DESC_37	你已拒絕了對方的好友申請
FRIENDS_DESC_38	你已通過了對方的好友申請
FRIENDS_DESC_43	不能添加自己為好友
FRIENDS_DESC_44	對方不是你的好友，無法挑戰
FRIENDS_DESC_45	成功收發禮物
FRIENDS_DESC_46	沒有禮物可收取
FRIENDS_DESC_47	你已拒絕所有好友申請
FRIENDS_DESC_48	暫時沒有好友
FRIENDS_DESC_49	成功贈送%s一份精美禮品
FRIENDS_DESC_50	尚未選中好友
CHECK_INFO_DESC1	添加好友
CHECK_INFO_DESC2	防守陣容
CHECK_INFO_DESC3	國家：
CHECK_INFO_DESC4	官職：
CHECK_INFO_DESC5	競技場排名：
CHECK_INFO_DESC6	爬塔排名：
POP_WINDOW_DES1	立即前往
POP_WINDOW_DES2	前往查看
POP_WINDOW_DES3	查看詳情
POP_WINDOW_DES4	每日儲值達到
POP_WINDOW_DES5	一定金額
POP_WINDOW_DES6	，可額外領取大量鑽石及
POP_WINDOW_DES7	超值禮品
POP_WINDOW_DES8	武器羽翼幻化特殊效果
POP_WINDOW_DES9	等你拿！
POP_WINDOW_DES10	元即送
POP_WINDOW_DES11	鑽石
POP_WINDOW_DES12	做任務，換大獎
POP_WINDOW_DES13	雙倍
POP_WINDOW_DES14	產出，嗨翻全場！
POP_WINDOW_DES15	紅將
POP_WINDOW_DES16	獲取、突破一步到位
POP_WINDOW_DES17	招財龍
POP_WINDOW_DES18	鑽石翻倍！
POP_WINDOW_DES19	今日不再顯示
THIS_ACTIVITY_REMAIN_TIME	距離本次活動剩餘時間:
REMAINDER_TIME	剩餘時間：
REMAINDER_TIME1	剩餘時間
REMAINDER_TIME2	剩餘時間:%d天
REMAINDER_TIME3	%d天
REMAINDER_TIME4	%d 天
ALL_OWNER	天下大勢
CITY	城池
OWNER	佔領者
REMAINDER_TIME_1	剩 餘 時 間
NEED_FOOD_1	消耗糧草：
YOU_HAD_OCCUPY_ONE_CITY	一人同時只能擔任一個城池的太守，若要佔領%s，請先放棄之前的城池。
REOCCUPY_CITY	棄城後%d秒才能再次佔領該城池，現在還剩%d秒
NOT_ENOUGH_FIGHTFORCE	實力差距過於懸殊，請先提升自己的實力。
FIGHTING	該城正在被攻打，請稍後再試。
GOTO	前往
CAN_OCCUPY_ONE_CITY	一人同時只能擔任一個城池的太守，確定佔領%s嗎？
CONGRATULATIONS_TO_OCCUPY	恭喜你成為了%s的太守！
LEAVE_THE_CITY	棄城後將立刻獲得累積的獎勵，但在5分鐘內無法再次佔領該城池，確定棄城嗎？
THE_CITY_HAD_OCCUPY	城池好像被其他玩家佔領了，請重新打開介面查看
MY_CITY_HAD_OCCUPY	城池被其他玩家攻打中，請稍後重新打開介面查看
CONGRATULATIONS_TO_OCCUPY_1	前任太守已經卸任，恭喜你成為了%s的太守！
RESCP_DESC1	今日剩餘%s次
RESCP_DESC2	今日剩餘
BUY	購買
BUY_1	購  買
REFRESH	刷新
REFRESH_1	刷  新
ARE_YOU_SURE_COST	主公，確認花費%d鑽石刷新商店？
REFRESH_TIME	刷新時間：
REFRESH_TIME1	刷新時間
REFRESH_TIME2	本輪剩餘時間:%s天
NOT_ENOUGH_CASH	鑽石不足
NOT_ENOUGH_ARENA	軍功不足
NOT_ENOUGH_TOWER	塔幣不足
NOT_ENOUGH_LEGION	軍團幣不足
NOT_ENOUGH_TOKEN	榮譽令牌不足
NOT_ENOUGH_LEGIONWAR	軍團戰貨幣不足
NOT_ENOUGH_FOOD	糧草不足
NOT_ENOUGH_LEGIONTIRAL	冒險幣不足
NOT_ENOUGH_COUNTRYWAR	軍資不足
NOT_ENOUGH_COUNTRY_SALARY	俸祿不足
SUCCESS_REFRESH	刷新成功
NOT_ENOUGH_SOUL	將魂不足
NOT_ENOUGH_ARENA_RANK	擂臺排名未到達
NOT_ENOUGH_TOWER_STAR	總星數未到達
NOT_ENOUGH_POSITION	官職不足
COST_CASH_TO_BUY	將花費%d鑽石購買%s個
DIFF_SELECT	難度選擇
RESCP_DESC3	今日剩餘次數：1/3次
NEED_FOOD	消耗糧草：%d
LV_LIMIT	%d級解鎖
CP_DESC	副本描述：
MAY_DESC	可能掉落：
STR_RETREAT	撤    退
STR_RETREAT1	撤 退
GO_AND_GET	前往獲取
STR_OCCUPY	佔領
STR_OCCUPY1	占    領
STR_OCCUPY2	占 領
STR_NOBODY_OCCUPY	無人佔領
STR_RETREAT_SUCCESS	撤退成功
STR_GOLD_PERHOUR	金幣/小時
ACCUMULATE_GOLD	累積金幣：
STR_ROB	掠 奪
MINE_DES1	等級:
MINE_DES2	數目:
MINE_DES3	剩餘時間:
MINE_DES4	上一層
MINE_DES5	下一層
MINE_DES6	查 看 列 表
MINE_DES7	一 鍵 收 礦
MINE_DES8	獲取礦物
MINE_DES9	確 定
POWERENDDES1	勢力滅亡
STR_DRIVE	驅 趕
PRODUCE	產出
CAN_SEE_CITY	不顯示未通過的城市
STR_YOU	您
AUTO_EQUIP	一鍵裝備
UP_SUCC	進階成功
EQUIP_SUCC	穿戴成功
EQUIP_FAIL	無可穿戴裝備
EQUIP_LIMIT	級可穿戴
MESSAGE_3	是否花費%d金幣直接傳承
STR_RANK_1	排
STR_RANK_2	排 行 榜
STR_RANK_3	排 行
STR_AWARD	獎勵
STR_AWARD1	獎 勵
ARENA_CHALLENGE_TODAY	今日可挑戰     次
ARENA_EXTRA_CHALLENGE_SUCCESS	再挑戰成功     次
ARENA_SUCC_GET_HONOR	挑戰成功可獲得%d軍功
ARENA_SUCC_GET_HONOR_EXTRA	再挑戰成功%d次可額外獲得%d軍功
ARENA_RANK	第 %d 名
ARENA_RANK_AREA	第%s名
ARENA_AWARDS_INFO_1	第
ARENA_AWARDS_INFO_2	名 - 第
ARENA_AWARDS_INFO_3	名
STR_MY_HONOR	我的軍功
STR_CHALLENGE	挑戰
STR_CHALLENGE1	挑 戰
BUY_TIMES_OVER	購買次數已達上限！
TOWER_AUTOFIGHT	三星掃蕩
TOWER_REFRESH	免費重置
TOWER_CASHREFRESH	重置
TOWER_GUANQIA	第%d關
TOWER_ATT	當前屬性加成
TOWER_HAVE	當前可用%d
TOWER_TOWER	我的功勛:
TOWER_TIME	%d 秒內勝利
TOWER_DEAD	陣亡武將不超過%d個
TOWER_AUTOFIGHT_DESC	三星通關開啟掃蕩
TOWER_NONEATT	當前無屬性加成
TOWER_AWARD_TITLE	奪 星 獎 勵
TOWER_STARAWARD_TITLE	選擇加成
TOWER_RESET_NOW	是否要放棄現有進度重置？
TOWER_RESET_NO	無需重置
TOWER_TALK_1	超過%s秒可就得不到3星咯！
TOWER_TALK_2	死亡超過%s人可就得不到3星咯！
TOWER_TALK_3	每日5:00重置千層塔，可重新再戰！
TOWER_TALK_4	你已通關千層塔所有關卡，真是太強了！
TOWER_NEED_STAR	星星數量不足！
TOWER_CANUSE	當前可用:
TOWER_NEED_DESC	消耗:
TOWER_AUTOEND	掃蕩完成
TOWER_NEXT	確認選擇
TOWER_ATTADD_DESC	點擊選擇屬性加成（可多選）
TOWER_TOTAL_STAR	歷史最高星星數為：
TOWER_DESC_TX	每5層可獲得特殊寶箱
TOWER_DESC_1	歷史
TOWER_DESC_2	前%s關可以掃蕩！
TOWER_DESC_3	已無重置次數了！提高VIP等級可以獲得額外重置次數！
TOWER_DESC_4	是否花費%s鑽石重置？
TOWER_DESC_5	，可用
TOWER_DESC_6	（歷史最高
TOWER_DESC_7	塔幣：
TOWER_DESC_8	刷 新
TOWER_DESC_9	免費
TOWER_DESC_10	當前
TOWER_DESC_11	剩餘確認次數：
TOWER_DESC_12	剩餘次數不足
TOWER_DESC_13	您沒有選擇任何屬性加成，是否消耗確認次數？
SHOP	商店
SHOP_DESC_1	積分賽挑戰獲勝即可獲得榮譽令牌
SHOP_DESC_2	還有未購買的武將卡牌，確定刷新麼？
SHOP_DESC_3	還有未購買的紅色武將碎片，確定刷新麼
SHOP_DESC_4	VIP越高、購買次數越多！               黑市商店每日5點重置
SHOP_DESC_5	已達購買上限
SHOP_DESC_6	今日可購買%d次
SHOP_DESC_7	目標物品
SHOP_DESC_8	稀 有 寶 箱
SHOP_DESC_9	開寶箱
SHOP_DESC_10	%s數量不足
SHOP_DESC_11	你的%s數量不足，是否花費%d鑽石打開此寶箱？
SHOP_DESC_12	你是否願意消耗%d個%s打開此寶箱？
SHOP_DESC_13	%s數量不足
SHOP_DESC_14	免費(%d)
SHOP_DESC_15	部分商品官職達到指定品階可購買，官職商店商品每周一
STR_UPGRADE_STAR	升星
CHANGE_ROLE	換將
HAD_GOLD	擁有金幣
STR_BATTLE_REPORT	戰報
STR_BATTLE_REPORT1	戰 報
FUSION_SUCCESS	熔煉成功
NO_CAN_USED_EQUIP	沒有可用裝備
FORCE_SUCCESS	打造成功
STR_SWALLOW	吞噬
BTN_AUTO_FILTER	自動篩選
SUIT_DESC_1	件效果
SUIT_DESC_2	未穿戴神器
SUIT_DESC_3	全身神器達到
SUIT_DESC_4	每個裝備鑲嵌4顆
SUIT_DESC_5	神器大師
SUIT_DESC_6	未穿戴裝備
SUIT_DESC_7	寶石大師
SUIT_DESC_8	套裝效果
SUIT_DESC_9	星
SUIT_DESC_10	級寶石
SUIT_DESC_11	精煉大師
SUIT_DESC_12	全部部位精煉達到
SUIT_DESC_13	精煉值
SUIT_DESC_14	精煉成功
SUIT_DESC_15	套裝激活
SUIT_2	神器套裝
SUIT_1	遠古套裝
SUIT_3	寶石套裝
SUIT_4	精煉大師
NORMAL	普 通
ELITE	精 英
NORMAL2	普通
ELITE2	精英
RAIDS	掃    蕩
RAIDS2	掃 蕩
RAIDS_FIVE	掃 蕩 五 次
RAIDS_TEN	掃 蕩 十 次
RAIDS_AGAIN_1	再 掃 一 次
RAIDS_AGAIN_2	再 掃 十 次
RAIDS_AGAIN_3	再 掃 五 次
COMBAT	切    磋
COMBAT2	切磋
OTHER_CAMP	其他勢力
PER_MIN_CAN_GET	每10分鐘
GO_FIGHITING	出征關卡
ACCELERATE_PATROL	加速搜索
GAIN	收  獲
GE	個
TIMES	次
REMAINDER_PATROL_TIMES	今日剩餘加速搜索次數:
BEGIN	開    始
UP_PATROL_TIMES	（可提升VIP等級增加加速搜索次數）
PATROL_GET	搜索
HAD_PATROL	當前已掛機
HOUR	時
MINUTE_HAD_GET	分鐘，收獲如上
PATROL_-	搜索
HAD_PATROL1	已搜索
MINUTE	分
HAD_NUM	當前已有數量：%d
RAIDS_RESULT	掃蕩結果
UNIT_PRICE	單價： 
GET	獲得： 
ENTER_THE_NUM	請輸入數量
SELL	賣  出
NUM_1	一
NUM_2	二
NUM_3	三
NUM_4	四
NUM_5	五
NUM_6	六
NUM_7	七
NUM_8	八
NUM_9	九
NUM_10	十
STR_JIAN	件
SORRY_NO_EQUIP	暫時沒有可選擇的裝備
STR_SOLDIER_SKILL_DESC	，同時增加該武將士兵
EXTEND_BAG_NEED	擴充背包需要消耗%d鑽石，是否擴充？
RESIGN_NEED	補簽需要消耗%d鑽石，是否補簽？
SIGN_NEED_VIP	vip等級不足，提高vip等級可進行補簽！
BAG	背  包
BAG_REACHED_MAX	背包已達上限
STR_ADDATT_DESC1	（對
STR_ADDATT_DESC2	級敵人的效果）
BAG_HAD_NO_EQUIPED_GEM	背包裡沒有可用於裝備的寶石
USE	使  用
SUCCESS_SELL	出售成功
SELL_1	出  售
SELL_2	查  看
SOLD_OUT	售  罄
STR_HAD	擁有
STR_TO_BUY	確認購買
CONGRATULATION_TO_GET	恭喜獲得
ACCIDENT_GET	意外獲得
BLACK_SHOP_OPEN_VIP	VIP%d 永久開啟
BLACK_SHOP_OPEN_VIP1	VIP0 機率開啟
BLACK_SHOP_NOT_OPEN	黑市暫未開啟
REFRESH_LIMIT	刷新已達上限
STR_OK	確定
STR_OK2	確  定
EXCHANGE_ROLE_DESC_1	繼承等級
EXCHANGE_ROLE_DESC_2	繼承士兵進階等級
EXCHANGE_ROLE_DESC_3	替換可穿戴裝備
EXCHANGE_ROLE_DESC_4	返還突破石
EXCHANGE_ROLE_DESC_5	返還強化消耗武將卡
EXCHANGE_ROLE_DESC_6	返還封將消耗
ROLE_TUPO_ACTIVE_DESC	突破%s激活
STR_PERCENT_100	1
STR_GET	領取
STR_ONDOING	未達成
STR_CANGET	可領取
STR_HAVEGET	已領取
STR_NEEDSTAR	到達:
STR_CLOSE	關    閉
MAX_FUSION_EQUIP	最多只可同時熔煉6件裝備
STR_HIGH	高
STR_EXTRA_GET	額外獲得
STR_HONOR	軍功
STR_TOWER	功勛
STR_ARENA_1	競技場
STR_LOOK_OVER	查 看
STR_ME_KING	朕
STR_ME	我
STR_ONEDAY_BEFORE	一天前
MINE_DES100	幾天後
MINE_DES101	下點挖礦體力恢復：%s
MINE_DES102	全部挖礦體力恢復：%s
MINE_DES103	挖礦體力恢復時間：%d分鐘
UNLOCK_ARENA	第%d名解鎖
UNLOCK_TOWER	%d星解鎖
SELECT_SERVER	點擊選區
LOGIN_INFO_TX	帳號等級最高伺服器
ENTER_THE_GAME	進入遊戲
VITALITY	活躍度
NOT_OPEN_PATROL	當前尚未通關副本
STR_AREA	區
STR_RETURN	返回
STR_RETURN_1	返  回
STR_TAME	馴  養
ACTIVE_ACHIEVE	活躍度達到
HAVE_NO_GOD	無此神器屬性
STR_COUNT	次數
STR_NOTOPEN	未開啟
GAME_NOTICE	遊戲公告
FIRSTRECHARGE_DES1	趙雲、夏侯淵、甘寧、公孫瓚
FIRSTRECHARGE_DES2	四選一！
BATTLE_FAILURE_INFO	戰亂不止，民不聊生，百姓期待王者
STR_STATISTICS	統  計
STR_HAVESOUL	成功分解%s張%s卡牌獲得%s將魂
STR_RESOLVE_ONES	成功分解1張%s獲得%s將魂
SELL_GOD_EQUIP	當前裝備為神器，是否出售？
MAX_BAG_EQUIP	裝備容量：
SELL_ORANGE_EQUIP	當前裝備為高品質裝備，是否出售？
MERGE_DESTINY_DESC	高級天命石只在天命+10之後可用，是否繼續合成？
MERGE_DESTINY_LIMIT_DESC	需要%s級才能合成高級天命石！
STR_COUNTER_RELATION1	克制關係
STR_COUNTER	克制
STR_COUNTER_INFO_1	克制效果
STR_COUNTER_INFO_2	攻擊力增加20%
STR_COUNTER_INFO_3	防禦力增加20%
PROFESSION_NAME1	物攻
PROFESSION_NAME2	法攻
PROFESSION_NAME3	防禦
PROFESSION_DESC1	移動速度中等，可以吸引兩個近身攻擊兵種攻擊，攻擊騎兵時會造成更多的傷害，但被遠程攻擊會承受更多的傷害。
PROFESSION_DESC2	移動速度慢，攻擊速度快，攻擊步兵時會造成更多的傷害，但被騎兵攻擊會承受更多的傷害。
PROFESSION_DESC3	移動速度快，當前方沒有其他兵種阻攔時會繞到敵人後方進行攻擊，攻擊遠程時會造成更多的傷害，但被步兵攻擊會承受更多的傷害。
PROFESSION_TITLE	兵種：
PROFESSION2_DESC1	近身攻擊兵種
PROFESSION2_DESC2	遠程攻擊兵種
PROFESSION2_DESC3	近身攻擊兵種
PROFESSION3_DESC1	步兵
PROFESSION3_DESC2	遠程
PROFESSION3_DESC3	騎兵
STR_SWALLOW_SUCC	吞噬成功
ACTIVE_AWARD	活躍度禮包
THIEF_HAD_RAN	山賊已經跑了
EXTEND_BAG_SUCC	擴展背包成功
EXTEND_BAG	擴展背包
EQUIP_SELECT_INFO_1	一次最多只能選擇%d件裝備
CHALLENGE_NOT_ENOUGH	挑戰次數不足
CURR_AVTIVE	 ( 當前激活 )
LEGION_ID	軍團ID
LEGION_FIND	查 找
LEGION_NAME	軍團名稱
LEGION_ICON	軍團圖標
LEGION_ICON_TITLE	軍 團 圖 標
LEGION_CREATE	創建軍團
LEGION_JION	加入軍團
LEGION	軍團
LEGION_TITLE	軍 團
LEGION_MEMBER_TITLE	軍 團 大 廳
LEGION_CREATE_TITLE	創 建 軍 團
LEGION_JION_TITLE	加 入 軍 團
LEGION_SET	軍團設置
LEGION_SET_TITLE	軍 團 設 置
LEGION_PUB	軍團公告
LEGION_PUB_CHANGE	修改公告
LEGION_PUB_CHANGE_TITLE	修 改 公 告
LEGION_PUB_DEFAULT	這個團長很懶什麼都沒留下
LEGION_APPLY_LIST	入 團 申 請
LEGION_APPLY_LIST_DESC1	 暫 時 沒 有 申 請
LEGION_DISMISS	解散軍團
LEGION_POS	軍團職位
LEGION_POS1	軍團長
LEGION_POS2	副軍團長
LEGION_POS3	軍師
LEGION_POS4	團員
LEGION_LOG	軍團日志
LEGION_LOG_TITLE	軍 團 日 志
LEGION_LOG2	日 志
LEGION_LV	軍團等級
LEGION_MEMBER	成員
LEGION_LIMIT	%s開啟
LEGION_CHANGE_ICON	修 改
LEGION_NAME_LIMIT	軍團名稱不能超過6個字
LEGION_ID_LIMIT	請輸入軍團ID
