Key	文本内容
text_materialsNameId_101455	屠龍補給箱Lv.55
text_materialsNameId_101456	屠龍補給箱Lv.56
text_materialsNameId_101457	屠龍補給箱Lv.57
text_materialsNameId_101458	屠龍補給箱Lv.58
text_materialsNameId_101459	屠龍補給箱Lv.59
text_materialsNameId_101460	屠龍補給箱Lv.60
text_materialsNameId_101501	屠龍至尊寶箱
text_materialsNameId_101502	屠龍霸主寶箱
text_materialsNameId_101503	屠龍狂魔寶箱
text_materialsNameId_101504	屠龍勇者寶箱
text_materialsNameId_101505	屠龍先鋒寶箱
text_materialsNameId_101506	屠龍貢獻寶箱
text_materialsNameId_101601	強者禮盒
text_materialsNameId_101602	王者禮盒
text_materialsNameId_101603	至尊禮盒
text_materialsNameId_101701	旅人裝備箱
text_materialsNameId_101702	冰晶裝備箱
text_materialsNameId_101703	犀牛裝備箱
text_materialsNameId_101704	雷霆裝備箱
text_materialsNameId_101705	龍鱗裝備箱
text_materialsNameId_101706	巨龍裝備箱
text_materialsNameId_101707	雷神裝備箱
text_materialsNameId_109901	首儲橙將包
text_materialsNameId_109904	新手英雄包
text_materialsNameId_109911	神話英雄包
text_materialsNameId_109921	遠古英雄包·近戰
text_materialsNameId_109922	遠古英雄碎片·近戰
text_materialsNameId_109931	遠古英雄包·遠程
text_materialsNameId_109932	遠古英雄碎片·遠程
text_materialsNameId_110002	好友禮物
text_materialsNameId_200001	遠古魂晶碎片
text_materialsNameId_200002	覺醒神石碎片
text_materialsNameId_200101	龍晶碎片
text_materialsNameId_200201	普通裝備碎片
text_materialsNameId_200202	傑出裝備碎片
text_materialsNameId_200203	稀有裝備碎片
text_materialsNameId_200204	史詩裝備碎片
text_materialsNameId_200205	神話裝備碎片
text_materialsNameId_200206	遠古裝備碎片
text_materialsNameId_200207	創世裝備碎片
text_materialsNameId_200301	黃銅鑰匙碎片
text_materialsNameId_200302	白銀鑰匙碎片
text_materialsNameId_200303	黃金鑰匙碎片
text_materialsNameId_200304	紫金鑰匙碎片
text_materialsNameId_200305	鑽石鑰匙碎片
text_materialsNameId_200306	王者鑰匙碎片
text_materialsNameId_300001	炸藥
text_materialsNameId_300002	雷管
text_materialsNameId_300004	喇叭
text_materialsNameId_300005	金蘋果
text_materialsNameId_300006	龍珠
text_materialsNameId_300007	補償寶箱
text_materialsNameId_300008	命運之針
text_materialsNameId_300101	3個礦鋤
text_materialsNameId_300102	5個礦鋤
text_materialsNameId_300103	終極寶箱
text_materialsNameId_300104	神秘寶藏
text_materialsNameId_300105	神秘寶藏
text_materialsNameId_300106	神秘寶藏
text_materialsNameId_300201	新手寶箱#1
text_materialsNameId_300202	新手寶箱#2
text_materialsNameId_300203	新手寶箱#3
text_materialsNameId_300204	新手寶箱#4
text_materialsNameId_300401	獎池1%
text_materialsNameId_300402	獎池5%
text_materialsNameId_300403	獎池10%
text_materialsNameId_310001	無盡傀儡
text_materialsNameId_310002	秘匣
text_materialsNameId_310003	高級秘匣
text_materialsNameId_310004	龍之印記
text_materialsNameId_310005	神秘鑰匙
text_materialsNameId_310006	隨機魔法卡
text_materialsNameId_399998	世界之石
text_materialsNameId_399999	神奇面板
text_materialsNameId_400001	特權卡(30天)
text_materialsNameId_400002	高級特權卡(30天)
text_materialsDescId_1	提升英雄突破等級的必要道具，蘊含著驚人的能量
text_materialsDescId_2	英雄頭銜晉級的必要道具，使用龍骨鍛造七七四十九天而成
text_materialsDescId_3	提升英雄天命等級的必要道具
text_materialsDescId_4	提升英雄天命等級至+11及以上的必要道具，可由天命石合成獲得
text_materialsDescId_5	用於強化裝備，散發著神的氣息
text_materialsDescId_6	部隊進階的必要道具，可由軍械合成獲得
text_materialsDescId_11	用於裝備精煉的低級精煉材料，可提升5點精煉經驗
text_materialsDescId_12	用於裝備精煉的中級精煉材料，可提升10點精煉經驗
text_materialsDescId_13	用於裝備精煉的高級精煉材料，可提升25點精煉經驗
text_materialsDescId_14	用於裝備精煉的極品精煉材料，可提升50點精煉經驗
text_materialsDescId_21	用於英雄等級提升，提供600點英雄經驗
text_materialsDescId_22	用於英雄等級提升，提供1200點英雄經驗
text_materialsDescId_23	用於英雄等級提升，提供9000點英雄經驗
text_materialsDescId_31	使用後可直接獲得2小時野外掛機收益
text_materialsDescId_32	使用後可直接獲得5小時野外掛機收益
text_materialsDescId_33	使用後可直接獲得12小時野外掛機收益
text_materialsDescId_34	使用後可直接獲得24小時野外掛機收益
text_materialsDescId_41	英雄部位覺醒的必要道具，可激發身體的潛能。
text_materialsDescId_42	用於英雄部位極限覺醒的石頭，可激活隱藏在體內的神秘能量。
text_materialsDescId_50	較為粗糙的圖紙，可用於改良史詩裝備
text_materialsDescId_51	精密的圖紙，可用於改良神話裝備
text_materialsDescId_52	精心設計的圖紙，可用於改良遠古裝備
text_materialsDescId_53	鬼斧神工的圖紙，可用於改良創世裝備
text_materialsDescId_61	用於神話裝備、遠古裝備、創世裝備改良的珍貴材料
text_materialsDescId_62	用於創世裝備改良的珍貴材料
text_materialsDescId_72	用於將英雄提升至傑出級，十分珍貴。
text_materialsDescId_73	用於將英雄提升至稀有級，十分珍貴。
text_materialsDescId_74	用於將英雄提升至史詩級，十分珍貴。
text_materialsDescId_75	用於將英雄提升至神話級，十分珍貴。
text_materialsDescId_76	用於將英雄提升至遠古級，十分珍貴。
text_materialsDescId_77	用於將英雄提升至創世級，十分珍貴。
text_materialsDescId_100	聖武進階的必要道具，十分珍貴
text_materialsDescId_101	只能在聖武1階時使用的進階道具
text_materialsDescId_102	只能在聖武2階時使用的進階道具
text_materialsDescId_103	只能在聖武3階時使用的進階道具
text_materialsDescId_104	只能在聖武4階時使用的進階道具
text_materialsDescId_105	只能在聖武5階時使用的進階道具
text_materialsDescId_106	只能在聖武6階時使用的進階道具
text_materialsDescId_107	只能在聖武7階時使用的進階道具
text_materialsDescId_108	只能在聖武8階時使用的進階道具
text_materialsDescId_109	只能在聖武9階時使用的進階道具
text_materialsDescId_110	只能在聖武10階時使用的進階道具
text_materialsDescId_200	聖翼進階的必要道具，十分珍貴
text_materialsDescId_201	只能在聖翼1階時使用的進階道具
text_materialsDescId_202	只能在聖翼2階時使用的進階道具
text_materialsDescId_203	只能在聖翼3階時使用的進階道具
text_materialsDescId_204	只能在聖翼4階時使用的進階道具
text_materialsDescId_205	只能在聖翼5階時使用的進階道具
text_materialsDescId_206	只能在聖翼6階時使用的進階道具
text_materialsDescId_207	只能在聖翼7階時使用的進階道具
text_materialsDescId_208	只能在聖翼8階時使用的進階道具
text_materialsDescId_209	只能在聖翼9階時使用的進階道具
text_materialsDescId_210	只能在聖翼10階時使用的進階道具
text_materialsDescId_300	聖騎進階的必要道具，十分珍貴
text_materialsDescId_301	只能在聖騎1階時使用的進階道具
text_materialsDescId_302	只能在聖騎2階時使用的進階道具
text_materialsDescId_303	只能在聖騎3階時使用的進階道具
text_materialsDescId_304	只能在聖騎4階時使用的進階道具
text_materialsDescId_305	只能在聖騎5階時使用的進階道具
text_materialsDescId_306	只能在聖騎6階時使用的進階道具
text_materialsDescId_307	只能在聖騎7階時使用的進階道具
text_materialsDescId_308	只能在聖騎8階時使用的進階道具
text_materialsDescId_309	只能在聖騎9階時使用的進階道具
text_materialsDescId_310	只能在聖騎10階時使用的進階道具
text_materialsDescId_400	聖物等階越高，可使用數量越多，每個月亮神石加成越高
text_materialsDescId_401	聖物等階越高，可使用數量越多，太陽神石按百分比提升聖物基礎屬性
text_materialsDescId_930	消耗20個碎片可合成1個1-3星英雄
text_materialsDescId_940	消耗40個碎片可合成1個4星英雄
text_materialsDescId_950	消耗60個碎片可合成1個5星英雄
text_materialsDescId_1001	英雄綠衣劍士的碎片，20個可獲得綠衣劍士卡牌
text_materialsDescId_1002	英雄蘿莉射手的碎片，20個可獲得蘿莉射手卡牌
text_materialsDescId_2001	英雄野豬騎士的碎片，20個可獲得野豬騎士卡牌
text_materialsDescId_2002	英雄風語者的碎片，20個可獲得風語者卡牌
text_materialsDescId_3001	英雄血斧戰士的碎片，20個可獲得血斧戰士卡牌
text_materialsDescId_3002	英雄蘿莉法師的碎片，20個可獲得蘿莉法師卡牌
text_materialsDescId_5001	英雄森語國王的碎片，60個可獲得森語國王卡牌
text_materialsDescId_5002	英雄森語公主的碎片，60個可獲得森語公主卡牌
text_materialsDescId_5003	英雄巨錘矮人的碎片，40個可獲得巨錘矮人卡牌
text_materialsDescId_5004	英雄火炮大師的碎片，40個可獲得火炮大師卡牌
text_materialsDescId_5005	英雄娜迦女王的碎片，60個可獲得娜迦女王卡牌
text_materialsDescId_5006	英雄美杜莎的碎片，60個可獲得美杜莎卡牌
text_materialsDescId_5007	英雄聖光騎士的碎片，40個可獲得聖光騎士卡牌
text_materialsDescId_5008	英雄光明聖女的碎片，40個可獲得光明聖女卡牌
text_materialsDescId_5009	英雄戰鬥法師的碎片，60個可獲得戰鬥法師卡牌
text_materialsDescId_5010	英雄黑暗聖女的碎片，60個可獲得黑暗聖女卡牌
text_materialsDescId_5011	英雄海盜屠夫的碎片，40個可獲得海盜屠夫卡牌
text_materialsDescId_5012	英雄皇家御廚的碎片，40個可獲得皇家御廚卡牌
text_materialsDescId_5013	英雄法老的碎片，40個可獲得法老卡牌
text_materialsDescId_5014	英雄埃及豔后的碎片，40個可獲得埃及豔后卡牌
text_materialsDescId_5015	英雄聖騎士的碎片，60個可獲得聖騎士卡牌
text_materialsDescId_5016	英雄大法師的碎片，60個可獲得大法師卡牌
text_materialsDescId_5017	英雄巨盾守衛的碎片，40個可獲得巨盾守衛卡牌
text_materialsDescId_5018	英雄銀月射手的碎片，40個可獲得銀月射手卡牌
text_materialsDescId_5019	英雄末法騎士的碎片，40個可獲得末法騎士卡牌
text_materialsDescId_5020	英雄守墓人的碎片，40個可獲得守墓人卡牌
text_materialsDescId_5021	英雄正義之子的碎片，60個可獲得正義之子卡牌
text_materialsDescId_5022	英雄奇特博士的碎片，60個可獲得奇特博士卡牌
text_materialsDescId_5023	英雄獅鷲騎士的碎片，60個可獲得獅鷲騎士卡牌
text_materialsDescId_5024	英雄精靈王子的碎片，60個可獲得精靈王子卡牌
text_materialsDescId_5025	英雄湛藍騎士的碎片，60個可獲得湛藍騎士卡牌
text_materialsDescId_5026	英雄人魚公主的碎片，60個可獲得人魚公主卡牌
text_materialsDescId_5027	英雄死亡大帝的碎片，60個可獲得死亡大帝卡牌
text_materialsDescId_5028	英雄緋龍女巫的碎片，60個可獲得緋龍女巫卡牌
text_materialsDescId_7001	英雄月神的碎片，200個可獲得月神卡牌
text_materialsDescId_7002	英雄暗夜之子的碎片，200個可獲得暗夜之子卡牌
text_materialsDescId_7003	英雄泰坦的碎片，200個可獲得泰坦卡牌
text_materialsDescId_7004	英雄混沌領主的碎片，200個可獲得混沌領主卡牌
text_materialsDescId_100001	打開後可隨機獲得1~3級寶石
text_materialsDescId_100002	打開後可隨機獲得3~5級寶石
text_materialsDescId_100003	打開後隨機獲得一顆5級寶石
text_materialsDescId_100004	打開後隨機獲得一顆6級寶石
text_materialsDescId_100005	打開後隨機獲得一顆7級寶石
text_materialsDescId_100006	打開後隨機獲得一顆8級寶石
text_materialsDescId_100007	打開後隨機獲得一顆9級寶石
text_materialsDescId_100008	打開後隨機獲得一顆10級寶石
text_materialsDescId_100009	打開後隨機獲得一顆11級寶石
text_materialsDescId_100010	打開後隨機獲得一顆12級寶石
text_materialsDescId_100101	打開後可以獲得100個天命石
text_materialsDescId_100102	打開後可以獲得300個天命石
text_materialsDescId_100103	打開後可以獲得500個天命石
text_materialsDescId_100201	打開後可以獲得50,000金幣
text_materialsDescId_100202	打開後可以獲得100,000金幣
text_materialsDescId_100203	打開後可以獲得300,000金幣
text_materialsDescId_100204	打開後可以獲得500,000金幣
text_materialsDescId_100205	打開後可以獲得1,000,000金幣
text_materialsDescId_100206	打開後可以獲得2,000,000金幣
text_materialsDescId_100301	打開後可以獲得100魂晶
text_materialsDescId_100302	打開後可以獲得300魂晶
text_materialsDescId_100303	打開後可以獲得500魂晶
text_materialsDescId_100401	打開後可隨機獲得3~6級龍晶（5%概率獲得極品龍晶）
text_materialsDescId_100402	打開後可隨機獲得1~4級龍晶（5%概率獲得極品龍晶）
text_materialsDescId_100501	打開後獲得1個隨機1級龍晶
text_materialsDescId_100502	打開後獲得1個隨機2級龍晶
text_materialsDescId_100503	打開後獲得1個隨機3級龍晶
text_materialsDescId_100504	打開後獲得1個隨機4級龍晶
text_materialsDescId_100505	打開後獲得1個隨機5級龍晶
text_materialsDescId_100601	開啟後大概率獲得普通、傑出符文，有機率獲得稀有、史詩符文。
text_materialsDescId_100602	開啟後大概率獲得傑出、稀有符文，有機率獲得史詩、神話符文。
text_materialsDescId_100701	打開後可以獲得一套1階軍械
text_materialsDescId_100702	打開後可以獲得一套2階軍械
text_materialsDescId_100703	打開後可以獲得一套3階軍械
text_materialsDescId_100704	打開後可以獲得一套4階軍械
text_materialsDescId_100705	打開後可以獲得一套5階軍械
text_materialsDescId_100706	打開後可以獲得一套6階軍械
text_materialsDescId_100707	打開後可以獲得一套7階軍械
text_materialsDescId_100708	打開後可以獲得一套8階軍械
text_materialsDescId_100709	打開後可以獲得一套9階軍械
text_materialsDescId_100710	打開後可以獲得一套10階軍械
text_materialsDescId_101101	打開獲得極品道具！
text_materialsDescId_101102	打開獲得極品道具！
text_materialsDescId_101103	打開獲得極品道具！
text_materialsDescId_101104	打開獲得極品道具！
text_materialsDescId_101105	打開獲得極品道具！
text_materialsDescId_101106	打開獲得極品道具！
text_materialsDescId_101151	可以用於打開黃銅寶箱！
text_materialsDescId_101152	可以用於打開白銀寶箱！
text_materialsDescId_101153	可以用於打開黃金寶箱！
text_materialsDescId_101154	可以用於打開紫金寶箱！
text_materialsDescId_101155	可以用於打開鑽石寶箱！
text_materialsDescId_101156	可以用於打開王者寶箱！
text_materialsDescId_101201	可開出極品裝備的珍貴寶箱！
text_materialsDescId_101301	珍貴的寶箱，可能開出各種稀有道具。
text_materialsDescId_101302	珍貴的寶箱，可能開出各種稀有道具。
text_materialsDescId_101303	珍貴的寶箱，可能開出各種稀有道具。
text_materialsDescId_101401	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101402	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101403	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101404	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101405	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101406	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101407	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101408	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101409	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101410	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101411	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101412	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101413	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101414	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101415	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101416	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101417	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101418	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101419	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101420	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101421	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101422	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101423	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101424	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101425	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101426	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101427	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101428	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101429	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101430	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101431	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101432	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101433	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101434	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101435	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101436	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101437	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101438	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101439	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101440	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101441	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101442	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101443	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101444	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101445	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101446	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101447	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101448	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101449	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101450	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101451	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101452	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101453	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101454	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101455	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101456	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101457	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101458	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101459	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101460	犒賞大家為軍團的付出，內含神秘獎勵！
text_materialsDescId_101501	軍團BOSS活動中排行第1軍團參戰全員獎勵！
text_materialsDescId_101502	軍團BOSS活動中排行第2軍團參戰全員獎勵！
text_materialsDescId_101503	軍團BOSS活動中排行第3軍團參戰全員獎勵！
text_materialsDescId_101504	軍團BOSS活動中排行第4~10軍團參戰全員獎勵！
text_materialsDescId_101505	軍團BOSS活動中排行第11~20軍團參戰全員獎勵！
text_materialsDescId_101506	軍團BOSS活動中排行21名及以後軍團參戰全員獎勵！
text_materialsDescId_101601	打開禮盒後將隨機獲得1個超值極品道具
text_materialsDescId_101602	打開禮盒後將隨機獲得1個超值極品道具
text_materialsDescId_101603	打開禮盒後將隨機獲得1個超值極品道具
text_materialsDescId_101701	打開後可獲得一整套旅人裝備！
text_materialsDescId_101702	打開後可獲得一整套冰晶裝備！
text_materialsDescId_101703	打開後可獲得一整套犀牛裝備！
text_materialsDescId_101704	打開後可獲得一整套雷霆裝備！
text_materialsDescId_101705	打開後可獲得一整套龍鱗裝備！
text_materialsDescId_101706	打開後可獲得一整套巨龍裝備！
text_materialsDescId_101707	打開後可獲得一整套雷神裝備！
text_materialsDescId_109901	聖騎士、埃及豔后、森語國王、美杜莎任選一名獲得
text_materialsDescId_109904	史詩英雄任選一名獲得！
text_materialsDescId_109911	神話英雄任選一名獲得！
text_materialsDescId_109921	遠古近戰英雄任選一名獲得！
text_materialsDescId_109922	遠古近戰英雄任選一名獲得任選一名獲得1個碎片！
text_materialsDescId_109931	遠古遠程英雄任選一名獲得！
text_materialsDescId_109932	遠古遠程英雄任選一名獲得1個碎片！
text_materialsDescId_110002	打開後獲得好友贈送的禮物
text_materialsDescId_200001	1000個可合成1枚珍貴的遠古魂晶，用於英雄商店兌換遠古英雄
text_materialsDescId_200002	10000個可合成1個覺醒神石，用於部位極限覺醒
text_materialsDescId_200101	40個龍晶碎片可合成1顆1級龍晶
text_materialsDescId_200201	100個合成1個隨機普通裝備
text_materialsDescId_200202	100個合成1個隨機傑出裝備
text_materialsDescId_200203	100個合成1個隨機稀有裝備
text_materialsDescId_200204	100個合成1個隨機史詩裝備
text_materialsDescId_200205	100個合成1個隨機神話裝備
text_materialsDescId_200206	100個合成1個隨機遠古裝備
text_materialsDescId_200207	100個合成1個隨機創世裝備
text_materialsDescId_200301	5個合成1把黃銅鑰匙
text_materialsDescId_200302	10個合成1把白銀鑰匙
text_materialsDescId_200303	15個合成1把黃金鑰匙
text_materialsDescId_200304	20個合成1把紫金鑰匙
text_materialsDescId_200305	25個合成1把鑽石鑰匙
text_materialsDescId_200306	30個合成1把王者鑰匙
text_materialsDescId_300001	拖動使用，可在礦區炸開一橫排泥土
text_materialsDescId_300002	拖動使用，可在礦區炸開一豎列泥土
text_materialsDescId_300004	可聊天功能中進行世界喊話
text_materialsDescId_300005	非常珍貴，可以兌換珍稀的道具！
text_materialsDescId_300006	非常珍貴，用於召喚神秘的寶物！
text_materialsDescId_300007	豐厚的補償，多多益善！
text_materialsDescId_300008	抽中命運之針即可激活命運大輪
text_materialsDescId_300101	挖開3個寶藏，獎勵3個礦鋤！
text_materialsDescId_300102	挖開6個寶藏，獎勵5個礦鋤！
text_materialsDescId_300103	挖開所有寶藏，獲得終極寶箱！
text_materialsDescId_300104	打開獲得極品道具！
text_materialsDescId_300105	打開獲得極品道具！
text_materialsDescId_300106	打開獲得極品道具！
text_materialsDescId_300201	搜集1顆星星即可開啟
text_materialsDescId_300202	搜集3顆星星即可開啟
text_materialsDescId_300203	搜集5顆星星即可開啟
text_materialsDescId_300204	搜集5顆星星即可開啟
text_materialsDescId_300401	你可以獲得1%的獎池
text_materialsDescId_300402	你可以獲得5%的獎池
text_materialsDescId_300403	你可以獲得10%的獎池
text_materialsDescId_310001	可用於挑戰無盡傀儡
text_materialsDescId_310002	開啟後可隨機獲得道具
text_materialsDescId_310003	開啟後可隨機獲得道具
text_materialsDescId_310004	搜集足夠數量後可領取周成就獎勵
text_materialsDescId_310005	搜集7把鑰匙，即可向巨型章魚·愛爾蘭思發起挑戰。
text_materialsDescId_310006	將隨機獲得一張軍團戰魔法卡牌
text_materialsDescId_399998	通往深淵世界的憑證。
text_materialsDescId_399999	它微微發著光，似乎要告訴你幾千年以來這個神奇的大陸所發生的事情
text_materialsDescId_400001	獲得後激活"特權卡"，每日可領取150藍鑽，持續30天(雙卡禮包激活條件之一)
text_materialsDescId_400002	獲得後激活"高級特權卡"，每日可領取240藍鑽，持續30天(雙卡禮包激活條件之一)
text_gemNameId_101	1級紅寶石
text_gemNameId_102	2級紅寶石
text_gemNameId_103	3級紅寶石
text_gemNameId_104	4級紅寶石
text_gemNameId_105	5級紅寶石
text_gemNameId_106	6級紅寶石
text_gemNameId_107	7級紅寶石
text_gemNameId_108	8級紅寶石
text_gemNameId_109	9級紅寶石
text_gemNameId_110	10級紅寶石
text_gemNameId_111	11級紅寶石
text_gemNameId_112	12級紅寶石
text_gemNameId_201	1級黃寶石
text_gemNameId_202	2級黃寶石
text_gemNameId_203	3級黃寶石
text_gemNameId_204	4級黃寶石
text_gemNameId_205	5級黃寶石
text_gemNameId_206	6級黃寶石
text_gemNameId_207	7級黃寶石
text_gemNameId_208	8級黃寶石
text_gemNameId_209	9級黃寶石
text_gemNameId_210	10級黃寶石
text_gemNameId_211	11級黃寶石
text_gemNameId_212	12級黃寶石
text_gemNameId_301	1級藍寶石
text_gemNameId_302	2級藍寶石
text_gemNameId_303	3級藍寶石
text_gemNameId_304	4級藍寶石
text_gemNameId_305	5級藍寶石
text_gemNameId_306	6級藍寶石
text_gemNameId_307	7級藍寶石
text_gemNameId_308	8級藍寶石
text_gemNameId_309	9級藍寶石
text_gemNameId_310	10級藍寶石
text_gemNameId_311	11級藍寶石
text_gemNameId_312	12級藍寶石
text_gemNameId_401	1級綠寶石
text_gemNameId_402	2級綠寶石
text_gemNameId_403	3級綠寶石
text_gemNameId_404	4級綠寶石
text_gemNameId_405	5級綠寶石
text_gemNameId_406	6級綠寶石
text_gemNameId_407	7級綠寶石
text_gemNameId_408	8級綠寶石
text_gemNameId_409	9級綠寶石
text_gemNameId_410	10級綠寶石
text_gemNameId_411	11級綠寶石
text_gemNameId_412	12級綠寶石
text_gemDescId_normal	可鑲嵌於裝備，可合成更高級寶石
text_gemDescId_max	頂級寶石，可鑲嵌於裝備
text_dragongemNameId_101	1級龍晶
text_dragongemNameId_102	2級龍晶
text_dragongemNameId_103	3級龍晶
text_dragongemNameId_104	4級龍晶
text_dragongemNameId_105	5級龍晶
text_dragongemNameId_106	6級龍晶
text_dragongemNameId_107	7級龍晶
text_dragongemNameId_108	8級龍晶
text_dragongemNameId_109	9級龍晶
text_dragongemNameId_110	10級龍晶
text_dragongemNameId_1001	極品1級龍晶
text_dragongemNameId_1002	極品2級龍晶
text_dragongemNameId_1003	極品3級龍晶
text_dragongemNameId_1004	極品4級龍晶
text_dragongemNameId_1005	極品5級龍晶
text_dragongemNameId_1006	極品6級龍晶
text_dragongemNameId_1007	極品7級龍晶
text_dragongemNameId_1008	極品8級龍晶
text_dragongemNameId_1009	極品9級龍晶
text_dragongemNameId_1010	極品10級龍晶
text_dressNameId_101	1階軍械武器
text_dressNameId_102	1階軍械頭盔
text_dressNameId_103	1階軍械戰甲
text_dressNameId_104	1階軍械戰靴
text_dressNameId_111	2階軍械武器
text_dressNameId_112	2階軍械頭盔
text_dressNameId_113	2階軍械戰甲
text_dressNameId_114	2階軍械戰靴
text_dressNameId_121	3階軍械武器
text_dressNameId_122	3階軍械頭盔
text_dressNameId_123	3階軍械戰甲
text_dressNameId_124	3階軍械戰靴
text_dressNameId_131	4階軍械武器
text_dressNameId_132	4階軍械頭盔
text_dressNameId_133	4階軍械戰甲
text_dressNameId_134	4階軍械戰靴
text_dressNameId_141	5階軍械武器
text_dressNameId_142	5階軍械頭盔
text_dressNameId_143	5階軍械戰甲
text_dressNameId_144	5階軍械戰靴
text_dressNameId_151	6階軍械武器
text_dressNameId_152	6階軍械頭盔
text_dressNameId_153	6階軍械戰甲
text_dressNameId_154	6階軍械戰靴
text_dressNameId_161	7階軍械武器
text_dressNameId_162	7階軍械頭盔
text_dressNameId_163	7階軍械戰甲
text_dressNameId_164	7階軍械戰靴
text_dressNameId_171	8階軍械武器
text_dressNameId_172	8階軍械頭盔
text_dressNameId_173	8階軍械戰甲
text_dressNameId_174	8階軍械戰靴
text_dressNameId_181	9階軍械武器
text_dressNameId_182	9階軍械頭盔
text_dressNameId_183	9階軍械戰甲
text_dressNameId_184	9階軍械戰靴
text_dressNameId_191	10階軍械武器
text_dressNameId_192	10階軍械頭盔
text_dressNameId_193	10階軍械戰甲
text_dressNameId_194	10階軍械戰靴
text_descDress_1	1階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_2	2階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_3	3階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_4	4階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_5	5階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_6	6階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_7	7階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_8	8階部隊進階軍械，可合成進階勛章（3合1）
text_descDress_9	9階部隊進階軍械，可合成進階勛章（3合1）
