关键字	中文
ALREADY_CATCH	已捕获
STR_LAND_REPORT_DESC_1	挑战失败
STR_LAND_REPORT_DESC_2	防守失败
STR_LAND_REPORT_DESC_3	挑战成功
STR_LAND_REPORT_DESC_4	防守成功
TERRITORIAL_WAL_INFO	当前产出：
TERRITORIAL_WAL_INFO1	当前产量：
TERRITORIAL_WAL_INFO2	占  领
TERRITORIAL_WAL_INFO3	访问%d个石碑，加成+%d
TERRITORIAL_WAL_INFO4	(每日21:00邮件发放)
TERRITORIAL_WAL_INFO5	已成功
TERRITORIAL_WAL_INFO6	掠  夺
TERRITORIAL_WAL_INFO7	掠夺可降低敌方产量
TERRITORIAL_WAL_INFO8	攻  击
TERRITORIAL_WAL_INFO9	可能获得
TERRITORIAL_WAL_INF10	领地
TERRITORIAL_WAL_INF11	我方
TERRITORIAL_WAL_INF12	已访问：
TERRITORIAL_WAL_INF13	敌对玩家
TERRITORIAL_WAL_INF14	当前归属军团:
TERRITORIAL_WAL_INF15	击杀：
TERRITORIAL_WAL_INF16	击杀排名：
TERRITORIAL_WAL_INF17	未上榜
TERRITORIAL_WAL_INF18	剩余免费传送次数：
TERRITORIAL_WAL_INF19	(传送至%s不耗次数)
TERRITORIAL_WAL_INF20	可领取
TERRITORIAL_WAL_INF21	已完成
TERRITORIAL_WAL_INF22	尚未搜寻到适合的目的地
TERRITORIAL_WAL_INF23	已获得全部石碑加成
TERRITORIAL_WAL_INFO30	敌方剩余耐力：
TERRITORIAL_WAL_INFO31	遭 遇
TERRITORIAL_WAL_INFO32	敌人信息
TERRITORIAL_WAL_INFO33	未访问
TERRITORIAL_WAL_INFO34	已占领
TERRITORIAL_WAL_INFO35	未占领
TERRITORIAL_WAL_INFO36	已掠夺
TERRITORIAL_WAL_INFO37	未掠夺
TERRITORIAL_WAL_INFO38	已访问
TERRITORIAL_WAL_INFO39	已开启
TERRITORIAL_WAL_INFO40	未开启
TERRITORIAL_WAL_INFO41	自己
TERRITORIAL_WAL_INFO42	掠夺可获得：
TERRITORIAL_WAL_INFO43	前往
TERRITORIAL_WAL_INFO44	停止前往
TERRITORIAL_WAL_INFO45	开启传送门需要
TERRITORIAL_WAL_INFO46	需要军团%d级
TERRITORIAL_WAL_INFO47	位置：
TERRITORIAL_WAL_INFO48	暂无入侵军团
TERRITORIAL_WAL_INFO49	是否消耗%d行动力入侵
TERRITORIAL_WAL_INFO50	回到领地
TERRITORIAL_WAL_INFO51	前往入侵
TERRITORIAL_WAL_INFO52	BOSS暂未出现
TERRITORIAL_WAL_INFO53	开启传送门即可入侵其他军团，抢夺资源！
TERRITORIAL_WAL_INFO54	地图
TERRITORIAL_WAL_INFO55	开启条件：
TERRITORIAL_WAL_INFO56	军团等级达到
TERRITORIAL_WAL_INFO57	军团共同激活
TERRITORIAL_WAL_CITYSTATE1	传 送
TERRITORIAL_WAL_CITYSTATE2	尚未占领
TERRITORIAL_WAL_CITYSTATE3	次数不足
TERRITORIAL_WAL_CITYSTATE4	敌人干扰
TERRITORIAL_WAL_BTNTEXT1	传送
TERRITORIAL_WAL_BTNTEXT2	傀儡
TERRITORIAL_WAL_BTNTEXT3	秘匣
TERRITORIAL_WAL_BTNTEXT4	遗迹
TERRITORIAL_WAL_PUPPET1	无尽傀儡
TERRITORIAL_WAL_PUPPET2	累计击溃：%d
TERRITORIAL_WAL_PUPPET3	拥有：%d
TERRITORIAL_WAL_PUPPET4	挑 战
TERRITORIAL_WAL_PUPPET5	击杀尽可能多的傀儡
TERRITORIAL_WAL_SECRET1	拥有：
TERRITORIAL_WAL_SECRET2	开启无消耗
TERRITORIAL_WAL_SECRET4	必得其中一个
TERRITORIAL_WAL_SECRET5	开  启
TERRITORIAL_WAL_SECRET6	开启消耗
TERRITORIAL_WAL_RELIC1	数量：
TERRITORIAL_WAL_RELIC2	探索中
TERRITORIAL_WAL_RELIC3	等待中
TERRITORIAL_WAL_RELIC4	探索详情
TERRITORIAL_WAL_RELIC5	暂未发现可探索遗迹
TERRITORIAL_WAL_EXPLOR1	基础奖励
TERRITORIAL_WAL_EXPLOR2	额外奖励
TERRITORIAL_WAL_EXPLOR3	加速%d小时
TERRITORIAL_WAL_EXPLOR4	开始探索
TERRITORIAL_WAL_EXPLOR5	探索完成后奖励通过邮件发放
TERRITORIAL_WAL_EXPLOR6	已解锁
TERRITORIAL_WAL_EXPLOR7	%d阶%s解锁
TERRITORIAL_WAL_EXPLOR8	完成
TERRITORIAL_WAL_EXPLOR9	探索完成
TERRITORIAL_WAL_ACHIEVE1	访问石碑
TERRITORIAL_WAL_ACHIEVE2	收集印记
TERRITORIAL_WAL_ACHIEVE3	损敌耐力
TERRITORIAL_WAL_MATERIAL1	材料拾取
TERRITORIAL_WAL_MSG1	今日还可购买
TERRITORIAL_WAL_MSG2	次
TERRITORIAL_WAL_MSG3	本次消耗：
TERRITORIAL_WAL_MSG4	购  买
TERRITORIAL_WAL_MSG5	您已被敌人击溃
TERRITORIAL_WAL_MSG6	您成功击溃了敌人
TERRITORIAL_WAL_MSG7	耐力不足已回到我方领地
TERRITORIAL_WAL_MSG8	耐力降低
TERRITORIAL_WAL_MSG9	耐力不足
TERRITORIAL_WAL_MSG10	耐力损失
TERRITORIAL_WAL_MSG11	购买行动力
TERRITORIAL_WAL_MSG12	免费
TERRITORIAL_WAL_MSG13	布阵超时
TERRITORIAL_WAL_MSG14	布阵已超过最长时限
TERRITORIAL_WAL_MSG15	您与敌人同归于尽
TERRITORIAL_WAL_MSG16	您开启了友方屏蔽
TERRITORIAL_WAL_MSG17	您关闭了友方屏蔽
TERRITORIAL_WAL_MSG18	入侵敌方军团即可抢夺BOSS
TERRITORIAL_WAL_HIT1	挑战需消耗1个无尽傀儡
TERRITORIAL_WAL_HIT2	您尚未获得秘匣
TERRITORIAL_WAL_HIT3	钻石不足，无法开启
TERRITORIAL_WAL_HIT4	钻石不足，无法加速
TERRITORIAL_WAL_HIT5	%s成功开启
TERRITORIAL_WAL_HIT6	%s已被占领
TERRITORIAL_WAL_HIT7	探索完成奖励已发放至邮箱
TERRITORIAL_WAL_HIT8	加速成功
TERRITORIAL_WAL_HIT9	军团解散了
TERRITORIAL_WAL_HIT10	领地战重置了
TERRITORIAL_WAL_HIT11	本次移动总共消耗%d点行动力
TERRITORIAL_WAL_HIT12	当前归属
TERRITORIAL_WAL_HIT13	领地BOSS
TERRITORIAL_WAL_HIT14	本次挑战无消耗
TERRITORIAL_WAL_HIT15	开始挑战
TERRITORIAL_WAL_HIT16	已结束
TERRITORIAL_WAL_HIT17	每日
TERRITORIAL_WAL_HIT18	通过邮件发放排行奖励
TERRITORIAL_WAL_HIT19	BOSS归属军团
TERRITORIAL_WAL_HIT20	全员
TERRITORIAL_WAL_HIT21	可获得归属奖励
TERRITORIAL_WAL_HIT22	个人奖励
TERRITORIAL_WAL_HIT23	归属奖励
TERRITORIAL_WAL_HIT24	BOSS归属
TERRITORIAL_WAL_HIT25	伤害积分
TERRITORIAL_WAL_HIT26	排行奖励
TERRITORIAL_WAL_HIT27	个人排行
TERRITORIAL_WAL_HIT28	军团排行
TERRITORIAL_WAL_HIT29	暂无
TERRITORIAL_WAL_HIT30	暂无军团上榜
TERRITORIAL_WAL_HIT31	暂无个人上榜
TERRITORIAL_WAL_HIT32	暂未刷新
TERRITORIAL_WAL_HIT33	每日挑战时间：
TERRITORIAL_WAL_HIT34	伤害第一军团
TERRITORIAL_WAL_HIT35	获得
TERRITORIAL_WAL_HIT36	军团
TERRITORIAL_WAL_HIT37	拥有
TERRITORIAL_WAL_HIT38	龙之印记
TERRITORIAL_WAL_HIT39	挑战BOSS获得积分
TERRITORIAL_WAL_HIT40	碾压
TERRITORIAL_WAL_HIT41	无法到达目的地
TERRITORIAL_WAL_HIT42	您已被敌方玩家击败
TERRITORIAL_WAL_HIT43	个人
TERRITORIAL_WAL_HIT44	进度
TERRITORIAL_WAL_HIT45	点击移动
TERRITORIAL_WAL_HIT46	规则
TERRITORIAL_WAL_HIT47	建筑
TERRITORIAL_WAL_HIT48	资源
TERRITORIAL_WAL_HIT49	领地规则说明
TERRITORIAL_WAL_HIT50	全军属性加成
TERRITORIAL_WAL_HIT51	行动力满
TERRITORIAL_WAL_HIT52	碎片已满
TERRITORIAL_WAL_HIT56	提升%s等级可提升%s碎片产出速度与存储上限
TERRITORIAL_WAL_HIT57	未知
PAGE_DAY_RECHARGE_DESC_1	活动期间每日购买
PAGE_DAY_RECHARGE_DESC_2	即可领取狂欢福利！
PAGE_DAY_RECHARGE_DESC_3	累计购买
PAGE_DAY_RECHARGE_DESC_4	今日已购买:
PAGE_ACCUMULATE_RECHARGE_DESC_1	活动期间累计购买
PAGE_ACCUMULATE_RECHARGE_DESC_2	前往购买
TERRITORIAL_WAL_HIT58	军团长
TERRITORIAL_WAL_HIT59	您已在此军团领地
OPEN_TIME_DESC	开启倒计时：
ACTIVITY_GO_CASH	前往购买
NEWTEXT_DESC_1	积分排行
NEWTEXT_DESC_2	对方不是你的好友，无法发送
STR_INFO	详 细
STR_TUPO	突 破
STR_AUTO_TUPO	一键突破
STR_AUTO_TUPO_1	一 键 突 破
STR_AUTO_TUPO_2	选择突破次数
STR_AUTO_TUPO_3	消耗以下材料
STR_AUTO_TUPO_4	突破至
STR_AUTO_UPGRADESTAR_1	一键升品
STR_AUTO_UPGRADESTAR_2	一 键 升 品
STR_AUTO_UPGRADESTAR_3	选择升品次数
STR_ACTIVEATT	属性激活
STR_TIANMING	天 命
STR_SOLDIER	军队
STR_TAOZHUANG	套装
STR_TOTAL_FIGHTFORCE	装备评分
STR_EQUIP_FIGHTFORCE	装备评分
STR_EQUIPED_FIGHTFORCE	装备后评分
STR_MAIN	主
STR_DEPUTY	副
STR_ROLELIST_BTN_1	上阵武将
STR_ROLELIST_BTN_2	武将碎片
STR_ROLELIST_BTN_3	武将卡牌
STR_ROLELIST_DES_1	基础属性
STR_ROLELIST_DES_2	神器属性
STR_ROLELIST_DES_3	宝石属性
STR_ROLELIST_DES_4	无附加属性
STR_ROLE_LVUP_DES1	提 升 一 级
STR_ROLE_LVUP_DES2	是否消耗下列经验丹提升一级：
STR_ROLE_LVUP_DES3	当前经验丹数量无法使%s提升一级
STR_ASSIST	上阵
STR_EXCHANGE	兑换
STR_EXCHANGE_1	兑 换
STR_HAD_EXCHANGE	已兑换
EXCHANGE_EGG	兑换材料
STR_SKILL	技能
STR_DESTINY	缘分
STR_GETWAY	拥有数量
STR_POSOPEN	可上阵新武将
STR_POSCANTOPEN4	领主等级达到%d级开启好友功能 
STR_POSCANTOPEN5	通关%s开启好友功能 
STR_RESOLVE	分解
STR_MERGE	合成
STR_MERGE_1	合  成
STR_MERGE_ALL	全部合成
STR_HUOQU	获取
STR_MERGE_DES1	碎片数量不足
STR_ATT	英雄属性
STR_ATTFIGHT	战斗属性
STR_ATT1	攻击
STR_ATT2	生命
STR_ATT3	物防
STR_ATT4	法防
STR_TIANMINGLV	天命       级
STR_TIANMINGINFO	注：天命养成可提升武将技能等级
STR_PUTON	穿戴
STR_NEEDTUPOLV	需要等级：%d/%d
STR_TUPOMAX	突破至顶级
STR_FIGHT_NORMAL_FIRST	请先挑战普通副本
STR_NO_TIMES	没有次数了
STR_NEED_THREE_STAR	3星可扫荡
STR_NEED_NAME	请输入姓名
STR_INPUT_PASSWORD	点击输入密码
STR_INPUT_PAPER	点击输入身份证号
STR_INPUT_ONLY	只能输入字母，数字，英文符号
STR_INPUT_LEN	账号、密码长度为6-16位
STR_INPUT_PAPER_ERROR	身份证不合法
STR_MAX_PROGRESS_CAN_EXPLORE	还差%d星可解锁，通关普通关卡或精英关卡可获得星星
STR_NEED_TIMES	扫荡次数不能为0
STR_ACCELERATE_DESC	加速搜索可立刻获得2小时收益，是否消耗%d
STR_CONSUME	消耗
STR_HAVE	已有
GETWAY_DESC1	暂未开启！
GETWAY_EQUIP0	随机0条附加属性
GETWAY_EQUIP1	随机1条附加属性
GETWAY_EQUIP2	随机2条附加属性
GETWAY_EQUIP3	随机3条附加属性
GETWAY_EQUIP4	随机4条附加属性
GETWAY_GOD1	1条神器属性 
GETWAY_GOD2	2条神器属性 
STR_TIANMINGZHI	天命值
STR_UPPERCENT1	当前有 极小概率 升级
STR_UPPERCENT2	当前有 较小概率 升级
STR_UPPERCENT3	当前有 一定概率 升级
STR_UPPERCENT4	当前有 较高概率 升级
STR_UPPERCENT5	当前有 极高概率 升级
STR_UPPERCENT6	当前升级概率
STR_GEM	宝石
STR_GODEQUIP_STARNUM	%d星神器
STR_GOLD_NOTENOUGH	金币不足
STR_ACTIVATE_GOD_REFINE_1	[部位精炼 +%d 激活  已激活】
STR_ACTIVATE_GOD_REFINE_2	[部位精炼 +%d 激活  未激活】
NEED_SELECT_EQUIP_FIRST	请先选择一件装备
EQUIP_NOTHAVE_GOD	这件装备不是神器
INHERIT_SUCCESS	传承成功！
STR_YU2	部位精炼：
STR_YU3	部位精炼
STR_GONGTONGSHANGZHENG	共同上阵
STR_TIGAO	提高
MAX_LV	已满级
MEGRE_FAIL	合成失败
MEGRE_SUCC	合成成功
LVUP_SUCC	升级成功，获得%s
LVUP_FAIL	升级异常
LVUP_FAIL2	等级不能超过领主
LVUP_FAIL3	能量值+%d
STR_THE_FIGHTING	第%s战
STR_NEED_LV	需达到%d级
STR_STAR_LV	需达到%d星
STR_NEED_OCCUPIED	需先占领%s
STR_ATTFIGHT_DESC5	提高命中几率
STR_ATTFIGHT_DESC6	提高闪避几率
STR_ATTFIGHT_DESC7	提高暴击几率
STR_ATTFIGHT_DESC8	提高抵抗暴击几率
STR_PATROL_TIME	已巡逻%s小时%s分钟
STR_NEED	消耗 %d 
STR_PATROL_TIMES	今日剩余加速搜索次数：%d  次
STR_PATROL_MAXTIME	已达到搜索最大时间
STR_PATROL_MAX_TIMES	加速搜索次数已用完
STR_RESOLVE_ONE	单张分解可得
STR_XP	经验
SOLDIERNUM	带兵数量：
SOLDIERLV	等级:
SOLDIERDESC	（军队等级随武将等级变化）
STR_MAIN_NAME	主公
HAVENO_HERO	暂未获得武将
HAVENO_CHIP	暂未获得武将碎片
SOIDIER_SKILLCANNT_LVUP	技能等级不能超过武将等级
EQUIP1	装 备
ROLE_RESOLVE	武将分解
QUALITY_DESC	品质
CRAD	卡牌
GLOBALGET	共获得
SOLDIERSKILL	军 队 强 化
SOLDIERINFO	兵 种 进 阶
SOLDIERINFO_DESC1	当前兵种
SOLDIERINFO_DESC2	已解锁
SOLDIERINFO_DESC3	阶解锁
SOLDIERINFO_DESC4	MAX
SOLDIERSKILLLIMIT	%d阶解锁
SOLDIERLVUP	进阶
SOLDIERLVUP1	进 阶
SOLDIERARM	穿装
EXPDESC	点击图标可以直接使用，长按连续使用
GEMLIST	宝石列表
EQUIPLIST	装备列表
GETWAY	获得途径
INFO	信息
INHERIT	传承
INHERIT_1	传  承
EXCHANGE	更换
DISCHRGE	卸下
REFINE	洗  练
REFINE_1	一键洗练
REFINE_SUCC	洗练成功
ROLESEL	武 将 选 择
NUMS	数量
AUTOUNDRESS	一键卸下
UPGRADE	升级
UPGRADE1	升 级
UPGRADE2	升   级
STR_BUILD	建 造
STR_BUILD_1	建   造
GEMEQUIPINFO	点击空槽可以进行宝石镶嵌
GEMUPGRADE	宝石升级
GEMUPGERADE_DESC1	材料不足，无法合成此宝石
GEMUPGERADE_DESC2	能量值为所有宝石共享，攒满能量可升级
GEMUPGERADE_NEED	升级消耗
GEMUPGERADE_DESC3	直接点击图标使用
GEMUPGERADE_VALUE	能量值
GEM_PAGE_1	攻击石
GEM_PAGE_2	物防石
GEM_PAGE_3	法防石
GEM_PAGE_4	生命石
GEM_MERGE_DESC_1	可合成数量
GEM_MERGE_DESC_2	合成个数
GEM_MERGE_DESC_3	消耗道具
GEM_MERGE_DESC_4	宝石合成
NO_EQUIP_FOR_FUSION	没有可熔炼的装备
FUSION_DESC_1	用于提升武将品阶
AUTO_FUSION	批量熔炼
FUSION	熔  炼
DISMANTLING	拆  解
DISMANTLING_DESC	远古装备可拆解为高等级远古装备碎片
DISMANTLING_DESC_1	未开放分解
COLOR_EQUIP_1	普通装备
COLOR_EQUIP_2	杰出装备
COLOR_EQUIP_3	稀有装备
COLOR_EQUIP_4	史诗装备
COLOR_EQUIP_5	神话装备
FAST_FUSION_EQUIP	批量熔炼对应品质装备
FAST_FUSION	一键熔炼
FORGE	打造
FORGE_1	打  造
FUSION_NUM	熔炼值：
FUSION_NUM1	熔炼值
BLACKSMITH	铁 匠 铺
NEED_FUSION	打造所需熔炼值：
FORGE_EQUIP	打 造 装 备
HAD_FUSION	当前拥有熔炼值：
REFRESH_TIMES	今日免费刷新次数：%d
NEED_CASH2	是否花费%d钻石更换昵称？
NEED_CASH4	是否花费%d钻石刷新热点武将？
NEED_CASH3	是否花费%d钻石替换玉璧？
HAD_NOT_ENOUGH_FUSION	您的熔炼值不足，请熔炼装备获得更多的熔炼值
FREE_TIMES	今日剩余：
TAVERN	招募
TEN_TAVERN	十连抽至少获得1名
YELLOW_CARD	橙将
NOR_TRVERN	普通奇遇
CASH_TRVERN	至尊奇遇
CASH_TEN_TRVERN	上古奇遇
TRVEN_DESC_1	后免费
TRVEN_DESC_2	再招
TRVEN_DESC_3	您的拥有的招募令不足1个
TRVEN_DESC_4	将花费%d进行一次至尊招将你确定要这么做么
TRVEN_DESC_5	本次招募必出橙将
TRVEN_DESC_6	次后出橙将
TRVEN_DESC_7	抽到已有的武将，可用于高级突破。
TRVEN_DESC_8	每日
TRVEN_DESC_9	点重置免费次数
TRVEN_DESC_10	5
TRVEN_DESC_11	本服出现
TRVEN_DESC_12	及以上玩家解锁
TRVEN_DESC_13	名人招募
TRVEN_DESC_14	借助名人人品招募极品武将！
TRVEN_DESC_15	人品排名
TRVEN_DESC_16	自 己 抽
TRVEN_DESC_17	邀请抽卡
TRVEN_DESC_18	人品帝
TRVEN_DESC_19	神抽王
TRVEN_DESC_20	幸运星
CASH_NOT_ENOUGH	你的钻石不足。再充值%d钻石您就可以达到VIP%d
RESCPINFO_DES1	开始挑战
RESCPINFO_DES2	全服排行
TAVERN_YES	有钱任性
TAVERN_NO	不传承
FREE_TIME	本次免费
FREE_NONE	免费次数用尽
GOLDMINE_LEVEL	金矿开采区：
GOLDMINE_PEOPLE_NUM	矿区人数：
GOLDMINE_FIGHT_TIMES	今天还可与他人战斗次数：
GOLDMINE_OCCUPY_TIMES	剩余掠夺次数：
GOLDMINE_REMAIN_TIME	剩余开采时间：
GOLDMINE_PROMPT_1	您处于免战期间不能占领其它金矿
GOLDMINE_PROMPT_2	您处于免战期间不能掠夺其它玩家
GOLDMINE_PROMPT_3	您处于免战期间不能撤退
GOLDMINE_PROMPT_4	对方处于免战期间不能对其进行掠夺
GOLDMINE_PROMPT_5	您的占领时间已经用完,请明天再来！
GOLDMINE_PROMPT_6	对方已撤军，占领金矿成功！
GOLDMINE_PROMPT_7	掠夺失败时押金将收入金矿！
GOLDMINE_OCCUPY_SUCCESS	占领成功！
GOLDMINE_OCCUPY_MSG_1	掠夺金矿需要当前已累积金币的%s作为押金，您的金币不足！
GOLDMINE_OCCUPY_MSG_2	撤退会将金矿中的所有金币发送邮箱，您确定要撤退？
GOLDMINE_ERROR_1	此金矿已经被其他人占领，请您稍后再试。
GOLDMINE_ERROR_2	您正在被其他人掠夺，请您稍后再试。
GOLDMINE_ERROR_3	对方处于免战期间，请您稍后再试。
GOLDMINE_ERROR_4	对方处于结算期间，请您稍后再试。
GOLDMINE_ERROR_5	您处于免战期间，请您稍后再试。
GOLDMINE_ERROR_6	您处于结算期间，请您稍后再试。
GOLDMINE_ERROR_7	对方已经撤离该矿，占领成功。
GOLDMINE_ERROR_8	此金矿已经被其他人占领，请刷新后再试。
GOLDMINE_NAME_1	王者金矿
GOLDMINE_NAME_2	富饶金矿
GOLDMINE_NAME_3	普通金矿
GOLDMINE_NAME_4	贫瘠金矿
GOLDMINE_NAME_5	枯竭金矿
GOLDMINE_COLLECT_TIME	开采时间：
GOLDMINE_EXTRA_GOLD	再开采：                 可额外获得：
GOLDMINE_EXTRA_GOLD_1	再开采：                 可累计获得：
GOLDMINE_REPORT_1	將
GOLDMINE_REPORT_11	从
GOLDMINE_REPORT_2	打的落荒而逃。
GOLDMINE_REPORT_3	打的落荒而逃获得
GOLDMINE_REPORT_4	企图將
GOLDMINE_REPORT_5	赶走，结果被吊打。
GOLDMINE_REPORT_6	赶走，结果被吊打并损失了
GOLDMINE_DESC_1	是否放弃当前金矿，占领此矿？
GOLDMINE_DESC_2	金矿掠夺需要当前已累积金币的%s作为押金
GOLDMINE_DESC_3	掠夺胜利，获得金币%d，放入自己金矿
GOLDMINE_DESC_4	挖矿体力不足
GOLDMINE_DESC_5	VIP1开启矿镐购买次数
GOLDMINE_DESC_6	需要主公等级达到%d级才能进入下一层
GOLDMINE_DESC_7	%d级解锁下一层
FRIENDS_CHAT_DESC_1	消息长时间未阅读会被清除
FRIENDS_DESC_22	攻 击
FRIENDS_DESC_23	攻击奖励
FRIENDS_DESC_24	是否确定删除该好友？
FRIENDS_DESC_25	结束后根据排名以邮件方式发放奖励
FRIENDS_DESC_26	积 分
FRIENDS_DESC_27	添 加 好 友
FRIENDS_DESC_28	已 为 好 友
FRIENDS_DESC_29	搜 索
FRIENDS_DESC_30	立 即 搜 索
FRIENDS_DESC_31	助战次数不足
FRIENDS_DESC_32	级开启
FRIENDS_DESC_33	未上榜
FRIENDS_DESC_34	消耗
FRIENDS_DESC_35	积 分
FRIENDS_DESC_36	申请列表没有申请可删除
FRIENDS_DESC_37	你已拒绝了对方的好友申请
FRIENDS_DESC_38	你已通过了对方的好友申请
FRIENDS_DESC_43	不能添加自己为好友
FRIENDS_DESC_44	对方不是你的好友，无法挑战
FRIENDS_DESC_45	成功收发礼物
FRIENDS_DESC_46	没有礼物可收取
FRIENDS_DESC_47	你已拒绝所有好友申请
FRIENDS_DESC_48	暂时没有好友
FRIENDS_DESC_49	成功赠送%s一份精美礼品
FRIENDS_DESC_50	尚未选中好友
CHECK_INFO_DESC1	添加好友
CHECK_INFO_DESC2	防守阵容
CHECK_INFO_DESC3	国家：
CHECK_INFO_DESC4	官职：
CHECK_INFO_DESC5	竞技场排名：
CHECK_INFO_DESC6	爬塔排名：
POP_WINDOW_DES1	立即前往
POP_WINDOW_DES2	前往查看
POP_WINDOW_DES3	查看详情
POP_WINDOW_DES4	每日充值达到
POP_WINDOW_DES5	一定金额
POP_WINDOW_DES6	，可额外领取大量钻石及
POP_WINDOW_DES7	超值礼品
POP_WINDOW_DES8	武器羽翼幻化特殊效果
POP_WINDOW_DES9	等你拿！
POP_WINDOW_DES10	元即送
POP_WINDOW_DES11	钻石
POP_WINDOW_DES12	做任务，换大奖
POP_WINDOW_DES13	双倍
POP_WINDOW_DES14	产出，嗨翻全场！
POP_WINDOW_DES15	红将
POP_WINDOW_DES16	获取、突破一步到位
POP_WINDOW_DES17	招财龙
POP_WINDOW_DES18	钻石翻倍！
POP_WINDOW_DES19	今日不再显示
THIS_ACTIVITY_REMAIN_TIME	距离本次活动剩余时间:
REMAINDER_TIME	剩余时间：
REMAINDER_TIME1	剩余时间
REMAINDER_TIME2	剩余时间:%d天
REMAINDER_TIME3	%d天
REMAINDER_TIME4	%d 天
ALL_OWNER	天下大势
CITY	城池
OWNER	占领者
REMAINDER_TIME_1	剩 余 时 间
NEED_FOOD_1	消耗粮草：
YOU_HAD_OCCUPY_ONE_CITY	一人同时只能担任一个城池的太守，若要占领%s，请先放弃之前的城池。
REOCCUPY_CITY	弃城后%d秒才能再次占领该城池，现在还剩%d秒
NOT_ENOUGH_FIGHTFORCE	实力差距过于悬殊，请先提升自己的实力。
FIGHTING	该城正在被攻打，请稍后再试。
GOTO	前往
CAN_OCCUPY_ONE_CITY	一人同时只能担任一个城池的太守，确定占领%s吗？
CONGRATULATIONS_TO_OCCUPY	恭喜你成为了%s的太守！
LEAVE_THE_CITY	弃城后将立刻获得累积的奖励，但在5分钟内无法再次占领该城池，确定弃城吗？
THE_CITY_HAD_OCCUPY	城池好像被其他玩家占领了，请重新打开界面查看
MY_CITY_HAD_OCCUPY	城池被其他玩家攻打中，请稍后重新打开界面查看
CONGRATULATIONS_TO_OCCUPY_1	前任太守已经卸任，恭喜你成为了%s的太守！
RESCP_DESC1	今日剩余%s次
RESCP_DESC2	今日剩余
BUY	购买
BUY_1	购  买
REFRESH	刷新
REFRESH_1	刷  新
ARE_YOU_SURE_COST	主公，确认花费%d钻石刷新商店？
REFRESH_TIME	刷新时间：
REFRESH_TIME1	刷新时间
REFRESH_TIME2	本轮剩余时间:%s天
NOT_ENOUGH_CASH	钻石不足
NOT_ENOUGH_ARENA	军功不足
NOT_ENOUGH_TOWER	塔币不足
NOT_ENOUGH_LEGION	军团币不足
NOT_ENOUGH_TOKEN	荣誉令牌不足
NOT_ENOUGH_LEGIONWAR	军团战货币不足
NOT_ENOUGH_FOOD	粮草不足
NOT_ENOUGH_LEGIONTIRAL	冒险币不足
NOT_ENOUGH_COUNTRYWAR	军资不足
NOT_ENOUGH_COUNTRY_SALARY	俸禄不足
SUCCESS_REFRESH	刷新成功
NOT_ENOUGH_SOUL	将魂不足
NOT_ENOUGH_ARENA_RANK	擂台排名未到达
NOT_ENOUGH_TOWER_STAR	总星数未到达
NOT_ENOUGH_POSITION	官职不足
COST_CASH_TO_BUY	将花费%d钻石购买%s个
DIFF_SELECT	难度选择
RESCP_DESC3	今日剩余次数：1/3次
NEED_FOOD	消耗粮草：%d
LV_LIMIT	%d级解锁
CP_DESC	副本描述：
MAY_DESC	可能掉落：
STR_RETREAT	撤    退
STR_RETREAT1	撤 退
GO_AND_GET	前往获取
STR_OCCUPY	占领
STR_OCCUPY1	占    领
STR_OCCUPY2	占 领
STR_NOBODY_OCCUPY	无人占领
STR_RETREAT_SUCCESS	撤退成功
STR_GOLD_PERHOUR	金币/小时
ACCUMULATE_GOLD	累积金币：
STR_ROB	掠 夺
MINE_DES1	等级:
MINE_DES2	数目:
MINE_DES3	剩余时间:
MINE_DES4	上一层
MINE_DES5	下一层
MINE_DES6	查 看 列 表
MINE_DES7	一 键 收 矿
MINE_DES8	获取矿物
MINE_DES9	确 定
POWERENDDES1	势力灭亡
STR_DRIVE	驱 赶
PRODUCE	产出
CAN_SEE_CITY	不显示未通过的城市
STR_YOU	您
AUTO_EQUIP	一键装备
UP_SUCC	进阶成功
EQUIP_SUCC	穿戴成功
EQUIP_FAIL	无可穿戴装备
EQUIP_LIMIT	级可穿戴
MESSAGE_3	是否花费%d金币直接传承
STR_RANK_1	排
STR_RANK_2	排 行 榜
STR_RANK_3	排 行
STR_AWARD	奖励
STR_AWARD1	奖 励
ARENA_CHALLENGE_TODAY	今日可挑战     次
ARENA_EXTRA_CHALLENGE_SUCCESS	再挑战成功     次
ARENA_SUCC_GET_HONOR	挑战成功可获得%d军功
ARENA_SUCC_GET_HONOR_EXTRA	再挑战成功%d次可额外获得%d军功
ARENA_RANK	第 %d 名
ARENA_RANK_AREA	第%s名
ARENA_AWARDS_INFO_1	第
ARENA_AWARDS_INFO_2	名 - 第
ARENA_AWARDS_INFO_3	名
STR_MY_HONOR	我的军功
STR_CHALLENGE	挑战
STR_CHALLENGE1	挑 战
BUY_TIMES_OVER	购买次数已达上限！
TOWER_AUTOFIGHT	三星扫荡
TOWER_REFRESH	免费重置
TOWER_CASHREFRESH	重置
TOWER_GUANQIA	第%d关
TOWER_ATT	当前属性加成
TOWER_HAVE	当前可用%d
TOWER_TOWER	我的功勋:
TOWER_TIME	%d 秒内胜利
TOWER_DEAD	阵亡武将不超过%d个
TOWER_AUTOFIGHT_DESC	三星通关开启扫荡
TOWER_NONEATT	当前无属性加成
