Key	文本内容
text_materialsDescId_3	提升英雄天命等级的必要道具
text_materialsDescId_4	提升英雄天命等级至+11及以上的必要道具，可由天命石合成获得
text_materialsDescId_5	用于强化装备，散发着神的气息
text_materialsDescId_6	部队进阶的必要道具，可由军械合成获得
text_materialsDescId_11	用于装备精炼的低级精炼材料，可提升5点精炼经验
text_materialsDescId_12	用于装备精炼的中级精炼材料，可提升10点精炼经验
text_materialsDescId_13	用于装备精炼的高级精炼材料，可提升25点精炼经验
text_materialsDescId_14	用于装备精炼的极品精炼材料，可提升50点精炼经验
text_materialsDescId_21	用于英雄等级提升，提供600点英雄经验
text_materialsDescId_22	用于英雄等级提升，提供1200点英雄经验
text_materialsDescId_23	用于英雄等级提升，提供9000点英雄经验
text_materialsDescId_31	使用后可直接获得2小时野外挂机收益
text_materialsDescId_32	使用后可直接获得5小时野外挂机收益
text_materialsDescId_33	使用后可直接获得12小时野外挂机收益
text_materialsDescId_34	使用后可直接获得24小时野外挂机收益
text_materialsDescId_41	英雄部位觉醒的必要道具，可激发身体的潜能。
text_materialsDescId_42	用于英雄部位极限觉醒的石头，可激活隐藏在体内的神秘能量。
text_materialsDescId_50	较为粗糙的图纸，可用于改良史诗装备
text_materialsDescId_51	精密的图纸，可用于改良神话装备
text_materialsDescId_52	精心设计的图纸，可用于改良远古装备
text_materialsDescId_53	鬼斧神工的图纸，可用于改良创世装备
text_materialsDescId_61	用于神话装备、远古装备、创世装备改良的珍贵材料
text_materialsDescId_62	用于创世装备改良的珍贵材料
text_materialsDescId_72	用于将英雄提升至杰出级，十分珍贵。
text_materialsDescId_73	用于将英雄提升至稀有级，十分珍贵。
text_materialsDescId_74	用于将英雄提升至史诗级，十分珍贵。
text_materialsDescId_75	用于将英雄提升至神话级，十分珍贵。
text_materialsDescId_76	用于将英雄提升至远古级，十分珍贵。
text_materialsDescId_77	用于将英雄提升至创世级，十分珍贵。
text_materialsDescId_100	圣武进阶的必要道具，十分珍贵
text_materialsDescId_101	只能在圣武1阶时使用的进阶道具
text_materialsDescId_102	只能在圣武2阶时使用的进阶道具
text_materialsDescId_103	只能在圣武3阶时使用的进阶道具
text_materialsDescId_104	只能在圣武4阶时使用的进阶道具
text_materialsDescId_105	只能在圣武5阶时使用的进阶道具
text_materialsDescId_106	只能在圣武6阶时使用的进阶道具
text_materialsDescId_107	只能在圣武7阶时使用的进阶道具
text_materialsDescId_108	只能在圣武8阶时使用的进阶道具
text_materialsDescId_109	只能在圣武9阶时使用的进阶道具
text_materialsDescId_110	只能在圣武10阶时使用的进阶道具
text_materialsDescId_200	圣翼进阶的必要道具，十分珍贵
text_materialsDescId_201	只能在圣翼1阶时使用的进阶道具
text_materialsDescId_202	只能在圣翼2阶时使用的进阶道具
text_materialsDescId_203	只能在圣翼3阶时使用的进阶道具
text_materialsDescId_204	只能在圣翼4阶时使用的进阶道具
text_materialsDescId_205	只能在圣翼5阶时使用的进阶道具
text_materialsDescId_206	只能在圣翼6阶时使用的进阶道具
text_materialsDescId_207	只能在圣翼7阶时使用的进阶道具
text_materialsDescId_208	只能在圣翼8阶时使用的进阶道具
text_materialsDescId_209	只能在圣翼9阶时使用的进阶道具
text_materialsDescId_210	只能在圣翼10阶时使用的进阶道具
text_materialsDescId_300	圣骑进阶的必要道具，十分珍贵
text_materialsDescId_301	只能在圣骑1阶时使用的进阶道具
text_materialsDescId_302	只能在圣骑2阶时使用的进阶道具
text_materialsDescId_303	只能在圣骑3阶时使用的进阶道具
text_materialsDescId_304	只能在圣骑4阶时使用的进阶道具
text_materialsDescId_305	只能在圣骑5阶时使用的进阶道具
text_materialsDescId_306	只能在圣骑6阶时使用的进阶道具
text_materialsDescId_307	只能在圣骑7阶时使用的进阶道具
text_materialsDescId_308	只能在圣骑8阶时使用的进阶道具
text_materialsDescId_309	只能在圣骑9阶时使用的进阶道具
text_materialsDescId_310	只能在圣骑10阶时使用的进阶道具
text_materialsDescId_400	圣物等阶越高，可使用数量越多，每个月亮神石加成越高
text_materialsDescId_401	圣物等阶越高，可使用数量越多，太阳神石按百分比提升圣物基础属性
text_materialsDescId_930	消耗20个碎片可合成1个1-3星英雄
text_materialsDescId_940	消耗40个碎片可合成1个4星英雄
text_materialsDescId_950	消耗60个碎片可合成1个5星英雄
text_materialsDescId_1001	英雄绿衣剑士的碎片，20个可获得绿衣剑士卡牌
text_materialsDescId_1002	英雄萝莉射手的碎片，20个可获得萝莉射手卡牌
text_materialsDescId_2001	英雄野猪骑士的碎片，20个可获得野猪骑士卡牌
text_materialsDescId_2002	英雄风语者的碎片，20个可获得风语者卡牌
text_materialsDescId_3001	英雄血斧战士的碎片，20个可获得血斧战士卡牌
text_materialsDescId_3002	英雄萝莉法师的碎片，20个可获得萝莉法师卡牌
text_materialsDescId_5001	英雄森语国王的碎片，60个可获得森语国王卡牌
text_materialsDescId_5002	英雄森语公主的碎片，60个可获得森语公主卡牌
text_materialsDescId_5003	英雄巨锤矮人的碎片，40个可获得巨锤矮人卡牌
text_materialsDescId_5004	英雄火炮大师的碎片，40个可获得火炮大师卡牌
text_materialsDescId_5005	英雄娜迦女王的碎片，60个可获得娜迦女王卡牌
text_materialsDescId_5006	英雄美杜莎的碎片，60个可获得美杜莎卡牌
text_materialsDescId_5007	英雄圣光骑士的碎片，40个可获得圣光骑士卡牌
text_materialsDescId_5008	英雄光明圣女的碎片，40个可获得光明圣女卡牌
text_materialsDescId_5009	英雄战斗法师的碎片，60个可获得战斗法师卡牌
text_materialsDescId_5010	英雄黑暗圣女的碎片，60个可获得黑暗圣女卡牌
text_materialsDescId_5011	英雄海盗屠夫的碎片，40个可获得海盗屠夫卡牌
text_materialsDescId_5012	英雄皇家御厨的碎片，40个可获得皇家御厨卡牌
text_materialsDescId_5013	英雄法老的碎片，40个可获得法老卡牌
text_materialsDescId_5014	英雄艳后的碎片，40个可获得艳后卡牌
text_materialsDescId_5015	英雄圣骑士的碎片，60个可获得圣骑士卡牌
text_materialsDescId_5016	英雄大法师的碎片，60个可获得大法师卡牌
text_materialsDescId_5017	英雄巨盾守卫的碎片，40个可获得巨盾守卫卡牌
text_materialsDescId_5018	英雄银月射手的碎片，40个可获得银月射手卡牌
text_materialsDescId_5019	英雄末法骑士的碎片，40个可获得末法骑士卡牌
text_materialsDescId_5020	英雄守墓人的碎片，40个可获得守墓人卡牌
text_materialsDescId_5021	英雄正义之子的碎片，60个可获得正义之子卡牌
text_materialsDescId_5022	英雄古怪巫师的碎片，60个可获得古怪巫师卡牌
text_materialsDescId_5023	英雄狮鹫骑士的碎片，60个可获得狮鹫骑士卡牌
text_materialsDescId_5024	英雄精灵王子的碎片，60个可获得精灵王子卡牌
text_materialsDescId_5025	英雄潮汐之灾的碎片，60个可获得潮汐之灾卡牌
text_materialsDescId_5026	英雄海洋之灵的碎片，60个可获得海洋之灵卡牌
text_materialsDescId_5027	英雄死亡大帝的碎片，60个可获得死亡大帝卡牌
text_materialsDescId_5028	英雄驯龙女巫的碎片，60个可获得驯龙女巫卡牌
text_materialsDescId_7001	英雄月神的碎片，200个可获得月神卡牌
text_materialsDescId_7002	英雄暗夜之子的碎片，200个可获得暗夜之子卡牌
text_materialsDescId_7003	英雄泰坦的碎片，200个可获得泰坦卡牌
text_materialsDescId_7004	英雄混沌领主的碎片，200个可获得混沌领主卡牌
text_materialsDescId_100001	打开后可随机获得1~3级宝石
text_materialsDescId_100002	打开后可随机获得3~5级宝石
text_materialsDescId_100003	打开后随机获得一颗5级宝石
text_materialsDescId_100004	打开后随机获得一颗6级宝石
text_materialsDescId_100005	打开后随机获得一颗7级宝石
text_materialsDescId_100006	打开后随机获得一颗8级宝石
text_materialsDescId_100007	打开后随机获得一颗9级宝石
text_materialsDescId_100008	打开后随机获得一颗10级宝石
text_materialsDescId_100009	打开后随机获得一颗11级宝石
text_materialsDescId_100010	打开后随机获得一颗12级宝石
text_materialsDescId_100101	打开后可以获得100个天命石
text_materialsDescId_100102	打开后可以获得300个天命石
text_materialsDescId_100103	打开后可以获得500个天命石
text_materialsDescId_100201	打开后可以获得50,000金币
text_materialsDescId_100202	打开后可以获得100,000金币
text_materialsDescId_100203	打开后可以获得300,000金币
text_materialsDescId_100204	打开后可以获得500,000金币
text_materialsDescId_100205	打开后可以获得1,000,000金币
text_materialsDescId_100206	打开后可以获得2,000,000金币
text_materialsDescId_100301	打开后可以获得100魂晶
text_materialsDescId_100302	打开后可以获得300魂晶
text_materialsDescId_100303	打开后可以获得500魂晶
text_materialsDescId_100401	打开后可随机获得3~6级龙晶（5%概率获得极品龙晶）
text_materialsDescId_100402	打开后可随机获得1~4级龙晶（5%概率获得极品龙晶）
text_materialsDescId_100501	打开后获得1个随机1级龙晶
text_materialsDescId_100502	打开后获得1个随机2级龙晶
text_materialsDescId_100503	打开后获得1个随机3级龙晶
text_materialsDescId_100504	打开后获得1个随机4级龙晶
text_materialsDescId_100505	打开后获得1个随机5级龙晶
text_materialsDescId_100601	开启后大概率获得普通、杰出符文，有几率获得稀有、史诗符文。
text_materialsDescId_100602	开启后大概率获得杰出、稀有符文，有几率获得史诗、神话符文。
text_materialsDescId_100701	打开后可以获得一套1阶军械
text_materialsDescId_100702	打开后可以获得一套2阶军械
text_materialsDescId_100703	打开后可以获得一套3阶军械
text_materialsDescId_100704	打开后可以获得一套4阶军械
text_materialsDescId_100705	打开后可以获得一套5阶军械
text_materialsDescId_100706	打开后可以获得一套6阶军械
text_materialsDescId_100707	打开后可以获得一套7阶军械
text_materialsDescId_100708	打开后可以获得一套8阶军械
text_materialsDescId_100709	打开后可以获得一套9阶军械
text_materialsDescId_100710	打开后可以获得一套10阶军械
text_materialsDescId_101101	打开获得极品道具！
text_materialsDescId_101102	打开获得极品道具！
text_materialsDescId_101103	打开获得极品道具！
text_materialsDescId_101104	打开获得极品道具！
text_materialsDescId_101105	打开获得极品道具！
text_materialsDescId_101106	打开获得极品道具！
text_materialsDescId_101151	可以用于打开黄铜宝箱！
text_materialsDescId_101152	可以用于打开白银宝箱！
text_materialsDescId_101153	可以用于打开黄金宝箱！
text_materialsDescId_101154	可以用于打开紫金宝箱！
text_materialsDescId_101155	可以用于打开钻石宝箱！
text_materialsDescId_101156	可以用于打开王者宝箱！
text_materialsDescId_101201	可开出极品装备的珍贵宝箱！
text_materialsDescId_101301	珍贵的宝箱，可能开出各种稀有道具。
text_materialsDescId_101302	珍贵的宝箱，可能开出各种稀有道具。
text_materialsDescId_101303	珍贵的宝箱，可能开出各种稀有道具。
text_materialsDescId_101401	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101402	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101403	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101404	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101405	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101406	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101407	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101408	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101409	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101410	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101411	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101412	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101413	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101414	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101415	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101416	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101417	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101418	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101419	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101420	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101421	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101422	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101423	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101424	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101425	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101426	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101427	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101428	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101429	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101430	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101431	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101432	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101433	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101434	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101435	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101436	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101437	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101438	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101439	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101440	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101441	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101442	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101443	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101444	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101445	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101446	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101447	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101448	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101449	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101450	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101451	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101452	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101453	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101454	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101455	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101456	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101457	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101458	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101459	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101460	犒赏大家为军团的付出，内含神秘奖励！
text_materialsDescId_101501	军团BOSS活动中排行第1军团参战全员奖励！
text_materialsDescId_101502	军团BOSS活动中排行第2军团参战全员奖励！
text_materialsDescId_101503	军团BOSS活动中排行第3军团参战全员奖励！
text_materialsDescId_101504	军团BOSS活动中排行第4~10军团参战全员奖励！
text_materialsDescId_101505	军团BOSS活动中排行第11~20军团参战全员奖励！
text_materialsDescId_101506	军团BOSS活动中排行21名及以后军团参战全员奖励！
text_materialsDescId_101601	打开礼盒后将随机获得1个超值极品道具
text_materialsDescId_101602	打开礼盒后将随机获得1个超值极品道具
text_materialsDescId_101603	打开礼盒后将随机获得1个超值极品道具
text_materialsDescId_101701	打开后可获得一整套旅人装备！
text_materialsDescId_101702	打开后可获得一整套冰晶装备！
text_materialsDescId_101703	打开后可获得一整套犀牛装备！
text_materialsDescId_101704	打开后可获得一整套雷霆装备！
text_materialsDescId_101705	打开后可获得一整套龙鳞装备！
text_materialsDescId_101706	打开后可获得一整套巨龙装备！
text_materialsDescId_101707	打开后可获得一整套雷神装备！
text_materialsDescId_109901	圣骑士、艳后、森语国王、美杜莎任选一名获得
text_materialsDescId_109904	史诗英雄任选一名获得！
text_materialsDescId_109911	神话英雄任选一名获得！
text_materialsDescId_109921	远古近战英雄任选一名获得！
text_materialsDescId_109922	远古近战英雄任选一名获得任选一名获得1个碎片！
text_materialsDescId_109931	远古远程英雄任选一名获得！
text_materialsDescId_109932	远古远程英雄任选一名获得1个碎片！
text_materialsDescId_110002	打开后获得好友赠送的礼物
text_materialsDescId_200001	1000个可合成1枚珍贵的远古魂晶，用于英雄商店兑换远古英雄
text_materialsDescId_200002	10000个可合成1个觉醒神石，用于部位极限觉醒
text_materialsDescId_200101	40个龙晶碎片可合成1颗1级龙晶
text_materialsDescId_200201	100个合成1个随机普通装备
text_materialsDescId_200202	100个合成1个随机杰出装备
text_materialsDescId_200203	100个合成1个随机稀有装备
text_materialsDescId_200204	100个合成1个随机史诗装备
text_materialsDescId_200205	100个合成1个随机神话装备
text_materialsDescId_200206	100个合成1个随机远古装备
text_materialsDescId_200207	100个合成1个随机创世装备
text_materialsDescId_200301	5个合成1把黄铜钥匙
text_materialsDescId_200302	10个合成1把白银钥匙
text_materialsDescId_200303	15个合成1把黄金钥匙
text_materialsDescId_200304	20个合成1把紫金钥匙
text_materialsDescId_200305	25个合成1把钻石钥匙
text_materialsDescId_200306	30个合成1把王者钥匙
text_materialsDescId_300001	拖动使用，可在矿区炸开一横排泥土
text_materialsDescId_300002	拖动使用，可在矿区炸开一竖列泥土
text_materialsDescId_300004	可聊天功能中进行世界喊话
text_materialsDescId_300005	非常珍贵，可以兑换珍稀的道具！
text_materialsDescId_300006	非常珍贵，用于召唤神秘的宝物！
text_materialsDescId_300007	丰厚的补偿，多多益善！
text_materialsDescId_300008	抽中命运之针即可激活命运大轮
text_materialsDescId_300101	挖开3个宝藏，奖励3个矿锄！
text_materialsDescId_300102	挖开6个宝藏，奖励5个矿锄！
text_materialsDescId_300103	挖开所有宝藏，获得终极宝箱！
text_materialsDescId_300104	打开获得极品道具！
text_materialsDescId_300105	打开获得极品道具！
text_materialsDescId_300106	打开获得极品道具！
text_materialsDescId_300201	搜集1颗星星即可开启
text_materialsDescId_300202	搜集3颗星星即可开启
text_materialsDescId_300203	搜集5颗星星即可开启
text_materialsDescId_300204	搜集5颗星星即可开启
text_materialsDescId_300401	你可以获得1%的奖池
text_materialsDescId_300402	你可以获得5%的奖池
text_materialsDescId_300403	你可以获得10%的奖池
text_materialsDescId_310001	可用于挑战无尽傀儡
text_materialsDescId_310002	开启后可随机获得道具
text_materialsDescId_310003	开启后可随机获得道具
text_materialsDescId_310004	搜集足够数量后可领取周成就奖励
text_materialsDescId_310005	搜集7把钥匙，即可向巨型章鱼·爱尔兰思发起挑战。
text_materialsDescId_310006	将随机获得一张军团战魔法卡牌
text_materialsDescId_399998	通往深渊世界的凭证。
text_materialsDescId_399999	它微微发着光，似乎要告诉你几千年以来这个神奇的大陆所发生的事情
text_materialsDescId_400001	获得后激活"特权卡"，每日可领取150蓝钻，持续30天(双卡礼包激活条件之一)
text_materialsDescId_400002	获得后激活"高级特权卡"，每日可领取240蓝钻，持续30天(双卡礼包激活条件之一)
text_gemNameId_101	1级红宝石
text_gemNameId_102	2级红宝石
text_gemNameId_103	3级红宝石
text_gemNameId_104	4级红宝石
text_gemNameId_105	5级红宝石
text_gemNameId_106	6级红宝石
text_gemNameId_107	7级红宝石
text_gemNameId_108	8级红宝石
text_gemNameId_109	9级红宝石
text_gemNameId_110	10级红宝石
text_gemNameId_111	11级红宝石
text_gemNameId_112	12级红宝石
text_gemNameId_201	1级黄宝石
text_gemNameId_202	2级黄宝石
text_gemNameId_203	3级黄宝石
text_gemNameId_204	4级黄宝石
text_gemNameId_205	5级黄宝石
text_gemNameId_206	6级黄宝石
text_gemNameId_207	7级黄宝石
text_gemNameId_208	8级黄宝石
text_gemNameId_209	9级黄宝石
text_gemNameId_210	10级黄宝石
text_gemNameId_211	11级黄宝石
text_gemNameId_212	12级黄宝石
text_gemNameId_301	1级蓝宝石
text_gemNameId_302	2级蓝宝石
text_gemNameId_303	3级蓝宝石
text_gemNameId_304	4级蓝宝石
text_gemNameId_305	5级蓝宝石
text_gemNameId_306	6级蓝宝石
text_gemNameId_307	7级蓝宝石
text_gemNameId_308	8级蓝宝石
text_gemNameId_309	9级蓝宝石
text_gemNameId_310	10级蓝宝石
text_gemNameId_311	11级蓝宝石
text_gemNameId_312	12级蓝宝石
text_gemNameId_401	1级绿宝石
text_gemNameId_402	2级绿宝石
text_gemNameId_403	3级绿宝石
text_gemNameId_404	4级绿宝石
text_gemNameId_405	5级绿宝石
text_gemNameId_406	6级绿宝石
text_gemNameId_407	7级绿宝石
text_gemNameId_408	8级绿宝石
text_gemNameId_409	9级绿宝石
text_gemNameId_410	10级绿宝石
text_gemNameId_411	11级绿宝石
text_gemNameId_412	12级绿宝石
text_gemDescId_normal	可镶嵌于装备，可合成更高级宝石
text_gemDescId_max	顶级宝石，可镶嵌于装备
text_dragongemNameId_101	1级龙晶
text_dragongemNameId_102	2级龙晶
text_dragongemNameId_103	3级龙晶
text_dragongemNameId_104	4级龙晶
text_dragongemNameId_105	5级龙晶
text_dragongemNameId_106	6级龙晶
text_dragongemNameId_107	7级龙晶
text_dragongemNameId_108	8级龙晶
text_dragongemNameId_109	9级龙晶
text_dragongemNameId_110	10级龙晶
text_dragongemNameId_1001	极品1级龙晶
text_dragongemNameId_1002	极品2级龙晶
text_dragongemNameId_1003	极品3级龙晶
text_dragongemNameId_1004	极品4级龙晶
text_dragongemNameId_1005	极品5级龙晶
text_dragongemNameId_1006	极品6级龙晶
text_dragongemNameId_1007	极品7级龙晶
text_dragongemNameId_1008	极品8级龙晶
text_dragongemNameId_1009	极品9级龙晶
text_dragongemNameId_1010	极品10级龙晶
text_dressNameId_101	1阶军械武器
text_dressNameId_102	1阶军械头盔
text_dressNameId_103	1阶军械战甲
text_dressNameId_104	1阶军械战靴
text_dressNameId_111	2阶军械武器
text_dressNameId_112	2阶军械头盔
text_dressNameId_113	2阶军械战甲
text_dressNameId_114	2阶军械战靴
text_dressNameId_121	3阶军械武器
text_dressNameId_122	3阶军械头盔
text_dressNameId_123	3阶军械战甲
text_dressNameId_124	3阶军械战靴
text_dressNameId_131	4阶军械武器
text_dressNameId_132	4阶军械头盔
text_dressNameId_133	4阶军械战甲
text_dressNameId_134	4阶军械战靴
text_dressNameId_141	5阶军械武器
text_dressNameId_142	5阶军械头盔
text_dressNameId_143	5阶军械战甲
text_dressNameId_144	5阶军械战靴
text_dressNameId_151	6阶军械武器
text_dressNameId_152	6阶军械头盔
text_dressNameId_153	6阶军械战甲
text_dressNameId_154	6阶军械战靴
text_dressNameId_161	7阶军械武器
text_dressNameId_162	7阶军械头盔
text_dressNameId_163	7阶军械战甲
text_dressNameId_164	7阶军械战靴
text_dressNameId_171	8阶军械武器
text_dressNameId_172	8阶军械头盔
text_dressNameId_173	8阶军械战甲
text_dressNameId_174	8阶军械战靴
text_dressNameId_181	9阶军械武器
text_dressNameId_182	9阶军械头盔
text_dressNameId_183	9阶军械战甲
text_dressNameId_184	9阶军械战靴
text_dressNameId_191	10阶军械武器
text_dressNameId_192	10阶军械头盔
text_dressNameId_193	10阶军械战甲
text_dressNameId_194	10阶军械战靴
text_descDress_1	1阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_2	2阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_3	3阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_4	4阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_5	5阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_6	6阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_7	7阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_8	8阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_9	9阶部队进阶军械，可合成进阶勋章（3合1）
text_descDress_10	10阶部队进阶军械，可合成进阶勋章（3合1）
text_heroNameId_1001	绿衣剑士
text_heroNameId_1002	萝莉射手
text_heroNameId_2001	野猪骑士
text_heroNameId_2002	风语者
text_heroNameId_3001	血斧战士
text_heroNameId_3002	萝莉法师
text_heroNameId_5001	森语国王
text_heroNameId_5002	森语魔女
text_heroNameId_5003	巨锤矮人
text_heroNameId_5004	火炮大师
text_heroNameId_5005	娜迦女王
text_heroNameId_5006	美杜莎
text_heroNameId_5007	圣光骑士
text_heroNameId_5008	光明圣女
text_heroNameId_5009	战斗法师
text_heroNameId_5010	黑暗圣女
text_heroNameId_5011	海盗屠夫
text_heroNameId_5012	皇家御厨
text_heroNameId_5013	法老
text_heroNameId_5014	艳后
text_heroNameId_5015	圣骑士
text_heroNameId_5016	大法师
text_heroNameId_5017	巨盾守卫
text_heroNameId_5018	银月射手
text_heroNameId_5019	末法骑士
text_heroNameId_5020	守墓人
text_heroNameId_5021	正义之子
text_heroNameId_5022	古怪巫师
text_heroNameId_5023	狮鹫骑士
text_heroNameId_5024	精灵游侠
text_heroNameId_5025	潮汐之灾
text_heroNameId_5026	海洋之灵
text_heroNameId_5027	死亡大帝
text_heroNameId_5028	驯龙女巫
text_heroNameId_5029	地龙之主
text_heroNameId_5030	上古龙法
text_heroNameId_5031	狂龙骑士
text_heroNameId_5032	龙母
text_heroNameId_7001	月神
text_heroNameId_7002	暗夜之子
text_heroNameId_7003	泰坦
text_heroNameId_7004	混沌领主
text_heroNameId_10000	领主
text_itemGroupNameId_10000001	随机史诗英雄碎片
text_itemGroupNameId_10000002	随机神话英雄碎片
text_itemGroupNameId_10000003	随机远古英雄碎片
text_itemGroupNameId_10000011	随机史诗英雄
text_itemGroupNameId_10000012	随机神话英雄
text_itemGroupNameId_10000013	随机远古英雄
text_itemGroupNameId_10000016	随机神话英雄
text_itemGroupNameId_2001	随机普通装备
text_itemGroupNameId_2002	随机杰出装备
text_itemGroupNameId_2003	随机稀有装备
text_itemGroupNameId_2004	随机史诗装备
text_itemGroupNameId_2005	随机神话装备
text_itemGroupNameId_2006	随机远古装备
text_itemGroupNameId_2007	随机创世装备
text_itemGroupNameId_3001	随机1级宝石
text_itemGroupNameId_3002	随机钥匙
text_itemGroupNameId_20000001	随机普通符文
text_itemGroupNameId_20000002	随机杰出符文
text_itemGroupNameId_20000003	随机稀有符文
text_itemGroupNameId_20000004	随机史诗符文
text_itemGroupNameId_20000005	随机神话符文
text_itemGroupNameId_20000006	随机远古符文
text_itemGroupNameId_20000007	随机创世符文
text_itemGroupNameId_30000001	赠送VIP1
text_itemGroupDescId_10000001	可能获得随机史诗英雄碎片
text_itemGroupDescId_10000002	可能获得随机神话英雄碎片
text_itemGroupDescId_10000003	可能获得随机远古英雄碎片
text_itemGroupDescId_10000011	可能获得随机史诗英雄
text_itemGroupDescId_10000012	可能获得随机神话英雄
text_itemGroupDescId_10000013	可能获得随机远古英雄
text_itemGroupDescId_10000016	可能获得随机神话英雄
text_itemGroupDescId_2001	可能随机获得普通装备
text_itemGroupDescId_2002	可能随机获得杰出装备
text_itemGroupDescId_2003	可能随机获得稀有装备
text_itemGroupDescId_2004	可能随机获得史诗装备
text_itemGroupDescId_2005	可能随机获得神话装备
text_itemGroupDescId_2006	可能随机获得远古装备
text_itemGroupDescId_2007	可能随机获得创世装备
text_itemGroupDescId_3001	可能随机获得1级宝石
text_itemGroupDescId_3002	可能随机获得宝箱钥匙
text_itemGroupDescId_20000001	可能随机获得普通符文
text_itemGroupDescId_20000002	可能随机获得杰出符文
text_itemGroupDescId_20000003	可能随机获得稀有符文
text_itemGroupDescId_20000004	可能随机获得史诗符文
text_itemGroupDescId_20000005	可能随机获得神话符文
text_itemGroupDescId_20000006	可能随机获得远古符文
text_itemGroupDescId_20000007	可能随机获得创世符文
text_itemGroupDescId_30000001	赠送VIP1（获得60点VIP经验）
text_territoryNameId1_1	A.圣地
text_territoryNameId1_2	A01.宝地
text_territoryNameId1_3	A02.宝地
text_territoryNameId1_4	A03.宝地
text_territoryNameId1_5	A04.宝地
text_territoryNameId1_6	A05.宝地
